,State,City,Pop,PCI,price,rating,review,Total
0,ak,bristol bay borough,877,"116,340",1.5,3.75,6.5,6.0
1,ak,sitka city and borough,8647,"66,157",1.9333333333333333,3.966666666666667,38.46666666666667,26.0
2,ak,matanuska-susitna borough,107610,"45,608",1.894736842105263,3.9473684210526314,68.42105263157895,28.0
3,ak,kenai peninsula borough,58533,"50,466",2.111111111111111,4.277777777777778,64.16666666666667,45.0
4,ak,juneau city and borough,32113,"62,774",1.911764705882353,3.911764705882353,110.05882352941177,94.0
5,ak,haines borough,2474,"53,013",1.8571428571428572,4.0,17.571428571428573,12.0
6,ak,fairbanks north star borough,98971,"52,179",1.0,4.5,12.0,1.0
7,ak,anchorage municipality,291538,"61,425",1.7871287128712872,3.551980198019802,121.96039603960396,625.0
8,al,tuscaloosa,101113,"35,365",1.3523809523809525,3.2904761904761903,39.21904761904762,341.0
9,al,talladega,15291,"30,917",1.2727272727272727,3.477272727272727,12.227272727272727,95.0
10,al,butler,1739,"32,862",1.5,3.0,3.5,6.0
11,al,mobile,189572,"34,661",1.502857142857143,3.394285714285714,47.19428571428571,542.0
12,al,cherokee,1004,"31,688",1.4,4.1,14.0,8.0
13,al,clay,9646,"29,443",1.3867924528301887,3.2877358490566038,26.462264150943398,373.0
14,al,elmore,1441,"36,665",1.5,3.40625,32.46875,87.0
15,al,fayette,4327,"30,747",1.1428571428571428,3.0714285714285716,5.428571428571429,15.0
16,al,cullman,15858,"35,144",1.3793103448275863,3.8793103448275863,26.93103448275862,90.0
17,al,geneva,4335,"30,997",1.2,2.7,3.0,11.0
18,al,jackson,4742,"32,986",1.0625,3.5625,7.6875,27.0
19,al,madison,50440,"45,274",1.5175879396984924,3.5100502512562812,56.23618090452261,683.0
20,al,marion,3252,"29,422",1.3333333333333333,4.0,4.5,8.0
21,al,franklin,126,"30,044",1.3333333333333333,3.888888888888889,8.666666666666666,33.0
22,ar,lonoke,4262,"35,564",1.0833333333333333,3.0833333333333335,15.416666666666666,13.0
23,ar,washington,167,"35,135",1.3728813559322033,3.23728813559322,28.71186440677966,186.0
24,ar,van buren,23691,"29,374",1.2692307692307692,3.8653846153846154,37.57692307692308,125.0
25,ar,searcy,23768,"26,785",1.2413793103448276,3.5689655172413794,16.79310344827586,77.0
26,ar,st. francis,233,"25,498",1.0,4.25,3.25,6.0
27,ar,perry,274,"31,447",1.25,3.625,7.25,6.0
28,ar,madison,696,"32,411",1.5555555555555556,4.0,50.77777777777778,30.0
29,ar,lincoln,2474,"24,404",1.1666666666666667,4.083333333333333,8.5,12.0
30,ar,marion,12364,"27,465",1.5175438596491229,3.3859649122807016,119.7280701754386,425.0
31,ar,garland,239,"35,645",1.7941176470588236,3.9705882352941178,132.26470588235293,122.0
32,ar,benton,36403,"74,292",1.5909090909090908,3.727272727272727,30.09090909090909,122.0
33,ar,bradley,528,"34,423",1.75,3.9375,7.875,66.0
34,ar,conway,66426,"36,965",1.5238095238095237,3.642857142857143,32.476190476190474,164.0
35,ar,johnson,3736,"27,625",1.4375,3.3854166666666665,49.6875,133.0
36,ar,franklin,191,"31,801",3.0,4.5,11.0,5.0
37,ar,fulton,194,"26,383",1.6666666666666667,3.5,32.333333333333336,6.0
38,az,pima,2512,"38,031",1.5,3.5,23.4,12.0
39,az,maricopa,50024,"41,197",1.6470588235294117,3.7058823529411766,87.29411764705883,66.0
40,ca,tulare,64475,"37,121",1.474820143884892,3.41726618705036,80.88489208633094,452.0
41,ca,san diego,1425976,"52,214",1.8149779735682818,4.176211453744493,1091.0528634361233,3500.0
42,ca,sonoma,11248,"51,565",1.972972972972973,3.9324324324324325,403.0810810810811,100.0
43,ca,santa cruz,64725,"56,549",1.6049382716049383,3.6358024691358026,296.1975308641975,436.0
44,ca,santa clara,129488,"79,055",1.8805309734513274,3.851769911504425,761.7212389380531,2400.0
45,ca,santa barbara,91350,"53,758",1.7096774193548387,3.7995391705069124,294.33179723502303,601.0
46,ca,san mateo,105025,"93,765",1.8294930875576036,3.866359447004608,483.2396313364055,1100.0
47,ca,san luis obispo,47446,"48,532",1.8356164383561644,3.9657534246575343,382.56164383561645,225.0
48,ca,san joaquin,4032,"37,643",1.3333333333333333,4.291666666666667,15.416666666666666,46.0
49,ca,san francisco,883305,"99,990",2.030701754385965,4.067982456140351,1162.627192982456,4300.0
50,ca,ventura,111128,"53,031",1.7045454545454546,3.8181818181818183,238.21818181818182,911.0
51,ca,tehama,421,"36,005",1.1428571428571428,4.071428571428571,10.571428571428571,9.0
52,ca,sacramento,508529,"45,187",1.7918552036199096,4.015837104072398,517.1990950226244,2000.0
53,ca,riverside,330063,"34,753",1.445945945945946,3.7432432432432434,275.63513513513516,976.0
54,ca,alameda,78338,"59,085",1.7641509433962264,3.9622641509433962,425.8018867924528,1700.0
55,ca,san bernardino,215941,"34,320",1.5294117647058822,3.752450980392157,273.3578431372549,1800.0
56,ca,fresno,530093,"37,434",1.6826923076923077,3.949519230769231,195.96153846153845,1400.0
57,ca,imperial,17695,"32,890",1.6,3.9,76.86666666666666,56.0
58,ca,los angeles,3990456,"52,233",1.8571428571428572,4.151785714285714,1116.5089285714287,8200.0
59,ca,colusa,5911,"41,877",1.3888888888888888,3.9166666666666665,26.944444444444443,21.0
60,ca,merced,83316,"35,361",1.5769230769230769,3.6826923076923075,123.96153846153847,167.0
61,ca,monterey,28289,"47,557",1.8773006134969326,3.763803680981595,453.49693251533745,457.0
62,ca,napa,79263,"59,563",1.861842105263158,3.661184210526316,406.7368421052632,445.0
