,State,City,Pop,PCI,price,rating,review,Total
269,mi,livingston,2585,"47,921",3.210526315789474,4.2368421052631575,14.947368421052632,1900.0
270,mi,sanilac,2311,"32,829",4.0,5.0,1.0,52.0
271,mi,antrim,2095,"39,601",3.0,3.6666666666666665,9.666666666666666,115.0
272,mi,shiawassee,2734,"33,682",3.0588235294117645,3.823529411764706,6.764705882352941,838.0
273,mi,tuscola,1948,"32,892",3.25,3.5625,7.25,130.0
274,mi,chippewa,211,"29,311",3.0,3.875,7.75,13.0
275,mi,mecosta,2676,"28,828",3.0,3.75,13.5,80.0
276,mi,bay,1126,"36,517",3.3333333333333335,3.3333333333333335,10.666666666666666,86.0
277,mi,barry,3495,"39,022",3.142857142857143,3.892857142857143,9.571428571428571,570.0
278,mi,berrien,5027,"40,046",3.125,3.25,10.125,405.0
279,mi,allegan,5034,"38,552",3.0,3.75,19.5,144.0
280,mi,cheboygan,4712,"33,728",3.0,4.25,14.5,12.0
281,mi,clare,3069,"29,615",3.0,4.5,4.0,22.0
282,mi,gladwin,2887,"30,730",3.0,3.6666666666666665,6.333333333333333,89.0
283,mi,ionia,10952,"30,260",3.0,5.0,22.0,22.0
284,mi,jackson,32605,"34,054",3.0,3.75,6.0,27.0
285,mi,lapeer,8621,"36,820",3.25,4.375,5.75,11.0
286,mi,marquette,20680,"35,194",3.0,4.25,7.5,21.0
287,mi,menominee,8108,"37,545",3.0,3.25,16.5,14.0
288,mi,arenac,853,"32,089",3.0,4.5,9.0,73.0
289,mi,lake,5847,"27,540",3.0,4.5,4.0,56.0
290,mi,wayne,16896,"36,914",3.0,4.0,72.0,14.0
291,mi,st. joseph,8355,"32,629",3.5,4.0,6.25,23.0
292,mi,saginaw,48323,"34,086",3.3333333333333335,3.3333333333333335,7.333333333333333,23.0
293,mi,newaygo,2058,"32,273",3.0,3.8333333333333335,16.0,31.0
294,mi,muskegon,37287,"33,447",3.0,4.666666666666667,16.0,26.0
295,mi,monroe,19715,"39,996",3.3333333333333335,3.6666666666666665,6.666666666666667,14.0
296,mi,midland,41800,"40,836",3.0,2.0,16.0,16.0
297,mn,fillmore,478,"41,274",3.0,4.0,14.0,73.0
298,mn,douglas,755,"47,165",3.0,4.0,14.0,43.0
299,mn,lincoln,200,"45,516",3.5,4.0,4.5,28.0
300,mn,benton,827,"38,515",3.0,4.25,9.5,192.0
301,mn,big stone,268,"49,247",3.0,2.5,3.0,5.0
302,mn,morrison,198,"38,188",4.0,3.0,6.0,66.0
303,mn,clay,75,"39,771",3.0,3.875,9.25,62.0
304,mn,lake,2221,"43,372",3.0,4.75,4.0,4.0
305,mn,hubbard,798,"36,535",3.0,5.0,3.0,13.0
306,mn,otter tail,491,"43,755",3.0,3.1666666666666665,4.0,17.0
307,mn,kanabec,932,"36,612",3.0,4.5,3.5,27.0
308,mn,washington,739,"57,716",3.125,4.03125,24.875,1600.0
309,mn,traverse,340,"52,402",3.0,2.5,3.0,4.0
310,mn,norman,257,"39,225",3.0,3.875,9.25,64.0
311,mn,rock,177,"51,342",4.0,4.0,16.0,61.0
312,mn,sibley,252,"43,743",3.0555555555555554,3.5277777777777777,18.833333333333332,409.0
313,mn,scott,145,"51,927",3.0,4.34375,19.5,1600.0
314,mn,stevens,72,"54,452",3.0,2.5,6.0,11.0
315,mn,todd,1438,"37,325",4.0,3.0,6.0,73.0
316,mn,waseca,8904,"44,837",3.0,3.25,4.5,11.0
317,mn,winona,26813,"43,901",3.0,5.0,5.0,16.0
318,mn,wabasha,2477,"43,540",3.0,4.25,7.5,159.0
319,mn,wadena,4094,"35,655",3.5,3.75,4.5,12.0
320,mn,aitkin,2001,"35,185",3.3333333333333335,4.333333333333333,4.333333333333333,19.0
321,mn,anoka,17543,"44,544",3.3,3.3,14.5,206.0
322,mn,becker,4912,"42,497",3.5,3.75,6.0,15.0
323,mn,beltrami,102,"36,353",3.0,3.25,9.5,20.0
324,mn,carlton,1039,"37,416",3.0,4.75,6.5,44.0
325,mn,dakota,308,"52,542",3.0,3.3333333333333335,8.333333333333334,28.0
326,mn,faribault,23851,"39,312",3.0,2.5,8.0,5.0
327,mn,goodhue,1178,"47,511",3.0714285714285716,4.035714285714286,26.357142857142858,1000.0
328,mn,clearwater,1799,"38,105",3.0,4.5,3.0,23.0
329,mn,houston,966,"45,395",3.0,4.0,4.5,51.0
330,mn,grant,4152,"47,075",3.0,4.083333333333333,23.0,214.0
331,mn,rice,1377,"38,617",3.0,4.5,3.0,50.0
332,mn,ramsey,26928,"47,960",3.1666666666666665,3.75,11.833333333333334,108.0
333,mn,pipestone,4021,"54,075",3.5,3.75,13.0,69.0
334,mn,mahnomen,1242,"34,463",3.0,4.5,3.0,10.0
335,mn,jackson,3201,"49,921",3.0,4.0,7.0,5.0
336,mn,isanti,5901,"38,327",3.0,3.6666666666666665,9.0,60.0
337,mo,osage,1714,"42,259",3.0,3.75,28.0,25.0
338,mo,howard,527,"35,953",3.0,3.5,18.0,105.0
339,mo,st. clair,4698,"28,289",3.0,4.333333333333333,12.666666666666666,66.0
340,mo,ray,28993,"36,379",3.2,4.033333333333333,35.53333333333333,888.0
341,mo,perry,694,"36,259",4.0,2.5,3.0,114.0
342,mo,chariton,234,"43,074",3.0,3.5,18.0,84.0
343,mo,harrison,81,"33,842",3.4285714285714284,3.857142857142857,13.0,308.0
344,mo,henry,222,"38,036",3.25,3.625,12.5,213.0
345,mo,dallas,328,"29,793",3.0,3.625,18.25,180.0
346,mo,polk,743,"30,573",3.142857142857143,3.2857142857142856,11.142857142857142,173.0
347,mo,clay,1325,"43,140",3.2,3.875,26.6,955.0
348,mo,cooper,1849,"34,347",3.0,3.75,11.0,104.0
349,mo,morgan,1431,"37,968",3.0,3.75,28.0,141.0
350,mo,nodaway,771,"28,986",3.0,4.0,4.0,15.0
351,mo,pike,3726,"32,905",3.3,3.1,12.6,228.0
352,mo,boone,316,"42,194",3.0,3.75,11.0,98.0
353,mo,oregon,765,"27,034",3.0,4.0,4.0,18.0
354,mo,cass,1233,"40,815",3.125,4.0625,18.0625,914.0
355,mo,jefferson,502,"36,892",3.0,3.5,3.0,19.0
356,mo,carroll,1032,"44,693",3.0,3.5,175.0,28.0
357,mo,miller,683,"32,258",3.0,4.5,2.0,6.0
358,mo,butler,4038,"33,838",3.25,4.25,7.25,231.0
359,mo,camden,186,"33,069",3.0,3.2,44.2,144.0
360,mo,clark,290,"34,319",3.0,3.5,18.0,80.0
361,mo,franklin,95,"38,008",3.0,3.5,18.0,105.0
362,mo,gasconade,214,"34,772",3.5,3.6666666666666665,10.166666666666666,152.0
363,mo,clinton,8947,"39,940",3.0,3.75,19.0,150.0
364,mo,jasper,965,"35,333",3.5,3.5,11.0,32.0
365,mo,lincoln,1191,"34,561",3.0,3.75,28.0,53.0
366,mo,linn,1607,"36,069",3.0,4.0,11.6,120.0
367,mo,madison,541,"33,844",3.0,3.5,18.0,84.0
368,mo,holt,475,"46,764",3.0,3.5,175.0,6.0
369,ms,madison,25676,"58,444",3.2,3.8,8.8,44.0
370,ms,george,277,"31,656",3.076923076923077,3.6923076923076925,8.153846153846153,271.0
371,ms,grenada,12466,"31,056",3.0,4.25,9.5,26.0
372,ms,coahoma,329,"30,204",3.0,3.5,12.0,55.0
373,ms,marion,1479,"29,193",3.0,5.0,8.0,9.0
374,ms,pontotoc,6144,"29,277",3.0,3.5,3.0,14.0
375,ms,newton,3223,"33,198",3.0,5.0,8.0,12.0
376,ms,tishomingo,331,"29,121",3.0,1.0,3.0,9.0
377,ms,tunica,916,"30,581",3.0,3.5,12.0,27.0
378,ms,union,1924,"29,254",3.0,5.0,8.0,10.0
379,ms,sunflower,1007,"26,883",3.0,4.0,7.0,5.0
380,ms,quitman,2111,"24,420",3.0,5.0,8.0,14.0
381,mt,cascade,685,"41,893",3.0,4.5,6.75,19.0
382,nc,lenoir,17938,"35,597",3.0,4.1,12.8,96.0
383,nc,rockingham,8776,"33,261",3.0,4.5,12.0,58.0
384,nc,madison,2118,"29,263",3.263157894736842,3.5,8.105263157894736,507.0
385,nc,macon,111,"34,734",3.0,5.0,1.0,7.0
386,nc,brunswick,971,"36,576",3.125,3.0625,14.75,477.0
387,nc,henderson,14936,"37,444",3.0,5.0,1.0,23.0
