,State,City,name,cat,price,rating,review
30,kenosha, wi,A Different Stroke Wellness Company,Massage,0,5.0,6
31,kenosha, wi,Diva Nails,Nail Salons,$,3.5,12
32,kenosha, wi,Laguna Nails & Spa,Skin Care,$$,3.5,19
33,kenosha, wi,Fancy Nails,Nail Salons,$$,2.0,24
34,kenosha, wi,Cost Cutters,Hair Salons,0,3.5,3
35,kenosha, wi,Tangles Salon Studio,Hair Salons,$$,4.0,8
36,kenosha, wi,Polish,Nail Salons,$$,2.0,10
37,kenosha, wi,Nail Luv,Nail Salons,0,3.5,9
38,kenosha, wi,Great Clips,Hair Salons,0,2.0,4
39,kenosha, wi,The Bluegrass,Hair Salons,$$,4.0,9
