,State,City,name,cat,price,rating,review,BusinessType,Total
15, ks,leavenworth,Petra de Salon & Spa,Eyelash Service,$$,3.5,5,spa,17
16, ks,leavenworth,JT Nails,Nail Salons,$$,3.0,20,spa,17
0, ks,linn,Gaia Salonspa,Hair Salons,$$,4.0,40,spa,37
1, ks,linn,Salon One & Spa,Nail Salons,$$,4.5,8,spa,37
2, ks,linn,Shear Dynamics Salon & Spa Above the Plaza,Massage,$$$,3.5,12,spa,37
3, ks,linn,Stylique Salon Spa,Hair Salons,0,5.0,3,spa,37
4, ks,linn,Hands In Service Massage Therapy,Massage Therapy,0,4.5,3,spa,37
5, ks,linn,Manhattan Healthworks,Massage Therapy,0,5.0,1,spa,37
6, ks,linn,KS Massage,Massage,0,3.5,5,spa,37
7, ks,linn,Salon Essentials,Hair Salons,$$,4.0,39,spa,37
8, ks,linn,"Manhattan Family Chiropractic, PA",Chiropractors,0,5.0,3,spa,37
9, ks,linn,Sunflower Skin Studio,Waxing,0,5.0,3,spa,37
10, ks,linn,Planet Beach Spray & Spa,Day Spas,$$,2.0,10,spa,37
11, ks,linn,Quantum Health &wellness Center,Nutritionists,0,4.0,1,spa,37
12, ks,linn,Gallery For Hair,Skin Care,0,5.0,1,spa,37
13, ks,linn,Mimi's Therapuedic Massage,Massage,0,4.0,1,spa,37
14, ks,linn,Hair Experts Salon & Spa,Day Spas,$$$,3.5,9,spa,37
15, ks,linn,Nichols Chiropractic,Chiropractors,0,5.0,3,spa,37
16, ks,linn,Rockhill Wellness Center,Acupuncture,0,5.0,1,spa,37
17, ks,linn,Trisha's Studio 24,Nail Salons,$$,5.0,2,spa,37
18, ks,linn,Kristine Springer - Rockhill Chiropractic & Acupuncture,Chiropractors,0,5.0,1,spa,37
19, ks,linn,Body First,Gyms,0,4.5,7,spa,37
0, ks,logan,Two Rivers Bodyshop,Massage Therapy,0,4.0,1,spa,1
0, ks,mcpherson,Creative Hairlines,Massage,$$,5.0,1,spa,5
1, ks,mcpherson,Best Chinese Massage,Massage,0,3.5,3,spa,5
2, ks,mcpherson,Lavish Nails and Spa,Nail Salons,0,1.0,1,spa,5
3, ks,mcpherson,Best Nails,Nail Salons,0,1.0,1,spa,5
4, ks,mcpherson,SmartStyle,Hair Salons,0,1.0,1,spa,5
0, ks,marion,Serenity Spa - Massage and Advanced Aesthetics,Day Spas,$$,5.0,10,spa,91
1, ks,marion,Peaceful Body Wellness Retreat,Massage,0,5.0,4,spa,91
2, ks,marion,Spa Teia,Day Spas,0,5.0,1,spa,91
3, ks,marion,Beau Monde Spa and Boutique,Massage,$$$,4.5,12,spa,91
4, ks,marion,Surepose Spa & Salon,Day Spas,0,4.5,2,spa,91
5, ks,marion,Hair Loft Salon & Spa,Nail Salons,$$,5.0,5,spa,91
6, ks,marion,Healing Waters,Day Spas,$$$,4.0,44,spa,91
7, ks,marion,Beau Monde West Spa,Day Spas,$$,4.5,6,spa,91
8, ks,marion,Creative Hairlines,Massage,$$,5.0,1,spa,91
9, ks,marion,Sveta's Skin & Body Therapy,Day Spas,$$$,4.0,11,spa,91
10, ks,marion,Relax Massage & Spa,Massage Therapy,0,5.0,1,spa,91
11, ks,marion,Massage by Jody,Massage,0,5.0,1,spa,91
12, ks,marion,Opti-Life,Gyms,0,4.5,8,spa,91
13, ks,marion,Progressions Salon & Day Spa,Nail Salons,$$$,4.0,9,spa,91
14, ks,marion,Eric Fisher Salon,Hair Salons,$$,4.5,11,spa,91
15, ks,marion,Spa MD,Medical Spas,0,5.0,1,spa,91
16, ks,marion,Xpressions,Day Spas,$$,5.0,1,spa,91
17, ks,marion,Stephens Chiropractic,Chiropractors,0,5.0,1,spa,91
18, ks,marion,Best Chinese Massage,Reflexology,0,4.0,2,spa,91
19, ks,marion,Chinese Foot Massage,Massage,$$,5.0,15,spa,91
20, ks,marion,Sami Halaseh Salon,Hair Salons,$$,5.0,9,spa,91
21, ks,marion,Best Chinese Massage,Massage Therapy,0,3.0,2,spa,91
22, ks,marion,Salon Brands,Cosmetics & Beauty Supply,0,5.0,1,spa,91
23, ks,marion,The Muscle Mechanic,Massage Therapy,0,3.0,2,spa,91
24, ks,marion,Poggi Plastic Surgery,Cosmetic Surgeons,0,5.0,4,spa,91
25, ks,marion,Sola Salon Studios,Nail Salons,0,3.5,5,spa,91
26, ks,marion,Signature Nails Spa,Nail Salons,$$,4.0,14,spa,91
27, ks,marion,LaBella Nail Salon,Nail Salons,0,1.0,1,spa,91
28, ks,marion,Jenifer Hiebert Hairstylist,Hair Stylists,0,5.0,1,spa,91
29, ks,marion,Nail Envy,Nail Salons,$$,4.5,6,spa,91
30, ks,marion,Elegant Nails,Nail Salons,$$,3.5,9,spa,91
31, ks,marion,Accent On You Medical Spa,Day Spas,0,2.0,1,spa,91
32, ks,marion,K Nails,Nail Salons,0,1.0,2,spa,91
33, ks,marion,SpaRenity Nails & Organics,Massage,$$$,4.0,17,spa,91
34, ks,marion,Salon Chemistry,Hair Salons,0,3.0,2,spa,91
35, ks,marion,Vogue Massage,Massage Therapy,0,1.0,1,spa,91
36, ks,marion,Mani Pedi Nail Salon,Nail Salons,$$,4.0,9,spa,91
37, ks,marion,BLŪM Nail Bar,Nail Salons,0,3.5,11,spa,91
38, ks,marion,Solace Nails and Spa,Massage,$,3.5,9,spa,91
39, ks,marion,Noell Shaw Salon & Spa,Hair Salons,0,1.0,1,spa,91
0, ks,meade,Renew Salon and Spa,Hair Salons,0,5.0,2,spa,10
1, ks,meade,Spalon by Girlfriend,Massage,$$$,5.0,2,spa,10
2, ks,meade,Sieber's Palace,Tanning,0,5.0,1,spa,10
3, ks,meade,Oasis Day Spa,Day Spas,$$,5.0,1,spa,10
4, ks,meade,Chinese Massage Palace,Massage Therapy,0,5.0,2,spa,10
5, ks,meade,VN Nails,Nail Salons,$$,3.5,6,spa,10
6, ks,meade,Massage By Karen Crotinger,Massage Therapy,0,5.0,1,spa,10
7, ks,meade,SmartStyle,Hair Salons,0,5.0,1,spa,10
8, ks,meade,Hot Nails,Nail Salons,$$,2.5,5,spa,10
9, ks,meade,Feel-N-Good Massage Therapy,Massage Therapy,0,5.0,1,spa,10
0, ks,norton,Two Rivers Bodyshop,Massage Therapy,0,4.0,1,spa,1
0, ks,osborne,Body + Soul,Medical Spas,0,4.5,2,spa,9
1, ks,osborne,Rejuvenations,Makeup Artists,$$,4.0,7,spa,9
2, ks,osborne,Two Rivers Bodyshop,Massage Therapy,0,4.0,1,spa,9
3, ks,osborne,Massage By Wanda,Massage,0,5.0,1,spa,9
4, ks,osborne,Salon Ten-0 Seven,Barbers,0,3.5,3,spa,9
5, ks,osborne,"Elements of Massage, LLC",Massage,0,5.0,2,spa,9
6, ks,osborne,New Horizons Therapeutic Massage and Bodywork,Massage Therapy,0,5.0,1,spa,9
7, ks,osborne,Ultimate Massage,Massage,0,5.0,1,spa,9
8, ks,osborne,SmartStyle,Hair Salons,0,1.0,1,spa,9
0, ks,ottawa,Exclusive 3rd Street Spa,Massage,$$,5.0,2,spa,791
1, ks,ottawa,Sensora Spa,Day Spas,$$,5.0,17,spa,791
2, ks,ottawa,"Elevate Arts of Wellness Massage and Float Spa - Lawrence, KS",Massage,$$,4.5,30,spa,791
3, ks,ottawa,Spa On Penn,Day Spas,$$,4.5,90,spa,791
4, ks,ottawa,The Beauty Barn,Hair Salons,0,5.0,1,spa,791
5, ks,ottawa,Mass Relaxation,Massage,0,5.0,2,spa,791
6, ks,ottawa,Sunlight Day Spa,Day Spas,$$$,4.0,58,spa,791
7, ks,ottawa,Ultimate Escape Day Spa,Day Spas,$$,4.0,44,spa,791
8, ks,ottawa,The Rose - Massage and Wellness,Massage Therapy,0,5.0,6,spa,791
9, ks,ottawa,Merkaba Wellness Center and Spa,Massage,0,4.5,3,spa,791
10, ks,ottawa,A+SPA,Massage,0,4.5,3,spa,791
11, ks,ottawa,Salon Di Marco & Day Spa,Massage,$$,4.0,36,spa,791
12, ks,ottawa,La Vita Bella Day Spa,Day Spas,$$,4.5,15,spa,791
13, ks,ottawa,Salon Lotus,Nail Salons,$,4.0,17,spa,791
14, ks,ottawa,Blue Orchid Spa,Skin Care,$$,5.0,6,spa,791
15, ks,ottawa,Milagro Midwestern Spa & Collective,Day Spas,$$,4.5,18,spa,791
16, ks,ottawa,Rejuvene Salon & Spa,Day Spas,$$,4.5,9,spa,791
17, ks,ottawa,Green Leaf Massage + Day Spa,Massage,$$,4.5,24,spa,791
18, ks,ottawa,Lada Salon & Spa,Hair Salons,$$$,4.0,6,spa,791
19, ks,ottawa,Mateo Chiropractic,Chiropractors,0,5.0,2,spa,791
20, ks,ottawa,Kinetikos Bodywork Therapy,Acupuncture,0,5.0,3,spa,791
21, ks,ottawa,New massage,Massage,0,5.0,1,spa,791
22, ks,ottawa,His & Her Salon & Day Spa,Hair Salons,$$$$,3.0,15,spa,791
23, ks,ottawa,Fusion Spa,Massage Therapy,$,4.0,6,spa,791
24, ks,ottawa,Serenity Thyme Massage,Massage Therapy,0,4.5,3,spa,791
25, ks,ottawa,Celsius Tannery,Spray Tanning,$$,5.0,6,spa,791
26, ks,ottawa,The Laya Center,Massage,$$,5.0,9,spa,791
27, ks,ottawa,Take a Break Massage Therapy Spa,Saunas,$$,4.5,10,spa,791
28, ks,ottawa,Medissage - Kamehameha Massage LLC,Massage,$,3.5,3,spa,791
29, ks,ottawa,Zen Massage - Olathe,Massage,$$,4.0,31,spa,791
30, ks,ottawa,Westwood Spa,Massage Therapy,0,4.0,6,spa,791
31, ks,ottawa,La Belle Angele Day Spa,Eyelash Service,$$,5.0,5,spa,791
32, ks,ottawa,LifeSpa Lenexa,Hair Salons,$$$,5.0,6,spa,791
33, ks,ottawa,Body Specific,Massage Therapy,$$,4.0,5,spa,791
34, ks,ottawa,Thai Foot Massage & Reflexology,Massage,0,5.0,30,spa,791
35, ks,ottawa,Bijin Salon & Spa,Day Spas,$$$,3.5,51,spa,791
36, ks,ottawa,Asian Massage,Massage,0,5.0,1,spa,791
37, ks,ottawa,Terry Binns Spa,Day Spas,$$,4.5,7,spa,791
38, ks,ottawa,Massage Heights College Metcalf Plaza,Massage Therapy,$,4.0,17,spa,791
39, ks,ottawa,River City Chiropractic,Chiropractors,0,5.0,3,spa,791
40, ks,ottawa,Rodrock Chiropractic - Lawrence,Chiropractors,0,5.0,3,spa,791
41, ks,ottawa,Circle Of Life Massage,Massage Therapy,0,5.0,2,spa,791
42, ks,ottawa,Aspen Salon & Spa,Massage,$$$,3.5,7,spa,791
43, ks,ottawa,JRG Massage,Massage,$$,5.0,6,spa,791
44, ks,ottawa,Images Salon & Day Spa,Nail Salons,$$,3.5,18,spa,791
45, ks,ottawa,LR Massage Spa,Massage,0,2.5,2,spa,791
46, ks,ottawa,Salon Savvy,Hair Salons,$$,5.0,17,spa,791
47, ks,ottawa,Joda & Friends,Hair Salons,$$,5.0,3,spa,791
48, ks,ottawa,Wild Lotus,Massage,0,5.0,1,spa,791
49, ks,ottawa,Body Boutique Women's Fitness & Health Spa,Gyms,$$,3.5,23,spa,791
50, ks,ottawa,Sedona Healing Arts,Massage,$$,5.0,4,spa,791
51, ks,ottawa,Bambou Salon & Spa -  Downtown OP,Hair Salons,$$,4.5,8,spa,791
52, ks,ottawa,Aloha Wellness,Acupuncture,0,4.0,8,spa,791
53, ks,ottawa,Rainbow Massage Beauty  Spa,Skin Care,0,5.0,2,spa,791
54, ks,ottawa,Relax Massage,Massage,0,5.0,1,spa,791
55, ks,ottawa,Lifetime Fitness Salon and Spa,Hair Salons,0,4.0,8,spa,791
56, ks,ottawa,Healing Arts Center of Lenexa,Chiropractors,0,5.0,5,spa,791
57, ks,ottawa,Peking Message,Massage,0,5.0,1,spa,791
58, ks,ottawa,Tip Top Nails & Wax,Waxing,0,4.5,9,spa,791
59, ks,ottawa,hong fu foot massage,Massage,0,4.0,1,spa,791
60, ks,ottawa,Take 5 Massage,Reflexology,0,5.0,2,spa,791
61, ks,ottawa,The Nail Lounge,Nail Salons,$$,3.0,27,spa,791
62, ks,ottawa,Imagine Wholeness,Massage Therapy,0,5.0,28,spa,791
63, ks,ottawa,"The Glam Room Salon, Spa + Beauty Bar",Hair Salons,$$,4.5,121,spa,791
64, ks,ottawa,Grandview Chiropractic & Acupuncture Clinic,Acupuncture,0,5.0,7,spa,791
65, ks,ottawa,Salon Blush,Hair Salons,$$,5.0,4,spa,791
66, ks,ottawa,Paisley & Stripe West,Hair Salons,$$$,4.0,10,spa,791
67, ks,ottawa,Acuña Healing Touch,Massage Therapy,0,5.0,1,spa,791
68, ks,ottawa,Shokuh Spa Services,Day Spas,0,5.0,1,spa,791
69, ks,ottawa,Grace Family Acupuncture,Acupuncture,0,5.0,2,spa,791
70, ks,ottawa,China Massage,Massage Therapy,0,5.0,2,spa,791
71, ks,ottawa,Aspen Salon,Hair Salons,0,5.0,1,spa,791
72, ks,ottawa,Rejuvenate With Ken,Massage Therapy,0,5.0,1,spa,791
73, ks,ottawa,Serenity Massage Studio,Massage,0,5.0,2,spa,791
74, ks,ottawa,Backs By Popular Demand,Massage,$$,5.0,1,spa,791
75, ks,ottawa,Solera Salon & Spa,Day Spas,$$,4.0,4,spa,791
76, ks,ottawa,Mama Bear Massage,Massage Therapy,0,5.0,5,spa,791
77, ks,ottawa,Beauty Brands,Cosmetics & Beauty Supply,$$,5.0,6,spa,791
78, ks,ottawa,Sunrise Salon Studio,Hair Salons,0,4.5,7,spa,791
79, ks,ottawa,Massage by Becky,Massage Therapy,0,5.0,2,spa,791
80, ks,ottawa,Rock Creek Wellness,Weight Loss Centers,0,5.0,2,spa,791
81, ks,ottawa,Amazing Hands Massage Therapy,Massage Therapy,0,5.0,1,spa,791
82, ks,ottawa,Tamara Creighton LLC,Nutritionists,0,5.0,3,spa,791
83, ks,ottawa,Ahhh Therapeutic Massage,Massage,0,5.0,1,spa,791
84, ks,ottawa,Renew Medical Aesthetics,Medical Spas,0,5.0,1,spa,791
85, ks,ottawa,Rose Day Massage,Massage Therapy,0,3.5,4,spa,791
86, ks,ottawa,"Kyra Wiggins, LMT",Massage Therapy,0,5.0,1,spa,791
87, ks,ottawa,Jade Massage Therapy,Massage Therapy,0,5.0,3,spa,791
88, ks,ottawa,The Massage Point,Massage Therapy,0,5.0,9,spa,791
89, ks,ottawa,Infinite Fitness,Gyms,0,5.0,1,spa,791
90, ks,ottawa,Bon Vivant Massage and Body Treatments,Massage Therapy,0,5.0,1,spa,791
91, ks,ottawa,Imperial Foot Care,Massage,$,4.0,131,spa,791
92, ks,ottawa,Yoga Patch,Yoga,0,4.5,22,spa,791
93, ks,ottawa,Indulge Salon & Day Spa,Day Spas,$$,3.5,16,spa,791
94, ks,ottawa,Greenroom Salon,Hair Stylists,$$,4.5,25,spa,791
95, ks,ottawa,Wellness Works Massage Therapy,Massage Therapy,0,5.0,1,spa,791
96, ks,ottawa,Petrichor Bodywork,Massage Therapy,0,5.0,2,spa,791
97, ks,ottawa,Lux Nails,Waxing,0,4.0,10,spa,791
98, ks,ottawa,Refresh Medical Day Spa and Hormonal Health,Medical Spas,$$,4.0,8,spa,791
99, ks,ottawa,Salon Exposé,Hair Salons,$$$,4.5,6,spa,791
100, ks,ottawa,Acupuncture Center,Acupuncture,0,4.5,9,spa,791
101, ks,ottawa,TaiChi Massage,Massage,0,3.5,8,spa,791
102, ks,ottawa,Kansas City Wellness Club,Yoga,0,5.0,4,spa,791
103, ks,ottawa,Wellness Massage,Day Spas,$$,2.5,4,spa,791
104, ks,ottawa,REHAB A Salon and Spa Collective,Hair Salons,$$,4.5,12,spa,791
105, ks,ottawa,Repose Spa,Nail Salons,0,5.0,1,spa,791
106, ks,ottawa,Hairem,Nail Salons,$$,4.0,7,spa,791
107, ks,ottawa,BeYOUtiful Hair,Hair Salons,0,4.5,16,spa,791
108, ks,ottawa,Touchpoint Integrative Wellness Center,Chiropractors,0,5.0,3,spa,791
109, ks,ottawa,Life Spring Med Spa,Skin Care,$$,5.0,1,spa,791
110, ks,ottawa,Old Town Hair & Nail Company,Hair Salons,0,5.0,1,spa,791
111, ks,ottawa,Eco-Massage By Fanny,Occupational Therapy,0,5.0,4,spa,791
112, ks,ottawa,The Warehouz Salon,Hair Salons,0,5.0,2,spa,791
113, ks,ottawa,"Mirabile, MD - Beauty Health & Wellness",Obstetricians & Gynecologists,$$$$,4.5,6,spa,791
114, ks,ottawa,Gloss Spa,Waxing,$$,4.5,26,spa,791
115, ks,ottawa,Highered Hands,Massage,0,4.0,1,spa,791
116, ks,ottawa,Savvy Hair Studio,Hair Salons,0,5.0,4,spa,791
117, ks,ottawa,Beauty Brands,Cosmetics & Beauty Supply,$$,4.0,16,spa,791
118, ks,ottawa,ROCA Salon & Spa,Hair Salons,$$$,3.5,91,spa,791
119, ks,ottawa,Inspired Beauty,Hair Salons,0,5.0,1,spa,791
120, ks,ottawa,The Fix Salon,Hair Salons,$$,3.5,18,spa,791
121, ks,ottawa,BioFit,Trainers,0,5.0,7,spa,791
122, ks,ottawa,Elite Sports Medicine and Physical Therapy,Physical Therapy,0,4.5,7,spa,791
123, ks,ottawa,NAILS Salon #1,Nail Salons,$,4.5,16,spa,791
124, ks,ottawa,Signature Nail Spa,Nail Salons,$,4.5,100,spa,791
125, ks,ottawa,HealthSource Sport+Spine,Chiropractors,0,5.0,1,spa,791
126, ks,ottawa,KM Nails,Nail Salons,$,3.5,2,spa,791
127, ks,ottawa,Amy's Hand & Foot Spa,Nail Salons,$$,4.0,35,spa,791
128, ks,ottawa,Phoenix Salon,Hair Salons,$$,4.5,2,spa,791
129, ks,ottawa,Infinity Nails Spa And Salon,Nail Salons,$$,3.5,36,spa,791
130, ks,ottawa,Luxury Nails,Nail Salons,$,4.0,10,spa,791
131, ks,ottawa,Body Therapy By Betty,Massage Therapy,0,5.0,6,spa,791
132, ks,ottawa,Bel-Ray Wellness Center,Chiropractors,0,4.0,4,spa,791
133, ks,ottawa,"West Plaza Nails, Salon & Spa",Day Spas,$$,4.0,48,spa,791
134, ks,ottawa,Associated Plastic Surgeons,Medical Spas,0,5.0,7,spa,791
135, ks,ottawa,You.. Only Better,Weight Loss Centers,0,5.0,3,spa,791
136, ks,ottawa,Roots Salon,Hair Salons,0,5.0,3,spa,791
137, ks,ottawa,Cre8u massage & bodywork,Massage,$$,5.0,1,spa,791
138, ks,ottawa,Hair Expressions,Nail Salons,0,5.0,1,spa,791
139, ks,ottawa,Salon Avanti,Hair Salons,$$,5.0,1,spa,791
140, ks,ottawa,Essie Nails & Spa,Nail Salons,0,4.0,7,spa,791
141, ks,ottawa,Essentia Salon & Spa,Hair Salons,0,2.0,2,spa,791
142, ks,ottawa,A Perfect Ten or Twenty,Massage,0,1.5,11,spa,791
143, ks,ottawa,B Side Hair Salon,Hair Salons,0,4.0,9,spa,791
144, ks,ottawa,T&T Nails,Nail Salons,$$,4.5,14,spa,791
145, ks,ottawa,Studio A Salon,Hair Salons,$$,5.0,4,spa,791
146, ks,ottawa,Hello Beautiful,Hair Salons,$$,4.5,12,spa,791
147, ks,ottawa,G&G Aesthetic and Wellness Center,Aestheticians,0,3.0,2,spa,791
148, ks,ottawa,BQ Nails,Nail Salons,$$,4.0,29,spa,791
149, ks,ottawa,B & P Nails,Nail Salons,$$,5.0,8,spa,791
150, ks,ottawa,CJ's Hair Salon,Day Spas,$$,3.5,3,spa,791
151, ks,ottawa,Studio One,Hair Salons,$$,5.0,5,spa,791
152, ks,ottawa,Waldo Wellness Group,Chiropractors,0,4.0,15,spa,791
153, ks,ottawa,Crossroads Chiropractic & Wellness Center,Chiropractors,0,4.5,39,spa,791
154, ks,ottawa,Salon 103,Hair Salons,0,4.0,1,spa,791
155, ks,ottawa,Salon Yoou,Hair Stylists,0,5.0,3,spa,791
156, ks,ottawa,Plaza Aesthetics & Wellness,Medical Spas,$$,4.5,9,spa,791
157, ks,ottawa,Envy Nails,Nail Salons,$$,4.0,24,spa,791
158, ks,ottawa,The Health & Wellness Clinic,Chiropractors,0,4.0,8,spa,791
159, ks,ottawa,Hoopla - Fairway,Nail Salons,$$,4.0,46,spa,791
160, ks,ottawa,KMC Dermatology / MedSpa - Topeka,Medical Spas,$$$$,3.5,3,spa,791
161, ks,ottawa,"Jack Peterson, MD",Cosmetic Surgeons,$$,3.5,3,spa,791
162, ks,ottawa,Great Clips,Hair Salons,$,4.0,8,spa,791
163, ks,ottawa,Practical Healing,Massage Therapy,0,4.0,1,spa,791
164, ks,ottawa,Great Nails,Nail Salons,0,3.5,5,spa,791
165, ks,ottawa,Design Company,Nail Salons,$$,3.0,13,spa,791
166, ks,ottawa,Rainbow Nails and Spa,Day Spas,$$,4.5,54,spa,791
167, ks,ottawa,Natural Nails,Nail Salons,$$,4.0,34,spa,791
168, ks,ottawa,Salon Z,Hair Salons,0,4.0,6,spa,791
169, ks,ottawa,AesthetiCare MedSpa,Medical Spas,$$,4.5,25,spa,791
170, ks,ottawa,Z Hair Academy,Hair Salons,$,3.5,9,spa,791
171, ks,ottawa,SunSet Nails & Spa,Nail Salons,$,2.5,5,spa,791
172, ks,ottawa,Salon Ami,Hair Salons,0,4.5,4,spa,791
173, ks,ottawa,Zenail & Spa,Nail Salons,$$,4.0,10,spa,791
174, ks,ottawa,Lotus Foot Massage,Massage,$$,3.5,4,spa,791
175, ks,ottawa,David Charles,Hair Stylists,$$,5.0,2,spa,791
176, ks,ottawa,Salon Bond,Waxing,$$,5.0,2,spa,791
177, ks,ottawa,Chiropractic Wellness Center,Chiropractors,0,4.5,24,spa,791
178, ks,ottawa,Heaven On Earth Salon & Spa,Hair Salons,0,3.5,8,spa,791
179, ks,ottawa,Relax Spa,Massage,0,2.0,4,spa,791
180, ks,ottawa,Hairmax Salon,Hair Salons,$$$$,5.0,2,spa,791
181, ks,ottawa,Spirit Of Namaste Massage,Massage Therapy,0,3.5,6,spa,791
182, ks,ottawa,Primp and Blow - Prairiefire,Blow Dry/Out Services,$$,4.0,38,spa,791
183, ks,ottawa,Tomahawk Hairstyling,Skin Care,$$,3.5,3,spa,791
184, ks,ottawa,Bella Dea Salon and Boutique,Hair Salons,$$,3.0,3,spa,791
185, ks,ottawa,Salon Mir,Hair Salons,$$,5.0,4,spa,791
186, ks,ottawa,Chinese Massage,Massage,0,1.0,1,spa,791
187, ks,ottawa,Rajeunir,Hair Removal,$$,2.5,14,spa,791
188, ks,ottawa,Hi Dow,Massage,$$,2.5,2,spa,791
189, ks,ottawa,Royal Foot Care,Massage Therapy,0,1.0,2,spa,791
190, ks,ottawa,Hairslingers,Hair Salons,$,4.5,9,spa,791
191, ks,ottawa,Evolve Salon,Hair Salons,$$,5.0,13,spa,791
192, ks,ottawa,Organic Nails,Nail Salons,$$,4.5,40,spa,791
193, ks,ottawa,Oomph Salon,Hair Salons,$$,4.0,7,spa,791
194, ks,ottawa,Lux Nails & Wax,Nail Salons,0,4.0,19,spa,791
195, ks,ottawa,The Glossary Salon,Hair Salons,$$,4.5,25,spa,791
196, ks,ottawa,The Beauty Bar,Hair Salons,0,3.0,2,spa,791
197, ks,ottawa,Nail Perfection,Nail Salons,$$,4.0,28,spa,791
198, ks,ottawa,Symmetry Salon,Hair Salons,$$,4.0,8,spa,791
199, ks,ottawa,Bella Nails,Nail Salons,$$,2.5,18,spa,791
0, ks,pratt,Feel-N-Good Massage Therapy,Massage Therapy,0,5.0,1,spa,11
1, ks,pratt,Gardner Reflexology & Massage,Massage,0,5.0,1,spa,11
2, ks,pratt,Anima Bella,Day Spas,0,3.5,3,spa,11
3, ks,pratt,Bodyworks,Massage,0,5.0,1,spa,11
4, ks,pratt,All That Jazz A Unique Salon,Massage,$$,5.0,3,spa,11
5, ks,pratt,Haydens &,Hair Salons,0,5.0,1,spa,11
6, ks,pratt,Schroeder Family Chiropractic,Chiropractors,0,5.0,2,spa,11
7, ks,pratt,Platinum Salon & Day Spa,Nail Salons,0,2.5,2,spa,11
8, ks,pratt,Edge Salon & Day Spa,Nail Salons,$$,3.0,4,spa,11
9, ks,pratt,Phoenician Salon & Day Spa,Day Spas,$$,1.0,2,spa,11
10, ks,pratt,Holly Hooker - The Strand,Hair Stylists,0,1.0,1,spa,11
0, ks,republic,New Horizons Therapeutic Massage and Bodywork,Massage Therapy,0,5.0,1,spa,2
1, ks,republic,Massage One,Massage Therapy,0,5.0,1,spa,2
0, ks,riley,Riffle's Paul Mitchell Salon & Day Spa,Hair Salons,$$,4.5,12,spa,43
1, ks,riley,Gaia Salonspa,Hair Salons,$$,4.0,40,spa,43
2, ks,riley,Salon One & Spa,Nail Salons,$$,4.5,8,spa,43
3, ks,riley,Shear Dynamics Salon & Spa Above the Plaza,Massage,$$$,3.5,12,spa,43
4, ks,riley,K's Beauty Lounge,Day Spas,$,4.0,13,spa,43
5, ks,riley,Hands In Service Massage Therapy,Massage Therapy,0,4.5,3,spa,43
6, ks,riley,Stylique Salon Spa,Hair Salons,0,5.0,3,spa,43
7, ks,riley,KS Massage,Massage,0,3.5,5,spa,43
8, ks,riley,Salon Essentials,Hair Salons,$$,4.0,39,spa,43
9, ks,riley,Manhattan Healthworks,Massage Therapy,0,5.0,1,spa,43
10, ks,riley,Sunflower Skin Studio,Waxing,0,5.0,3,spa,43
11, ks,riley,"Manhattan Family Chiropractic, PA",Chiropractors,0,5.0,3,spa,43
12, ks,riley,Quantum Health &wellness Center,Nutritionists,0,4.0,1,spa,43
13, ks,riley,Planet Beach Spray & Spa,Day Spas,$$,2.0,10,spa,43
14, ks,riley,Gallery For Hair,Skin Care,0,5.0,1,spa,43
15, ks,riley,Mimi's Therapuedic Massage,Massage,0,4.0,1,spa,43
16, ks,riley,Nichols Chiropractic,Chiropractors,0,5.0,3,spa,43
17, ks,riley,Rockhill Wellness Center,Acupuncture,0,5.0,1,spa,43
18, ks,riley,Hair Experts Salon & Spa,Day Spas,$$$,3.5,9,spa,43
19, ks,riley,Element Nails Lounge,Nail Salons,$$,4.0,49,spa,43
0, ks,russell,Body + Soul,Medical Spas,0,4.5,2,spa,10
1, ks,russell,Rock Haven Spa & Salon,Massage,0,5.0,5,spa,10
2, ks,russell,Rejuvenations,Makeup Artists,$$,4.0,7,spa,10
3, ks,russell,Massage By Wanda,Massage,0,5.0,1,spa,10
4, ks,russell,Salon Ten-0 Seven,Barbers,0,3.5,3,spa,10
5, ks,russell,The Station,Massage,0,5.0,1,spa,10
6, ks,russell,Ultimate Massage,Massage,0,5.0,1,spa,10
7, ks,russell,"Elements of Massage, LLC",Massage,0,5.0,2,spa,10
8, ks,russell,Two Rivers Bodyshop,Massage Therapy,0,4.0,1,spa,10
9, ks,russell,SmartStyle,Hair Salons,0,1.0,1,spa,10
0, ks,sedgwick,Surepose Spa & Salon,Day Spas,0,4.5,2,spa,8
1, ks,sedgwick,Dopps Chiropractic Clinics,Chiropractors,0,5.0,5,spa,8
2, ks,sedgwick,Hairology Salon & Spa,Hair Salons,$$,5.0,1,spa,8
3, ks,sedgwick,Solace Nails and Spa,Massage,$,3.5,9,spa,8
4, ks,sedgwick,SmartStyle,Hair Salons,$,4.0,1,spa,8
5, ks,sedgwick,The Muscle Mechanic,Massage Therapy,0,3.0,2,spa,8
6, ks,sedgwick,Slate Creek Spa & Wellness,Medical Spas,0,1.0,1,spa,8
7, ks,sedgwick,LaBella Nail Salon,Nail Salons,0,1.0,1,spa,8
0, ks,seward,Rock Haven Spa & Salon,Massage,0,5.0,5,spa,3
1, ks,seward,The Station,Massage,0,5.0,1,spa,3
2, ks,seward,Feel-N-Good Massage Therapy,Massage Therapy,0,5.0,1,spa,3
0, ks,shawnee,La Vita Bella Day Spa,Day Spas,$$,4.5,15,spa,573
1, ks,shawnee,Ultimate Escape Day Spa,Day Spas,$$,4.0,44,spa,573
