,State,City,name,cat,price,rating,review,BusinessType,Total
0, al,butler,Pampered Bodies,Massage,$$$,5.0,8,spa,11
1, al,butler,Thrive Mississippi,Yoga,0,5.0,1,spa,11
2, al,butler,Southeastern Massage Clinic,Business Consulting,0,5.0,1,spa,11
3, al,butler,The Veranda,Hair Salons,$$,3.5,2,spa,11
4, al,butler,TAME,Counseling & Mental Health,0,5.0,1,spa,11
5, al,butler,Total You Med Spa,Skin Care,0,5.0,1,spa,11
6, al,butler,T & T Nail Salon,Nail Salons,$$,4.0,10,spa,11
7, al,butler,Indigo child salon,Hair Extensions,0,5.0,1,spa,11
8, al,butler,HAVEN Salon,Hair Salons,$$,5.0,4,spa,11
9, al,butler,Nail Connection,Nail Salons,0,3.0,2,spa,11
10, al,butler,SmartStyle,Hair Salons,$$,3.0,1,spa,11
0, al,cherokee,Bluewater Massage & Bodywork,Massage,$,5.0,3,spa,44
1, al,cherokee,Me Spa,Massage,0,5.0,1,spa,44
2, al,cherokee,The Retreat Day Spa & Boutique,Day Spas,$$,4.5,2,spa,44
3, al,cherokee,Serenity Day Spa,Massage Therapy,0,5.0,2,spa,44
4, al,cherokee,A Hand To Health Therapeutic Massage,Massage,$$,5.0,1,spa,44
5, al,cherokee,Willows Day Spa,Day Spas,$$,5.0,1,spa,44
6, al,cherokee,Relaxstation Day Spa,Hair Salons,0,5.0,1,spa,44
7, al,cherokee,Teresa and Associates Day Spa & Salon,Skin Care,0,5.0,3,spa,44
8, al,cherokee,Esprit Therapeutic Massage,Massage Therapy,0,5.0,1,spa,44
9, al,cherokee,Angel Touch Massage & Wellness,Massage Therapy,0,5.0,1,spa,44
10, al,cherokee,Singing River Massage & Bodywork,Massage Therapy,0,5.0,1,spa,44
11, al,cherokee,HealthSource of Florence,Chiropractors,0,5.0,1,spa,44
12, al,cherokee,Robin Case Massage Therapy,Massage Therapy,0,5.0,2,spa,44
13, al,cherokee,Details Salon,Hair Salons,$$,5.0,2,spa,44
14, al,cherokee,Kim's Hair Salon,Massage,0,5.0,1,spa,44
15, al,cherokee,Shoals Nail & Spa,Nail Salons,0,4.5,10,spa,44
16, al,cherokee,Finger Promise,Nail Salons,0,3.0,2,spa,44
17, al,cherokee,Hands For Health,Massage,0,5.0,1,spa,44
18, al,cherokee,A Studio,Hair Salons,0,3.0,2,spa,44
19, al,cherokee,Diva Nails and Spa,Nail Salons,$$,3.5,9,spa,44
0, al,clay,Carrington Medical Spa,Medical Spas,0,5.0,1,spa,23
1, al,clay,PK Nails &  Spa,Nail Salons,$$,4.0,16,spa,23
2, al,clay,Discover Massage,Massage,$$,4.0,9,spa,23
3, al,clay,Genesis Nail Spa,Nail Salons,$$,4.0,27,spa,23
4, al,clay,Wellness Massage Therapy,Massage Therapy,0,4.5,3,spa,23
5, al,clay,Salon Swag,Hair Salons,0,5.0,6,spa,23
6, al,clay,The Signature Salon,Hair Salons,0,5.0,6,spa,23
7, al,clay,Hello Beautiful,Nail Salons,$$,1.5,8,spa,23
8, al,clay,Be 4 And After,Hair Stylists,$$,4.5,2,spa,23
9, al,clay,Relax Massage SPA,Massage,0,3.5,12,spa,23
10, al,clay,SugarPlum Kids Spa and Salon.,Skin Care,0,4.0,1,spa,23
11, al,clay,Bodhi Zen Massage,Massage Therapy,0,5.0,3,spa,23
12, al,clay,Nail Avenue,Nail Salons,$$,5.0,1,spa,23
13, al,clay,Infinity Nail Spa,Nail Salons,0,5.0,6,spa,23
14, al,clay,Sun Nails,Nail Salons,$$,4.0,16,spa,23
15, al,clay,Box Car Salon & Boutique,Hair Stylists,$$,5.0,5,spa,23
16, al,clay,Salon Blonde,Hair Salons,0,5.0,4,spa,23
17, al,clay,Holistic Hydration,Medical Spas,$$,4.5,8,spa,23
18, al,clay,Aria Nails & Spa,Nail Salons,$$,3.0,11,spa,23
19, al,clay,Gadsden Nails,Nail Salons,0,2.0,12,spa,23
0, al,cullman,BellaFaire Day Spa & Salon,Skin Care,$$,4.5,4,spa,8
1, al,cullman,Below Chiropractic & Wellness,Chiropractors,0,5.0,1,spa,8
2, al,cullman,Asian Massage,Massage Therapy,0,3.0,2,spa,8
3, al,cullman,Friendly Nails and Spa,Nail Salons,0,3.0,8,spa,8
4, al,cullman,Salt on the Rocks,Massage Therapy,0,5.0,1,spa,8
5, al,cullman,J Drake Salon Spa,Hair Salons,$$,3.5,3,spa,8
6, al,cullman,Polished Nail Bar,Nail Salons,0,4.5,2,spa,8
7, al,cullman,Jade Nail & VIP Spa,Nail Salons,0,2.0,5,spa,8
0, al,elmore,Total Freedom Wellness Spa,Massage,$$,5.0,8,spa,14
1, al,elmore,June Massage,Massage Therapy,0,4.0,4,spa,14
2, al,elmore,A Nurse's Touch,Massage,0,4.0,1,spa,14
3, al,elmore,Lu's Acupressure,Massage,0,5.0,3,spa,14
4, al,elmore,Beauty Nails and Spa,Hair Removal,$$,4.0,33,spa,14
5, al,elmore,Ulta Beauty,Cosmetics & Beauty Supply,0,5.0,6,spa,14
6, al,elmore,Wow Salon and Spa,Day Spas,$$,4.0,1,spa,14
7, al,elmore,WM William Mason,Hair Salons,$$,1.5,8,spa,14
8, al,elmore,Fancy Nails & Spa,Nail Salons,$$,4.0,8,spa,14
9, al,elmore,Galaxy Nails,Waxing,$$,3.5,7,spa,14
10, al,elmore,Salon H3,Hair Salons,0,3.5,3,spa,14
11, al,elmore,Lovely Nails,Nail Salons,$$,2.0,5,spa,14
12, al,elmore,Bliss Salon,Hair Salons,$$,3.5,2,spa,14
13, al,elmore,Nail Envy,Nail Salons,0,2.5,3,spa,14
0, al,fayette,Spa Belle La Vie,Day Spas,$$,3.5,7,spa,64
1, al,fayette,Allegro MedSpa,Day Spas,$$,5.0,3,spa,64
2, al,fayette,Nancy Taylor Skin Therapy & Day Spa,Day Spas,$$$,3.5,18,spa,64
3, al,fayette,The Sly Fox,Skin Care,0,5.0,1,spa,64
4, al,fayette,The Sly Fox,Day Spas,0,5.0,1,spa,64
5, al,fayette,Chancee's Wellness Spa,Massage Therapy,0,3.5,6,spa,64
6, al,fayette,The Glam Station and Spa,Hair Removal,0,4.5,5,spa,64
7, al,fayette,Bella Derma | Organic Day Spa,Day Spas,0,3.5,3,spa,64
8, al,fayette,"Elizabeth Adams, MD",IV Hydration,0,5.0,1,spa,64
9, al,fayette,Gilda's Salon & Day Spa,Day Spas,$$,3.5,17,spa,64
10, al,fayette,Hydralive Therapy,IV Hydration,0,4.5,6,spa,64
11, al,fayette,Tuscaloosa MedSpa,Medical Spas,0,5.0,2,spa,64
12, al,fayette,Studio 64,Hair Salons,0,5.0,1,spa,64
13, al,fayette,Nova Vita Massage Therapy Clinic,Reiki,0,5.0,3,spa,64
14, al,fayette,Apples Skincare and Spa,Skin Care,0,5.0,1,spa,64
15, al,fayette,Massaged Life & Wellness Academy,Massage Therapy,0,5.0,1,spa,64
16, al,fayette,Relax Magic,Massage,0,3.5,3,spa,64
17, al,fayette,Professional Massage Therapy,Massage Therapy,0,5.0,3,spa,64
18, al,fayette,Honeycutt Chiropractic Clinic,Massage,0,5.0,1,spa,64
19, al,fayette,A Grayceful Touch Massage,Massage Therapy,$$,5.0,3,spa,64
0, al,franklin,Spa Elia,Massage,$$,5.0,16,spa,145
1, al,franklin,Lake George Massage and Day Spa,Massage Therapy,$,5.0,2,spa,145
2, al,franklin,Auburn Med Spa,Medical Spas,$$,4.5,8,spa,145
3, al,franklin,One Eighty Wellness Spa,Waxing,$$,4.0,19,spa,145
4, al,franklin,The Spa At Deer Run,Skin Care,0,5.0,1,spa,145
5, al,franklin,Total Freedom Wellness Spa,Massage,$$,5.0,8,spa,145
6, al,franklin,Pearl Massage,Massage Therapy,0,4.5,11,spa,145
7, al,franklin,Indulgence Salon & Spa,Hair Salons,$$,4.0,10,spa,145
8, al,franklin,Hands On Healing,Massage,$$,5.0,5,spa,145
9, al,franklin,Sun Massage,Massage Therapy,0,4.0,11,spa,145
10, al,franklin,Natural Healing Acupressure & Massage Therapy,Massage,$$,4.5,16,spa,145
11, al,franklin,Absolute Therapy,Massage Therapy,$$$,5.0,2,spa,145
12, al,franklin,Create A Spa,Tanning,0,4.5,4,spa,145
13, al,franklin,Silk Massage Spa,Massage,0,4.0,2,spa,145
14, al,franklin,éLevé Spa,Tanning,0,3.5,3,spa,145
15, al,franklin,Smart Skin Med Spa & Salon,Day Spas,$$,4.0,5,spa,145
16, al,franklin,Sophia European Day Spa & Salon,Nail Salons,$$,5.0,5,spa,145
17, al,franklin,Bella,Skin Care,0,5.0,2,spa,145
18, al,franklin,Ambiance Spalon,Massage,$$,3.0,15,spa,145
19, al,franklin,Pro Massage,Massage Therapy,0,5.0,1,spa,145
20, al,franklin,Luxury Nails & Spa,Waxing,$$,3.0,17,spa,145
21, al,franklin,Beauty Nails and Spa,Hair Removal,$$,4.0,33,spa,145
22, al,franklin,Nail Boutique & Spa,Nail Salons,$$,4.0,19,spa,145
23, al,franklin,Ulta Beauty,Cosmetics & Beauty Supply,0,5.0,6,spa,145
24, al,franklin,Olivia A Salon,Nail Salons,$$$,3.0,9,spa,145
25, al,franklin,Peaceful Kneads Massage,Massage Therapy,0,4.0,4,spa,145
26, al,franklin,A Cut Above,Hair Salons,0,5.0,1,spa,145
27, al,franklin,Lee Hair,Hair Salons,0,5.0,3,spa,145
28, al,franklin,Wow Salon and Spa,Day Spas,$$,4.0,1,spa,145
29, al,franklin,Lita's Salon,Hair Salons,$$,5.0,1,spa,145
30, al,franklin,Peaceful Solutions,Massage,$$,3.0,8,spa,145
31, al,franklin,Tiger Lily Salon,Hair Salons,$$,4.5,20,spa,145
32, al,franklin,Envy Salon,Hair Salons,$$,4.5,7,spa,145
33, al,franklin,Integrated Body Health,Colonics,0,3.5,3,spa,145
34, al,franklin,Amity Hair Salon,Eyelash Service,0,5.0,1,spa,145
35, al,franklin,Luxury Nails & Spa,Waxing,$$,3.0,9,spa,145
36, al,franklin,The Cutting Edge,Hair Salons,$,4.0,9,spa,145
37, al,franklin,Garbo's Hair Salon,Hair Salons,0,5.0,4,spa,145
38, al,franklin,Massaji On Demand Massage,Massage Therapy,0,5.0,1,spa,145
39, al,franklin,Elements Salon,Hair Salons,$$,3.5,3,spa,145
40, al,franklin,Shayla Nails & Spa,Nail Salons,$$,3.5,7,spa,145
41, al,franklin,Envy Nail Spa,Nail Salons,$$,3.0,17,spa,145
42, al,franklin,2940 Salon Spa,Hair Salons,0,4.5,3,spa,145
43, al,franklin,Doug's 2 Salon-Spa,Nail Salons,$$,4.0,14,spa,145
44, al,franklin,Hughes Pools & Spas,Day Spas,0,1.0,2,spa,145
45, al,franklin,The LuA Spot Nails Boutique,Nail Salons,0,3.0,12,spa,145
46, al,franklin,Nail Love,Nail Salons,$$,3.5,10,spa,145
47, al,franklin,Number One Nails,Nail Salons,$$,4.0,6,spa,145
48, al,franklin,JJ Dominican Hair Salon,Hair Salons,$$,3.0,5,spa,145
49, al,franklin,Kelly's Nails,Nail Salons,$$,2.5,16,spa,145
50, al,franklin,Mediderm Skincare Center,Skin Care,0,5.0,1,spa,145
51, al,franklin,Nail Studio,Nail Salons,0,2.5,3,spa,145
52, al,franklin,Nails by Elizabeth,Nail Salons,$$,2.5,10,spa,145
53, al,franklin,Number 1 Nail,Nail Salons,$$,2.5,6,spa,145
54, al,franklin,Symmetry Medspa,Medical Spas,$$,2.5,3,spa,145
55, al,franklin,Salon H3,Hair Salons,0,3.5,3,spa,145
56, al,franklin,Massage Envy - Auburn,Massage,0,2.5,5,spa,145
57, al,franklin,Nail Envy,Nail Salons,0,2.5,3,spa,145
58, al,franklin,Lovely Nails,Nail Salons,$$,2.0,5,spa,145
59, al,franklin,Body Kneads Therapeutic Massage,Massage Therapy,0,1.0,1,spa,145
0, al,geneva,Spa In The City,Day Spas,$$,4.5,10,spa,22
1, al,geneva,Rituals Day Spa,Day Spas,$$,4.0,16,spa,22
2, al,geneva,Simplicity Spa Life,Massage,0,5.0,7,spa,22
3, al,geneva,Bella Vita Medical Spa,Medical Spas,$$,3.5,3,spa,22
4, al,geneva,Vitruvian Wellness Center,Naturopathic/Holistic,$$$,4.0,5,spa,22
5, al,geneva,Studio84 Salon & Spa,Hair Salons,0,5.0,1,spa,22
6, al,geneva,Bodhi Czech,Massage Therapy,0,5.0,1,spa,22
7, al,geneva,Nail Boutique & Spa,Nail Salons,$$,3.0,37,spa,22
8, al,geneva,Hair N'motion,Hair Salons,0,3.5,8,spa,22
9, al,geneva,Rose's Health & Wellness,Reflexology,0,5.0,1,spa,22
10, al,geneva,Mai's Nail Spa,Permanent Makeup,$$,4.5,4,spa,22
11, al,geneva,Keshia Moore,Massage Therapy,0,5.0,1,spa,22
12, al,geneva,Kristy's Nails & Spa,Nail Salons,$$,4.5,3,spa,22
13, al,geneva,Jon Blalock,Hair Salons,$$,3.0,4,spa,22
14, al,geneva,New Look Hair Salon,Hair Salons,$$,3.5,9,spa,22
15, al,geneva,Cindy Nails,Nail Salons,$$,4.0,21,spa,22
16, al,geneva,Hanna Nails & Spa,Nail Salons,0,2.5,3,spa,22
17, al,geneva,HeartStone Healing Therapies,Massage Therapy,0,4.5,2,spa,22
18, al,geneva,Nail Essence,Nail Salons,$$,3.5,9,spa,22
19, al,geneva,Royal Nail,Nail Salons,$$,4.0,9,spa,22
0, al,jackson,My Nails 3,Nail Salons,0,1.0,2,spa,5
1, al,jackson,The Hair Company,Nail Salons,$$,3.0,2,spa,5
2, al,jackson,Still Waters Day & Medical Spa,Day Spas,$$,4.5,75,spa,5
3, al,jackson,The Retreat Salon & Day Spa,Hair Salons,0,5.0,1,spa,5
4, al,jackson,Aura Salon,Hair Salons,$$,4.0,7,spa,5
0, al,madison,Journey Therapeutic Massage,Massage Therapy,0,5.0,14,spa,121
1, al,madison,Dantera Salon and Day Spa,Day Spas,0,5.0,2,spa,121
2, al,madison,Tranquility Float Spa,Float Spa,0,4.5,3,spa,121
3, al,madison,Hand & Stone Massage & Facial,Hair Removal,0,4.5,6,spa,121
4, al,madison,921 Salon & Day Spa,Day Spas,$$,4.5,13,spa,121
5, al,madison,Massage Envy - Madison - AL,Massage,$,3.5,10,spa,121
6, al,madison,Spa Botanica,Day Spas,$$$$,4.5,6,spa,121
7, al,madison,DanTera Salon & Day Spa,Day Spas,$$$,3.0,6,spa,121
8, al,madison,A-L Nails & Spa,Nail Salons,$$,4.5,20,spa,121
9, al,madison,Oasis MedSpa,Medical Spas,0,5.0,1,spa,121
10, al,madison,Crystal Nail & Spa,Nail Salons,0,5.0,7,spa,121
11, al,madison,Madison Orthopedic Massage,Massage Therapy,0,4.5,3,spa,121
12, al,madison,Salt on the Rocks,Massage Therapy,0,5.0,1,spa,121
13, al,madison,HP Spa Hair & Nails,Hair Salons,$,4.5,10,spa,121
14, al,madison,Evonne Essentials Spa Salon Clinic,Waxing,0,3.0,2,spa,121
15, al,madison,Styles of Madison,Hair Salons,0,5.0,4,spa,121
16, al,madison,Cirage Nails & Spa,Day Spas,$$,5.0,5,spa,121
17, al,madison,Christina's Place Thai Massage,Massage Therapy,0,5.0,10,spa,121
18, al,madison,Tess Therapeutic Massage,Massage Therapy,0,5.0,1,spa,121
19, al,madison,True Colors Nail Spa,Waxing,$$$,4.0,5,spa,121
20, al,madison,Tam’s Natural Solution Salon and Spa,Hair Salons,$$,4.0,4,spa,121
21, al,madison,Serenity Nail Spa,Nail Salons,$$,3.0,16,spa,121
22, al,madison,M & Y Chinese Therapeutic Massage,Chiropractors,0,3.0,3,spa,121
23, al,madison,Queen Nails,Nail Salons,$$,3.0,10,spa,121
24, al,madison,It's Fabulous Salon,Hair Salons,0,5.0,2,spa,121
25, al,madison,Massage Envy - Huntsville,Skin Care,$$,3.0,17,spa,121
26, al,madison,Alabama Holistic Health,Medical Spas,0,5.0,1,spa,121
27, al,madison,Appleton Therapies,Massage Therapy,0,5.0,1,spa,121
28, al,madison,J Day Spa,Day Spas,$$,2.0,6,spa,121
29, al,madison,ProfessioNail,Nail Salons,0,3.0,9,spa,121
30, al,madison,Ocean Nails & Spa,Nail Salons,$$,3.0,14,spa,121
31, al,madison,Crazie Nails & Spa,Nail Salons,0,2.5,3,spa,121
32, al,madison,Madison School of Massage Therapy & Therapeutic Clinic,Massage Schools,0,4.0,1,spa,121
33, al,madison,Best Asian Massage,Massage Therapy,0,3.0,2,spa,121
34, al,madison,Fusion Nail & Spa,Nail Salons,$$,3.5,12,spa,121
35, al,madison,Madison Nails & Spa,Nail Salons,$$,3.5,21,spa,121
36, al,madison,Health Source Chiropractic,Chiropractors,0,5.0,1,spa,121
37, al,madison,Lr Beauty Salon,Hair Salons,$$,4.5,6,spa,121
38, al,madison,Infinity Med-I-Spa,Laser Hair Removal,$$,4.0,8,spa,121
39, al,madison,Scott Campbell Salon,Hair Salons,0,4.0,3,spa,121
0, al,marion,Spa Belle La Vie,Day Spas,$$,3.5,7,spa,75
1, al,marion,Chancee's Wellness Spa,Massage Therapy,0,3.5,6,spa,75
2, al,marion,Nancy Taylor Skin Therapy & Day Spa,Day Spas,$$$,3.5,18,spa,75
3, al,marion,Therapeutic Bodywork,Massage Therapy,0,5.0,1,spa,75
4, al,marion,Southeastern Massage Clinic,Business Consulting,0,5.0,1,spa,75
5, al,marion,Massaged Life & Wellness Academy,Massage Therapy,0,5.0,1,spa,75
6, al,marion,Lifetime Acupressure,Massage,$,5.0,4,spa,75
7, al,marion,A Grayceful Touch Massage,Massage Therapy,$$,5.0,3,spa,75
8, al,marion,Gilda's Salon & Day Spa,Day Spas,$$,3.5,17,spa,75
9, al,marion,Tuscaloosa MedSpa,Medical Spas,0,5.0,2,spa,75
10, al,marion,Nova Vita Massage Therapy Clinic,Reiki,0,5.0,3,spa,75
11, al,marion,Hydralive Therapy,IV Hydration,0,4.5,6,spa,75
12, al,marion,Relax Magic,Massage,0,3.5,3,spa,75
13, al,marion,Professional Massage Therapy,Massage Therapy,0,5.0,3,spa,75
14, al,marion,Dustin Wright,Massage Therapy,0,5.0,1,spa,75
15, al,marion,Unique Threading and Waxing Salon - Tuscaloosa,Hair Salons,0,5.0,1,spa,75
16, al,marion,Panda Acupressure,Massage Therapy,0,5.0,3,spa,75
17, al,marion,Changing Seasons,Nail Salons,0,5.0,1,spa,75
18, al,marion,The Recovery Room - Cryo RTR and JW OMT,Massage Therapy,0,5.0,1,spa,75
19, al,marion,Sun N' Nails,Nail Salons,$,5.0,3,spa,75
20, al,marion,AV Nails,Nail Salons,0,2.5,7,spa,75
21, al,marion,A Nail & Spa,Nail Salons,$$,3.0,16,spa,75
22, al,marion,Shear Grace Salon & Spa,Hair Salons,0,3.0,2,spa,75
23, al,marion,Tuscaloosa Nail and Spa,Waxing,$$,2.0,32,spa,75
24, al,marion,Supercuts,Hair Salons,$,3.0,4,spa,75
25, al,marion,Diva Nails,Nail Salons,$$,4.0,5,spa,75
26, al,marion,Hair Impressions - A Paul Mitchell Focus Salon,Hair Salons,$$,2.5,7,spa,75
27, al,marion,Crimson Nails,Nail Salons,$,2.5,15,spa,75
28, al,marion,Village Nail Bar,Nail Salons,$$,2.5,26,spa,75
29, al,marion,Malibu Nails & Tan,Nail Salons,0,1.0,2,spa,75
30, al,marion,Salon 119,Hair Salons,$,3.0,7,spa,75
31, al,marion,Nail Club,Nail Salons,$,2.0,10,spa,75
32, al,marion,Supercuts,Hair Salons,0,1.5,3,spa,75
33, al,marion,Southern Wellness,Skin Care,0,5.0,2,spa,75
34, al,marion,Classic Nail Spa,Nail Salons,$$,3.5,5,spa,75
35, al,marion,Ulta Beauty,Cosmetics & Beauty Supply,$,1.5,7,spa,75
36, al,marion,Bama Nails,Nail Salons,$$,2.0,15,spa,75
37, al,marion,Supercuts,Hair Salons,$$,1.0,1,spa,75
38, al,marion,Massage Unlimited,Day Spas,$$,2.0,2,spa,75
39, al,marion,Blissful Hands Therapeutic Massage,Massage,0,4.5,4,spa,75
0, al,mobile,Elements Massage - Mobile,Massage,$$,4.5,15,spa,143
1, al,mobile,Spa Blue,Day Spas,$$,5.0,8,spa,143
2, al,mobile,Mountain Massage & Day Spa,Day Spas,$$,5.0,11,spa,143
3, al,mobile,Bliss Salon & Day Spa,Hair Salons,$$,4.5,10,spa,143
4, al,mobile,Delatorre Day Spa,Day Spas,$$,4.5,7,spa,143
5, al,mobile,Nouveau On Dauphin,Skin Care,$$,4.0,16,spa,143
6, al,mobile,Massage Envy - West Mobile,Massage,$$,4.0,8,spa,143
7, al,mobile,Massage Wellness,Reflexology,0,4.5,7,spa,143
8, al,mobile,Spa Tea Da,Party & Event Planning,0,5.0,2,spa,143
9, al,mobile,pure life massage and foot care,Massage,0,5.0,5,spa,143
10, al,mobile,Harlow Salon,Makeup Artists,$$$,5.0,3,spa,143
11, al,mobile,Spring Nails & Spa,Nail Salons,$$,5.0,8,spa,143
12, al,mobile,Therapeutic Arts Massage and Bodywork,Massage,$$,5.0,4,spa,143
13, al,mobile,Fountain of Youth,Medical Spas,0,4.0,5,spa,143
14, al,mobile,Island Day Spa,Day Spas,$$,3.5,13,spa,143
15, al,mobile,Greater Mobile Laser & Aesthetic Center,Medical Spas,0,5.0,1,spa,143
16, al,mobile,Sunrise Dermatology,Dermatologists,0,4.0,5,spa,143
17, al,mobile,The Park Clinic,Medical Spas,0,5.0,3,spa,143
18, al,mobile,Recovery Room,IV Hydration,0,5.0,1,spa,143
19, al,mobile,Wax'd Day Spa,Waxing,$$,3.5,15,spa,143
20, al,mobile,Venetian Nails Palace,Nail Salons,$$,4.0,19,spa,143
21, al,mobile,Supercuts,Hair Salons,0,4.5,2,spa,143
22, al,mobile,Therapeutic Skincare and Massage,Skin Care,0,5.0,2,spa,143
23, al,mobile,Golden Touch Massage,Massage Therapy,0,3.0,2,spa,143
24, al,mobile,Bay Shore Massage,Massage Therapy,0,5.0,3,spa,143
25, al,mobile,Ulta Beauty,Cosmetics & Beauty Supply,$$$,4.0,21,spa,143
26, al,mobile,Genesis Hair Salon,Hair Salons,$$,3.0,11,spa,143
27, al,mobile,Clear Medspa,Day Spas,0,5.0,1,spa,143
28, al,mobile,Majestic Nails & Spa of West Mobile,Nail Salons,$$,4.5,9,spa,143
29, al,mobile,Vivian's Nails,Hair Removal,$$,4.5,42,spa,143
30, al,mobile,Linda's Nails,Nail Salons,$,4.0,17,spa,143
31, al,mobile,Inspire Salon & Gallery,Hair Salons,$$,4.5,8,spa,143
32, al,mobile,Salon West Hairdressers,Hair Salons,0,5.0,3,spa,143
33, al,mobile,City Nails,Nail Salons,0,5.0,1,spa,143
34, al,mobile,Nail Fever,Nail Salons,$,3.5,9,spa,143
35, al,mobile,Healing Center,Massage,$,1.0,3,spa,143
36, al,mobile,Salon Royale,Hair Salons,$$$,4.0,9,spa,143
37, al,mobile,Salt Life Spa,Day Spas,$$,5.0,1,spa,143
38, al,mobile,Peak Alkalinity,Reflexology,0,5.0,1,spa,143
39, al,mobile,Rose Haven Massage Therapy,Massage Therapy,0,5.0,3,spa,143
40, al,mobile,Top Nails 2,Nail Salons,0,3.5,4,spa,143
41, al,mobile,Hillcrest Nails,Waxing,$$,3.5,7,spa,143
42, al,mobile,Classic Beauty Salon And Spa,Hair Salons,$$,3.5,3,spa,143
43, al,mobile,Victorian Nails and Spa,Nail Salons,0,4.0,7,spa,143
44, al,mobile,"Chester Schmidt, LMT",Massage,$,5.0,2,spa,143
45, al,mobile,Platinum Salon,Hair Salons,0,5.0,1,spa,143
46, al,mobile,Silhouettes Day Spa,Cosmetics & Beauty Supply,$$$,1.0,2,spa,143
47, al,mobile,Hair-do at the fort,Hair Stylists,0,5.0,6,spa,143
48, al,mobile,The Sanctuary Salon,Hair Salons,$,3.5,3,spa,143
49, al,mobile,Nails R US,Nail Salons,0,3.5,3,spa,143
50, al,mobile,Passion Nails and Spa,Nail Salons,0,4.5,2,spa,143
51, al,mobile,Sweet Escape Nail Lounge,Nail Salons,$$,2.5,5,spa,143
52, al,mobile,T & M Nail Salon,Nail Salons,$$,4.0,4,spa,143
53, al,mobile,Luxe Nails,Nail Salons,0,3.5,7,spa,143
54, al,mobile,TMAC's Holistic Hair Studio,Hair Salons,0,5.0,1,spa,143
55, al,mobile,Dynamic Therapeutics,Massage Therapy,0,5.0,1,spa,143
56, al,mobile,Supercuts,Hair Salons,$,4.0,4,spa,143
57, al,mobile,Elegant Nails II,Nail Salons,$$,2.5,5,spa,143
58, al,mobile,Golden Nail Spa,Nail Salons,$$,3.0,10,spa,143
59, al,mobile,ColoréVous Salon,Hair Salons,0,5.0,6,spa,143
0, al,montgomery,Spa Elia,Massage,$$,5.0,16,spa,78
1, al,montgomery,Pearl Massage,Massage Therapy,0,4.5,11,spa,78
2, al,montgomery,Hands On Healing,Massage,$$,5.0,5,spa,78
3, al,montgomery,Sophia European Day Spa & Salon,Nail Salons,$$,5.0,5,spa,78
4, al,montgomery,Natural Healing Acupressure & Massage Therapy,Massage,$$,4.5,16,spa,78
5, al,montgomery,Total Freedom Wellness Spa,Massage,$$,5.0,8,spa,78
6, al,montgomery,Lake George Massage and Day Spa,Massage Therapy,$,5.0,2,spa,78
7, al,montgomery,Indulgence Salon & Spa,Hair Salons,$$,4.0,10,spa,78
8, al,montgomery,Midtown Massage,Massage,0,5.0,1,spa,78
9, al,montgomery,Smart Skin Med Spa & Salon,Day Spas,$$,4.0,5,spa,78
10, al,montgomery,Amplify Salon and Spa,Hair Salons,$$,4.0,28,spa,78
11, al,montgomery,Massage Envy - Eastchase,Massage Therapy,$$,3.0,10,spa,78
12, al,montgomery,Sunny Massage,Massage Therapy,0,5.0,1,spa,78
13, al,montgomery,Bella,Skin Care,0,5.0,2,spa,78
14, al,montgomery,"Nails, Lash, & Threading",Day Spas,0,5.0,1,spa,78
15, al,montgomery,Vital Beauty Bar,Hair Salons,$$,4.5,9,spa,78
16, al,montgomery,Mind & Body Holistic Spa,Massage,$$,5.0,3,spa,78
17, al,montgomery,Gwen's A Southern Spa,Massage,0,5.0,1,spa,78
18, al,montgomery,Pink and White Nail Lounge,Nail Salons,$$,4.5,23,spa,78
19, al,montgomery,MetroFitness,Gyms,0,5.0,1,spa,78
20, al,montgomery,Baynes-A European Day Spa,Day Spas,0,1.0,2,spa,78
21, al,montgomery,Wow Salon and Spa,Day Spas,$$,4.0,1,spa,78
22, al,montgomery,L A Nails,Nail Salons,$$,4.0,18,spa,78
23, al,montgomery,Lisa Nails,Nail Salons,$$,2.0,9,spa,78
24, al,montgomery,Supercuts,Hair Salons,$$,2.0,7,spa,78
25, al,montgomery,Symmetry Medspa,Medical Spas,$$,2.5,3,spa,78
26, al,montgomery,Shayla Nails & Spa,Nail Salons,$$,3.5,7,spa,78
27, al,montgomery,Hughes Pools & Spas,Day Spas,0,1.0,2,spa,78
28, al,montgomery,WM William Mason,Hair Salons,$$,1.5,8,spa,78
29, al,montgomery,Kimistry Hair Lab,Hair Salons,0,3.0,1,spa,78
30, al,montgomery,Nail Studio,Nail Salons,0,2.5,3,spa,78
31, al,montgomery,SmartStyle,Hair Salons,0,5.0,1,spa,78
32, al,montgomery,Gloria Nail,Waxing,$$,4.0,15,spa,78
33, al,montgomery,Doug's 2 Salon-Spa,Nail Salons,$$,4.0,14,spa,78
34, al,montgomery,Fancy Nails & Spa,Nail Salons,$$,4.0,8,spa,78
35, al,montgomery,Taylor Touch Therapy,Reflexology,0,1.0,1,spa,78
36, al,montgomery,Nails by Elizabeth,Nail Salons,$$,2.5,10,spa,78
37, al,montgomery,Number One Nails,Nail Salons,$$,4.0,6,spa,78
38, al,montgomery,Galaxy Nails,Waxing,$$,3.5,7,spa,78
39, al,montgomery,Salon H3,Hair Salons,0,3.5,3,spa,78
0, al,talladega,The Retreat Day Spa,Day Spas,$$,5.0,17,spa,310
