,Pop,PCI,price,rating,review,Total
161,27068,38463,1.5,4.125,21.1875,53.0
162,39979,40851,1.5625,3.40625,38.175,306.0
163,209,37890,1.5555555555555556,4.055555555555555,24.555555555555557,54.0
164,363,52006,1.625,4.171875,22.65625,117.0
165,704,45386,1.0,3.75,22.5,5.0
166,228790,36229,1.6956521739130437,3.816425120772947,127.56038647342994,931.0
167,49764,35300,1.5333333333333334,3.466666666666667,65.64444444444446,142.0
168,11807,37126,1.3,4.05,14.5,30.0
169,7527,35582,1.4285714285714286,4.178571428571429,39.42857142857143,73.0
170,3473,58373,1.3333333333333333,4.166666666666667,7.333333333333332,5.0
171,828,32130,1.25,2.75,9.75,10.0
172,1511,33851,1.4175824175824177,3.565934065934066,33.714285714285715,342.0
173,733,31214,1.4666666666666666,3.633333333333333,57.3,102.0
174,922,38416,1.6,4.2,45.0,5.0
175,113,35533,1.4,3.9,45.1,74.0
176,1235,37014,1.4,3.8,16.4,11.0
177,2473,34652,1.457142857142857,3.2142857142857144,41.65714285714286,347.0
178,677,37679,1.5714285714285714,3.8928571428571432,41.285714285714285,27.0
179,637,33349,1.4105263157894736,3.4105263157894736,51.30526315789474,296.0
180,345,36602,1.75,3.75,19.416666666666668,42.0
181,941,68199,1.9211822660098523,4.236453201970443,558.0049261083744,15400.0
182,2152,41797,1.2222222222222223,3.388888888888889,5.666666666666668,14.0
183,88029,42659,1.4307692307692308,3.3461538461538463,85.42307692307692,389.0
184,6927,42048,1.0714285714285714,3.321428571428572,10.928571428571427,24.0
185,42611,35809,1.44,3.46,54.54,132.0
186,12627,43646,1.5,4.107142857142857,106.85714285714286,61.0
187,3346,33854,1.3571428571428572,4.0,26.857142857142854,66.0
188,2740,41048,1.4666666666666666,4.033333333333333,18.8,28.0
189,2232,42246,1.2,2.7,4.8,7.0
190,644,30786,1.0,3.571428571428572,14.857142857142858,9.0
191,26052,36138,1.3035714285714286,3.4375,32.07142857142857,142.0
192,27022,48027,1.5714285714285714,3.4489795918367347,73.79591836734693,155.0
193,1120,44811,1.390625,3.2890625,14.578125,252.0
194,3794,40943,1.8412698412698407,4.116402116402116,227.9417989417989,1800.0
195,157,45461,1.65625,3.5572916666666665,258.7083333333333,629.0
196,3843,42080,1.0769230769230769,3.3461538461538463,6.9230769230769225,19.0
197,335,38936,1.2903225806451613,3.887096774193549,45.387096774193544,91.0
198,111388,46148,1.5104895104895104,3.41958041958042,44.44055944055943,505.0
199,37678,39842,1.4566929133858268,3.484251968503937,40.24409448818898,409.0
200,16704,46128,1.5,3.8571428571428568,24.214285714285715,63.0
201,1934,40608,1.4117647058823528,4.0588235294117645,28.35294117647059,69.0
202,308,37889,1.0,4.0,8.5,7.0
203,233,39270,1.3333333333333333,4.666666666666667,9.333333333333334,5.0
204,2054,29522,1.25,4.125,10.25,9.0
205,9064,39378,1.574468085106383,3.7127659574468086,45.72340425531914,139.0
206,17620,38112,1.46875,3.484375,34.15625,92.0
207,66483,40354,1.729064039408867,3.9458128078817736,185.16748768472905,1500.0
208,5098,38275,1.2,2.8,12.0,6.0
209,363,39787,1.4615384615384617,3.9615384615384617,10.23076923076923,27.0
210,1567,40921,1.4,3.05,19.2,12.0
211,4794,36417,1.3846153846153846,3.4230769230769234,11.769230769230768,17.0
212,461,48628,1.351851851851852,3.351851851851852,29.81481481481481,327.0
213,8946,43074,1.6129032258064515,3.629032258064516,66.74193548387096,96.0
214,1479,36696,1.6363636363636365,3.954545454545455,22.0,23.0
215,619,32859,1.3333333333333333,3.533333333333333,18.666666666666668,23.0
216,9823,36597,1.0714285714285714,3.321428571428572,6.2142857142857135,22.0
217,239,42145,1.1111111111111112,3.888888888888889,6.5555555555555545,12.0
218,926,44432,1.0,3.1,7.4,14.0
219,601,38103,1.5909090909090908,3.886363636363636,8.863636363636363,93.0
220,214,26405,1.56,3.56,30.18,215.0
221,1203,33046,1.1428571428571428,3.1071428571428568,18.928571428571427,18.0
222,449,37073,1.6153846153846154,3.615384615384616,8.23076923076923,22.0
223,581,40167,1.3,3.5,7.6,15.0
224,6355,32979,1.2857142857142858,3.1428571428571432,7.428571428571429,17.0
225,1088,39188,1.4545454545454546,4.318181818181818,42.81818181818182,64.0
226,225,39140,1.3333333333333333,2.6666666666666665,5.0,6.0
227,1805,45465,1.5591397849462365,3.2258064516129035,78.68817204301075,227.0
228,255,31527,1.3076923076923077,3.7307692307692313,11.538461538461537,22.0
229,1722,42512,1.6666666666666667,3.0,4.666666666666667,9.0
230,578,40981,1.2857142857142858,3.3571428571428568,16.142857142857142,9.0
231,255,35726,1.7333333333333334,3.933333333333333,40.06666666666667,61.0
232,574,34612,1.4545454545454546,4.2727272727272725,11.272727272727273,57.0
233,204,34034,1.5,4.625,8.0,11.0
234,35047,39740,1.375,3.395833333333333,48.4375,138.0
235,3104,35205,1.4545454545454546,4.363636363636363,27.363636363636363,39.0
236,1485,50446,1.5833333333333333,3.6666666666666665,38.583333333333336,29.0
237,3872,40702,1.3333333333333333,3.583333333333333,5.166666666666667,11.0
238,1543,34501,1.3333333333333333,3.6666666666666665,5.333333333333333,7.0
239,6278,36996,1.6363636363636365,3.772727272727273,12.181818181818182,39.0
240,4447,32226,1.1666666666666667,3.6666666666666665,5.666666666666668,10.0
241,2333,43441,1.5607476635514017,3.266355140186916,57.32710280373832,373.0
242,985,37430,1.3333333333333333,3.625,10.416666666666666,21.0
243,3964,34509,1.4242424242424243,3.3560606060606064,37.15151515151515,192.0
244,1721,33426,1.3793103448275863,3.8793103448275854,24.724137931034484,102.0
245,670,40471,1.3666666666666667,3.3972222222222217,38.833333333333336,530.0
246,4170,35269,1.1428571428571428,4.321428571428571,13.928571428571427,31.0
247,2715,40151,1.3823529411764706,3.5735294117647056,30.5,103.0
248,1276,42937,1.3541666666666667,3.2604166666666665,36.645833333333336,132.0
249,2859,36506,1.7777777777777777,3.888888888888889,44.88888888888889,64.0
250,877,35532,1.4,3.5,6.6,8.0
251,2600,35734,1.2222222222222223,2.6666666666666665,14.555555555555555,14.0
252,1168,40959,1.6,4.1,12.4,48.0
253,4051,47171,1.323943661971831,3.2957746478873235,30.239436619718308,227.0
254,1129,39033,1.4615384615384617,4.076923076923077,19.153846153846157,61.0
255,875,36602,1.2727272727272727,3.363636363636364,24.939393939393934,76.0
256,968,34568,1.2857142857142858,4.035714285714286,9.071428571428571,34.0
257,12149,33987,1.5833333333333333,4.0,12.75,31.0
258,1209,42455,1.0,4.0,12.0,5.0
259,10054,38314,1.5,3.7083333333333335,21.08333333333333,33.0
260,5104,40206,1.2222222222222223,2.833333333333333,8.11111111111111,13.0
261,4097,31374,1.4545454545454546,3.636363636363636,6.2727272727272725,21.0
262,2248,39496,1.2307692307692308,3.1923076923076925,11.538461538461537,18.0
263,4825,45101,1.6470588235294117,3.5735294117647056,59.764705882352935,87.0
264,976,39004,1.5833333333333333,4.041666666666667,33.5,45.0
265,347,37697,1.25,4.0,10.75,5.0
266,879,35012,1.0,3.8333333333333335,4.833333333333333,8.0
267,319,36406,1.1666666666666667,3.0,10.166666666666666,8.0
268,28047,46320,1.4666666666666666,3.1166666666666667,12.566666666666665,76.0
269,11879,33764,1.4117647058823528,4.147058823529412,46.235294117647065,52.0
270,49046,34913,1.7560975609756098,4.117073170731707,200.59024390243903,1700.0
271,3535,41101,1.4545454545454546,3.0454545454545454,9.727272727272727,18.0
272,15568,40597,1.7272727272727273,3.954545454545455,40.81818181818182,53.0
273,17019,37086,1.4666666666666666,3.9,26.8,37.0
274,1580,64213,1.5064935064935066,3.6298701298701297,19.337662337662337,253.0
275,318,36386,1.627906976744186,3.8953488372093017,19.581395348837212,173.0
276,25248,40595,1.2580645161290325,3.3225806451612905,27.741935483870968,80.0
277,52367,38511,1.4594594594594594,3.265765765765766,30.873873873873872,326.0
278,9843,38304,1.5,3.375,14.6875,28.0
279,4717,34936,1.3333333333333333,2.555555555555556,5.777777777777778,14.0
280,952,36972,1.6153846153846154,3.9615384615384617,46.384615384615394,61.0
281,1131,37002,1.625,3.5625,16.25,30.0
282,2748,34987,1.25,3.5,13.625,13.0
283,34460,35449,1.4666666666666666,3.933333333333333,14.0,41.0
284,962,34404,1.28,3.293333333333333,33.77333333333333,272.0
285,794,36608,1.4,4.12,23.2,117.0
286,2558,36841,1.2765957446808511,3.4574468085106385,22.851063829787236,143.0
287,2647,40633,1.5545023696682465,3.836492890995261,262.98104265402844,1400.0
288,700,31901,1.4166666666666667,4.041666666666667,16.5,63.0
289,3475,32666,1.7142857142857142,4.0,24.285714285714285,45.0
290,1416,34177,1.3571428571428572,3.7857142857142856,9.857142857142858,25.0
291,499,42691,1.6875,4.03125,20.875,69.0
292,3931,45646,1.2,3.3,6.9,14.0
293,338,34954,1.3846153846153846,4.038461538461538,14.846153846153848,51.0
294,1095,33173,1.4838709677419355,3.6693548387096775,41.096774193548384,212.0
295,3128,39432,1.414141414141414,3.3232323232323235,29.464646464646464,295.0
296,1273,31354,1.9530516431924885,4.086854460093897,402.2018779342723,3300.0
297,532,38888,1.3,3.75,3.4,13.0
298,1915,34625,1.3333333333333333,4.333333333333333,7.333333333333332,9.0
299,2433,38485,1.6145833333333333,3.4322916666666665,104.125,315.0
300,30956,33711,1.36,4.0,18.92,108.0
301,3540,33864,1.7096774193548387,4.17741935483871,111.22580645161291,122.0
302,4132,37177,1.2142857142857142,3.571428571428572,17.785714285714285,26.0
303,75633,41274,1.53921568627451,3.3382352941176467,59.30392156862745,302.0
304,1930,35220,1.47953216374269,3.3771929824561404,76.8888888888889,481.0
305,1031,35592,1.1842105263157894,3.6184210526315783,7.5,198.0
306,2357,34210,1.391304347826087,3.382608695652174,50.75652173913043,344.0
307,1446,62698,1.4666666666666666,3.9,44.13333333333333,60.0
308,523,33378,1.5,4.321428571428571,49.57142857142857,54.0
309,743,39799,1.0,4.75,5.0,11.0
310,92,38197,1.4375,3.96875,20.5,52.0
311,212,52677,1.4,3.45,6.7,17.0
312,263,35565,1.625,4.125,13.0,66.0
313,197,48438,1.5294117647058822,3.4901960784313726,47.235294117647065,161.0
314,590,33475,1.0,4.0,5.5,7.0
315,347,37003,1.25,4.083333333333333,29.25,65.0
316,70,39251,1.1666666666666667,3.583333333333333,6.0,10.0
317,2265,67443,1.2,3.4,14.6,20.0
318,298,42814,1.181818181818182,3.4545454545454546,4.0,17.0
319,50,51243,1.1428571428571428,3.2857142857142856,5.285714285714286,11.0
320,537,36625,1.125,3.5625,7.375,13.0
321,438,38696,1.36,3.24,11.12,125.0
322,614,38324,1.5,4.0,5.0,6.0
323,54,39719,1.1764705882352942,3.0588235294117645,29.058823529411764,21.0
324,108,37883,1.5120481927710845,3.8313253012048194,53.83132530120483,953.0
325,153,53858,1.3,3.65,12.5,14.0
326,194,42686,1.0,4.833333333333333,4.666666666666667,9.0
327,521,45431,1.3777777777777778,3.633333333333333,37.177777777777784,168.0
328,266,40583,1.0,4.416666666666667,9.0,8.0
329,24,39588,1.375,4.0625,29.625,32.0
330,439,38439,1.0,2.5,2.0,5.0
331,157,36574,1.3333333333333333,3.466666666666667,7.2666666666666675,17.0
332,464,40168,1.2,4.2,3.4,8.0
333,63,63277,1.2222222222222223,4.5,7.5555555555555545,52.0
334,545,41823,1.375,3.625,16.875,28.0
335,140,51097,2.0,4.0,8.0,8.0
336,182,55496,1.4285714285714286,3.7142857142857135,19.071428571428573,31.0
337,1506,36148,1.3666666666666667,4.083333333333333,15.966666666666667,118.0
338,1950,74156,2.0,4.25,3.5,7.0
339,52,49814,1.3333333333333333,2.5,2.6666666666666665,6.0
340,256,49249,1.1428571428571428,3.7857142857142856,3.0,12.0
341,188,36138,1.4545454545454546,3.5,15.545454545454545,17.0
342,153,50505,1.6,3.4,9.8,10.0
343,242,36926,1.0,2.0,4.0,6.0
344,226,79792,1.4583333333333333,3.7291666666666665,23.54166666666667,105.0
345,72,37052,1.5454545454545454,4.045454545454546,12.636363636363635,58.0
346,941,31897,1.5,3.5,8.333333333333334,26.0
347,2906,41913,1.0,3.1,9.8,7.0
348,398,45261,1.2222222222222223,4.0,7.4444444444444455,21.0
349,174,36328,1.3519553072625698,3.4134078212290504,31.374301675977648,629.0
350,1333,44958,1.6,3.4,5.4,5.0
351,36062,38217,1.3235294117647058,3.4264705882352944,48.38235294117647,83.0
352,243,70366,1.0,4.166666666666667,3.0,6.0
353,217,32681,1.6153846153846154,3.7307692307692313,30.0,64.0
354,2999,38612,1.4,2.9,10.8,7.0
355,2029,47125,1.0,3.25,18.25,5.0
356,709,32957,1.5,3.875,26.33333333333333,60.0
357,10560,33996,1.4705882352941178,3.3823529411764706,15.294117647058822,19.0
358,436,41188,1.2142857142857142,4.107142857142857,8.5,26.0
359,93,40592,1.34375,3.734375,30.15625,96.0
360,296,49392,1.3076923076923077,3.1730769230769234,15.153846153846152,81.0
361,385,32225,1.2,4.0,7.0,21.0
362,451,36827,1.5,3.4375,10.375,14.0
363,13077,47435,1.3333333333333333,3.9,22.2,41.0
364,542,46771,1.3846153846153846,4.076923076923077,9.461538461538463,65.0
365,1062,43948,1.3846153846153846,3.3230769230769237,18.8,244.0
366,389255,83074,1.5416666666666667,3.71875,61.18229166666666,800.0
367,736,39854,1.6666666666666667,4.166666666666667,35.333333333333336,5.0
368,59,51833,1.25,3.5535714285714284,27.214285714285715,84.0
369,65845,41498,1.7307692307692308,3.9927884615384617,170.94230769230768,1900.0
370,63,36597,1.236842105263158,3.5,8.210526315789473,137.0
371,1641,50815,1.28125,3.171875,17.0625,84.0
372,956,56581,1.5,3.9166666666666665,12.25,38.0
373,954,38338,1.403225806451613,3.411290322580645,31.467741935483872,213.0
374,4463,52011,1.1,3.55,15.1,12.0
375,1565,55983,1.6666666666666667,3.333333333333333,6.5,11.0
376,2768,41647,1.3333333333333333,3.6666666666666665,6.0,10.0
377,1291,42878,1.3488372093023255,3.802325581395349,31.930232558139533,146.0
378,1787,36386,1.0,3.5,2.0,5.0
379,6630,45391,1.4285714285714286,3.321428571428572,13.642857142857142,21.0
380,108,44780,1.5,4.083333333333333,8.666666666666666,9.0
381,12267,36310,1.4666666666666666,3.6666666666666665,20.933333333333334,37.0
382,2156,44746,1.3947368421052628,3.6184210526315783,11.026315789473683,157.0
383,5930,33296,1.3846153846153846,3.1794871794871797,44.87179487179486,583.0
384,2407,24605,1.375,4.1875,30.125,69.0
385,560,25670,1.5,4.25,3.0,5.0
386,2872,31651,1.0,2.9,8.4,10.0
387,219,33691,1.6,3.633333333333333,37.13333333333333,36.0
388,27997,44719,1.7085427135678393,4.042713567839196,174.90954773869348,1300.0
389,1979,26195,1.2222222222222223,3.333333333333333,4.5555555555555545,13.0
390,28432,36154,1.5042735042735045,3.4871794871794872,24.504273504273506,421.0
391,3245,31076,1.6,3.24,18.2,121.0
392,610,38575,1.4387755102040816,3.6071428571428568,25.255102040816325,356.0
393,1116,36320,1.0,3.6,2.8,8.0
394,3944,30255,1.3333333333333333,3.5,8.6,25.0
395,2176,32758,1.2857142857142858,2.8571428571428568,4.714285714285714,12.0
396,8969,38667,1.2142857142857142,3.7857142857142856,24.714285714285715,55.0
397,1967,30581,1.0,2.0,1.0,5.0
398,3899,33019,1.2,3.5,10.4,8.0
399,176,28593,1.4,3.733333333333333,12.6,27.0
400,1263,29631,1.4285714285714286,2.7142857142857144,6.142857142857142,14.0
401,1531,27778,1.1666666666666667,3.1666666666666665,4.583333333333333,20.0
402,1117,27255,1.0,1.5,3.0,6.0
403,1959,42485,1.28,3.36,28.72,231.0
404,582,31131,1.3125,4.0,15.0,36.0
405,929,30972,1.2857142857142858,3.0,6.142857142857142,17.0
406,126143,53215,1.5777777777777775,3.591666666666667,49.488888888888894,626.0
407,1955,37337,1.1111111111111112,2.833333333333333,7.5555555555555545,13.0
408,3725,32037,1.5238095238095235,3.6547619047619047,19.80952380952381,163.0
409,6786,27693,1.4166666666666667,2.9166666666666665,6.333333333333332,19.0
410,17831,33525,1.8666666666666667,3.8,60.2,62.0
411,3789,57540,1.8235294117647056,3.5294117647058822,121.29411764705885,19.0
412,60803,56571,1.8125,3.4875,83.7125,260.0
413,11988,77194,1.6666666666666667,3.536231884057971,75.34782608695652,208.0
414,5220,44760,1.5923913043478262,3.5679347826086962,51.46739130434783,654.0
415,185877,49121,1.654450261780105,3.643979057591623,107.96858638743456,807.0
416,11327,106895,2.4166666666666665,3.7222222222222223,80.97222222222223,84.0
417,602495,53832,1.896039603960396,4.0272277227722775,297.56930693069313,3300.0
418,1195,50620,1.7333333333333334,3.6,81.26666666666667,49.0
419,72146,53601,1.536231884057971,3.63768115942029,105.3695652173913,412.0
420,1280,29709,1.8333333333333333,3.5277777777777777,179.77777777777774,37.0
421,13151,44437,1.7426470588235294,3.746323529411765,124.86764705882355,377.0
422,8165,51659,1.8604651162790695,3.9883720930232562,173.5,315.0
423,1547,35108,1.8,4.233333333333333,82.4,57.0
424,1211,36425,1.9166666666666667,4.0,35.5,43.0
425,2415,44349,1.9347826086956519,3.967391304347826,180.67391304347825,139.0
426,4101,33163,1.875,4.03125,26.1875,54.0
427,4908,44159,1.8,3.5,12.2,8.0
