,Pop,PCI,price,rating,review,Total
0,877,116340,1.5,3.75,6.5,6.0
1,8647,66157,1.9333333333333331,3.966666666666667,38.46666666666667,26.0
2,107610,45608,1.8947368421052633,3.947368421052632,68.42105263157895,28.0
3,58533,50466,2.1111111111111107,4.277777777777779,64.16666666666667,45.0
4,32113,62774,1.9117647058823528,3.9117647058823533,110.05882352941177,94.0
5,2474,53013,1.8571428571428568,4.0,17.571428571428573,12.0
6,98971,52179,1.0,4.5,12.0,1.0
7,291538,61425,1.7871287128712872,3.551980198019802,121.96039603960396,625.0
8,101113,35365,1.3523809523809525,3.2904761904761903,39.219047619047615,341.0
9,15291,30917,1.2727272727272727,3.477272727272727,12.227272727272727,95.0
10,1739,32862,1.5,3.0,3.5,6.0
11,189572,34661,1.502857142857143,3.394285714285714,47.194285714285705,542.0
12,1004,31688,1.4,4.1,14.0,8.0
13,9646,29443,1.3867924528301887,3.287735849056604,26.462264150943398,373.0
14,1441,36665,1.5,3.40625,32.46875,87.0
15,4327,30747,1.1428571428571428,3.071428571428572,5.428571428571429,15.0
16,15858,35144,1.3793103448275863,3.8793103448275854,26.931034482758623,90.0
17,4335,30997,1.2,2.7,3.0,11.0
18,4742,32986,1.0625,3.5625,7.6875,27.0
19,50440,45274,1.5175879396984924,3.510050251256281,56.23618090452261,683.0
20,3252,29422,1.3333333333333333,4.0,4.5,8.0
21,126,30044,1.3333333333333333,3.888888888888889,8.666666666666666,33.0
22,4262,35564,1.0833333333333333,3.083333333333333,15.416666666666664,13.0
23,167,35135,1.3728813559322033,3.23728813559322,28.71186440677966,186.0
24,23691,29374,1.2692307692307692,3.865384615384616,37.57692307692308,125.0
25,23768,26785,1.2413793103448276,3.5689655172413794,16.793103448275858,77.0
26,233,25498,1.0,4.25,3.25,6.0
27,274,31447,1.25,3.625,7.25,6.0
28,696,32411,1.5555555555555556,4.0,50.77777777777778,30.0
29,2474,24404,1.1666666666666667,4.083333333333333,8.5,12.0
30,12364,27465,1.5175438596491229,3.3859649122807016,119.72807017543859,425.0
31,239,35645,1.7941176470588236,3.9705882352941178,132.26470588235293,122.0
32,36403,74292,1.5909090909090908,3.727272727272727,30.09090909090909,122.0
33,528,34423,1.75,3.9375,7.875,66.0
34,66426,36965,1.5238095238095235,3.6428571428571432,32.476190476190474,164.0
35,3736,27625,1.4375,3.3854166666666665,49.6875,133.0
36,191,31801,3.0,4.5,11.0,5.0
37,194,26383,1.6666666666666667,3.5,32.333333333333336,6.0
38,2512,38031,1.5,3.5,23.4,12.0
39,50024,41197,1.6470588235294117,3.7058823529411766,87.29411764705883,66.0
40,64475,37121,1.4748201438848918,3.41726618705036,80.88489208633094,452.0
41,1425976,52214,1.8149779735682816,4.176211453744493,1091.0528634361233,3500.0
42,11248,51565,1.9729729729729732,3.932432432432433,403.08108108108115,100.0
43,64725,56549,1.6049382716049383,3.635802469135802,296.1975308641975,436.0
44,129488,79055,1.8805309734513276,3.851769911504425,761.7212389380531,2400.0
45,91350,53758,1.7096774193548387,3.799539170506912,294.3317972350231,601.0
46,105025,93765,1.829493087557604,3.866359447004608,483.23963133640547,1100.0
47,47446,48532,1.8356164383561644,3.9657534246575343,382.5616438356165,225.0
48,4032,37643,1.3333333333333333,4.291666666666667,15.416666666666664,46.0
49,883305,99990,2.0307017543859653,4.067982456140351,1162.627192982456,4300.0
50,111128,53031,1.7045454545454546,3.8181818181818175,238.21818181818185,911.0
51,421,36005,1.1428571428571428,4.071428571428571,10.571428571428571,9.0
52,508529,45187,1.7918552036199096,4.015837104072398,517.1990950226243,2000.0
53,330063,34753,1.445945945945946,3.743243243243243,275.6351351351352,976.0
54,78338,59085,1.7641509433962264,3.962264150943396,425.8018867924529,1700.0
55,215941,34320,1.5294117647058822,3.752450980392157,273.3578431372549,1800.0
56,530093,37434,1.6826923076923077,3.9495192307692313,195.96153846153842,1400.0
57,17695,32890,1.6,3.9,76.86666666666666,56.0
58,3990456,52233,1.8571428571428568,4.151785714285714,1116.5089285714287,8200.0
59,5911,41877,1.3888888888888888,3.9166666666666665,26.944444444444446,21.0
60,83316,35361,1.5769230769230769,3.682692307692308,123.96153846153848,167.0
61,28289,47557,1.8773006134969328,3.763803680981595,453.4969325153375,457.0
62,79263,59563,1.8618421052631582,3.6611842105263164,406.73684210526324,445.0
63,139484,57165,1.7022222222222223,3.9622222222222216,633.5022222222223,2600.0
64,65706,35754,1.3541666666666667,3.1354166666666665,58.47916666666666,126.0
65,68,39527,1.8450704225352117,3.746478873239437,191.85915492957747,183.0
66,140,54366,1.4333333333333331,3.75,30.1,110.0
67,504,27918,1.2,4.2,29.0,8.0
68,111750,33932,1.4878048780487805,3.268292682926829,44.621951219512205,246.0
69,72,126611,1.7777777777777777,4.138888888888889,120.5,53.0
70,1010,51437,2.0,3.7692307692307687,117.0,19.0
71,19512,34155,1.8333333333333333,4.138888888888889,86.6111111111111,66.0
72,120,40342,1.5333333333333334,3.62,47.73333333333333,230.0
73,3460,52760,1.25,2.875,4.25,9.0
74,238,35048,1.1428571428571428,3.75,42.57142857142857,25.0
75,757,52054,1.4285714285714286,3.321428571428572,24.785714285714285,20.0
76,6594,40429,1.85,4.0,83.2,30.0
77,6961,60847,1.7777777777777777,3.9444444444444446,58.88888888888889,25.0
78,958,33107,1.8,3.7,37.8,8.0
79,716492,68046,1.9481132075471697,4.15566037735849,445.87735849056605,2900.0
80,8920,33209,1.8,3.8666666666666663,21.8,30.0
81,167,18464,1.3846153846153846,4.076923076923077,21.46153846153846,40.0
82,9997,32221,1.4666666666666666,4.133333333333334,97.13333333333334,48.0
83,2190,37013,1.3333333333333333,4.166666666666667,19.733333333333334,67.0
84,24706,41381,1.5230769230769232,3.707692307692308,50.0,195.0
85,14655,50980,1.9444444444444444,3.9444444444444446,67.05555555555556,57.0
86,8127,56884,2.03125,3.828125,67.34375,99.0
87,130418,50286,1.6787564766839378,3.7772020725388598,125.60103626943004,818.0
88,26939,51200,1.791044776119403,3.7164179104477615,82.65671641791045,224.0
89,122587,57564,1.6952380952380952,3.7095238095238097,115.29523809523808,762.0
90,61952,102612,1.7248322147651007,3.718120805369128,69.1006711409396,516.0
91,5529,49300,1.4864864864864864,3.439189189189189,45.331081081081074,494.0
92,57738,54984,1.875598086124402,4.047846889952154,161.6267942583732,1300.0
93,8802,66126,1.713450292397661,3.763157894736842,113.94152046783627,748.0
94,2797,28449,1.2,3.85,11.9,14.0
95,328,44543,1.1538461538461535,3.692307692307693,17.153846153846153,23.0
96,9949,38638,1.375,3.875,43.6875,28.0
97,5731,28601,1.5714285714285714,4.071428571428571,45.5,60.0
98,11704,28456,1.3580246913580247,3.3641975308641974,39.7037037037037,271.0
99,4155,31698,1.5625,3.84375,40.25,36.0
100,193,29523,1.173913043478261,3.760869565217391,11.26086956521739,102.0
101,13573,39206,1.3636363636363635,3.8181818181818175,21.818181818181817,66.0
102,1846,41424,1.326797385620915,3.4281045751633985,15.418300653594773,668.0
103,1159,34291,1.1666666666666667,4.083333333333333,5.333333333333333,8.0
104,269,25958,1.4210526315789471,3.5614035087719302,22.175438596491233,223.0
105,3703,26489,1.25,4.0,6.0,10.0
106,761,29505,1.5833333333333333,4.458333333333333,16.0,50.0
107,4001,31659,1.4285714285714286,3.571428571428572,4.571428571428571,15.0
108,722,30534,1.295774647887324,3.1338028169014085,34.309859154929576,240.0
109,153095,28018,1.4615384615384617,3.4038461538461537,39.971153846153854,373.0
110,244,55452,1.5135135135135136,3.5405405405405403,43.270270270270274,91.0
111,3941,32539,1.6470588235294117,4.147058823529412,61.0,70.0
112,579,29625,1.0,2.4,5.1,17.0
113,193,31520,1.9,3.8,100.6,27.0
114,1882,30915,1.3542857142857143,3.5542857142857143,31.34285714285714,720.0
115,4117,54651,1.3571428571428572,3.571428571428572,39.0,27.0
116,11616,31349,1.75,3.9166666666666665,16.666666666666668,46.0
117,25732,31946,1.680672268907563,3.5840336134453783,193.92436974789916,351.0
118,4102,37402,1.0,3.2857142857142856,10.857142857142858,13.0
119,832,29600,1.5,2.75,5.5,7.0
120,1824,27507,1.5,4.5,14.5,5.0
121,346,48253,1.3333333333333333,3.466666666666667,25.57333333333333,248.0
122,2183,25550,1.6,4.1,79.53333333333333,36.0
123,16966,21655,1.3076923076923077,4.230769230769232,35.07692307692308,72.0
124,555,31146,1.4537037037037035,3.3240740740740735,48.02777777777778,352.0
125,256,33267,1.5,3.3181818181818183,47.68181818181818,147.0
126,3384,29192,1.5384615384615383,3.8846153846153846,37.230769230769226,50.0
127,5083,34627,1.2950819672131149,3.2295081967213117,41.31147540983606,209.0
128,347397,50988,1.8385650224215249,4.089686098654709,678.9730941704036,2700.0
129,12470,45036,1.2857142857142858,3.3571428571428568,14.285714285714285,22.0
130,133,50618,1.4583333333333333,3.8958333333333335,14.083333333333336,99.0
131,1068,48116,1.4285714285714286,4.089285714285714,9.892857142857142,97.0
132,718,43944,1.7,3.675,15.0,117.0
133,134,50235,1.4166666666666667,3.6666666666666665,18.5,33.0
134,318,41127,1.5,3.45,9.5,13.0
135,41,47565,1.0,4.136363636363637,7.363636363636362,20.0
136,195,50657,1.3636363636363635,4.136363636363637,19.181818181818183,69.0
137,1374,39680,1.4,3.6,4.8,11.0
138,216853,46007,1.6331658291457287,3.809045226130653,87.94974874371859,1000.0
139,151,44837,1.6,4.2,4.2,6.0
140,25184,39659,1.5625,3.84375,28.125,67.0
141,39,44107,1.4583333333333333,3.8333333333333335,13.541666666666664,80.0
142,4900,55347,1.3333333333333333,3.4444444444444446,5.333333333333333,13.0
143,9812,49617,1.5,3.5357142857142856,9.428571428571429,24.0
144,57941,42870,1.5438596491228067,3.3859649122807016,43.157894736842096,180.0
145,4589,45629,1.6666666666666667,3.333333333333333,8.666666666666666,11.0
146,23817,42450,1.6923076923076923,4.307692307692308,18.53846153846154,66.0
147,10274,42783,1.3529411764705883,3.8235294117647056,16.470588235294116,21.0
148,1912,46872,1.0,4.166666666666667,6.666666666666668,6.0
149,71,42161,1.5,4.15,19.8,38.0
150,7309,51235,1.5,3.4166666666666665,10.75,16.0
151,2026,34477,1.0,4.75,10.25,11.0
152,382,37907,1.28,3.88,15.48,110.0
153,2745,40729,1.5,3.5,2.5,9.0
154,616,50283,1.4285714285714286,3.571428571428572,13.5,28.0
155,4148,37397,1.1666666666666667,4.25,4.333333333333333,10.0
156,1663,51035,2.0,3.6666666666666665,2.333333333333333,7.0
157,5193,57030,1.2,2.75,17.9,13.0
158,1874,38175,1.5,3.9642857142857135,22.142857142857146,34.0
159,1477,43238,1.25,4.5,6.0,9.0
160,131,57565,1.5,3.8125,6.625,12.0
