,State,City,Pop,PCI,price,rating,review,PP
980,sc,greenville,68563,42283,1.7435897435897436,3.858974358974359,107.81025641025641,0.0028440995872409318
981,sc,chester,5393,29578,1.1666666666666667,3.2916666666666665,9.0,0.0022251066196921935
982,sd,jones,65,55988,1.4285714285714286,3.4285714285714284,50.142857142857146,0.1076923076923077
983,sd,hamlin,247,37292,1.7777777777777777,4.166666666666667,22.88888888888889,0.03643724696356275
984,sd,campbell,17,48335,1.4444444444444444,3.888888888888889,4.0,0.5294117647058824
985,sd,hanson,277,64369,1.5833333333333333,3.9583333333333335,52.666666666666664,0.04332129963898917
986,sd,turner,182,56665,1.6808510638297873,3.5106382978723403,24.4468085106383,0.25824175824175827
987,sd,miner,33,39964,1.394736842105263,3.8684210526315788,16.31578947368421,1.1515151515151516
988,sd,sully,22,79150,1.6875,4.125,26.5625,0.7272727272727273
989,sd,spink,252,54583,1.5,3.9642857142857144,21.357142857142858,0.05555555555555555
990,sd,butte,2,34482,1.5675675675675675,3.918918918918919,40.13513513513514,18.5
991,sd,lawrence,562,44036,1.4615384615384615,4.1923076923076925,65.76923076923077,0.023131672597864767
992,sd,lake,50,52731,1.4285714285714286,3.7142857142857144,5.428571428571429,0.28
993,sd,union,55,85959,1.834862385321101,3.756880733944954,484.5963302752294,3.963636363636364
994,sd,aurora,789,46881,1.4444444444444444,3.5833333333333335,13.555555555555555,0.022813688212927757
995,sd,brookings,24509,42256,1.5555555555555556,3.861111111111111,27.555555555555557,0.0007344240891101228
996,sd,buffalo,352,22380,1.3333333333333333,4.166666666666667,5.666666666666667,0.008522727272727272
997,sd,clark,1065,51723,1.394736842105263,3.3289473684210527,7.894736842105263,0.03568075117370892
998,sd,custer,1935,42449,1.7058823529411764,4.235294117647059,125.58823529411765,0.008785529715762274
999,sd,jackson,160,25520,1.5245901639344261,3.4098360655737703,39.65573770491803,0.38125
1000,sd,gregory,1249,41688,1.625,4.125,18.375,0.006405124099279423
1001,sd,tripp,632,47143,1.6666666666666667,4.0,1.6666666666666667,0.004746835443037975
1002,sd,yankton,14700,43366,1.6428571428571428,3.7142857142857144,20.5,0.0009523809523809524
1003,sd,grant,125,56042,1.5909090909090908,3.5454545454545454,12.227272727272727,0.176
1004,sd,lincoln,1331,59375,1.0,1.0,3.0,0.0007513148009015778
1005,sd,brule,133,45980,1.4,3.7,34.6,0.07518796992481203
1006,sd,mellette,217,28391,1.0,4.0,10.0,0.004608294930875576
1007,tn,obion,1051,36817,1.0,3.75,3.0,0.003805899143672693
1008,tn,unicoi,3577,33592,1.4269662921348314,3.6235955056179776,32.68539325842696,0.02488118535085267
1009,tn,rutherford,1075,36450,1.3725490196078431,3.3823529411764706,8.588235294117647,0.04744186046511628
1010,tn,loudon,5809,41723,1.4137931034482758,3.4310344827586206,20.93103448275862,0.009984506799793425
1011,tn,henderson,6315,32020,1.3333333333333333,3.2777777777777777,7.777777777777778,0.0014251781472684087
1012,tn,henry,465,37799,1.3636363636363635,4.0,19.545454545454547,0.023655913978494623
1013,tn,jackson,66903,27859,1.4838709677419355,3.2903225806451615,33.32258064516129,0.0009267147960480098
1014,tn,gibson,396,35101,1.2727272727272727,4.045454545454546,11.818181818181818,0.027777777777777776
1015,tn,franklin,80914,34251,1.5757575757575757,3.686868686868687,117.81313131313131,0.0024470425389920164
1016,tn,dyer,2216,36791,1.3636363636363635,3.3636363636363638,11.030303030303031,0.014891696750902527
1017,tn,dickson,15583,34521,1.5357142857142858,3.857142857142857,27.928571428571427,0.001796829878713983
1018,tn,benton,1271,29948,1.4166666666666667,4.0,35.833333333333336,0.00944138473642801
1019,tn,decatur,1647,39001,1.5384615384615385,3.5384615384615383,19.846153846153847,0.007893139040680024
1020,tx,pecos,10254,33746,1.6,3.45,37.5,0.0009752291788570314
1021,tx,parker,4802,48793,1.616580310880829,3.660621761658031,166.24870466321244,0.04019158683881716
1022,tx,orange,18484,40402,1.4,3.109090909090909,15.872727272727273,0.002975546418524129
1023,tx,newton,2359,28988,1.6153846153846154,3.769230769230769,20.153846153846153,0.005510809665112336
1024,tx,navarro,210,34722,1.2962962962962963,3.1481481481481484,27.814814814814813,0.12857142857142856
1025,tx,nacogdoches,33542,34203,1.4,3.64,57.6,0.0007453342078588039
1026,tx,menard,1398,34927,1.3488372093023255,3.488372093023256,30.6046511627907,0.06151645207439199
1027,tx,midland,142344,119448,1.5392156862745099,3.1666666666666665,47.94117647058823,0.0007165739335693812
1028,tx,presidio,3991,37989,1.4444444444444444,3.888888888888889,73.88888888888889,0.0022550739163117012
1029,tx,marion,1187,35642,1.0,4.333333333333333,21.333333333333332,0.002527379949452401
1030,tx,lubbock,255885,38807,1.3867403314917126,3.1629834254143647,56.005524861878456,0.0007073490044355863
1031,tx,llano,3537,43872,1.2941176470588236,3.6470588235294117,65.3529411764706,0.004806333050607859
1032,tx,live oak,15908,40604,1.3041237113402062,3.1623711340206184,83.25773195876289,0.012195121951219513
1033,tx,liberty,9349,34237,1.5,4.15,21.5,0.0010696331158412664
1034,tx,montgomery,1034,64325,1.55,3.4291666666666667,67.96666666666667,0.11605415860735009
1035,tx,refugio,2771,45700,1.1,2.95,20.1,0.003608805485384338
1036,tx,san patricio,382,42008,1.2142857142857142,3.1785714285714284,13.642857142857142,0.03664921465968586
1037,tx,rusk,5580,36158,1.25,3.75,8.25,0.0014336917562724014
1038,tx,lampasas,7909,46015,1.1333333333333333,3.6666666666666665,58.666666666666664,0.0018965735238336073
1039,tx,yoakum,5944,45913,1.0,3.3,8.4,0.0016823687752355316
1040,tx,wilson,484,41750,1.3471502590673574,3.1139896373056994,44.92746113989637,0.3987603305785124
1041,tx,wheeler,1507,47936,1.25,3.75,8.5,0.0026542800265428003
1042,tx,wharton,8654,40827,1.4137931034482758,3.5172413793103448,16.24137931034483,0.0033510515368615668
1043,tx,waller,3434,37688,1.25,2.625,38.083333333333336,0.0034944670937682005
1044,tx,victoria,67015,45847,1.55,3.625,36.05,0.0005968812952324106
1045,tx,rockwall,45112,52337,1.5571428571428572,3.4714285714285715,100.68571428571428,0.00155169356268842
1046,tx,uvalde,16181,38661,1.5625,3.84375,29.75,0.0009888140411593845
1047,tx,throckmorton,772,48822,1.392156862745098,3.7941176470588234,26.92156862745098,0.06606217616580311
