State,City,Pop,PCI,price,rating,review,Price perc
il,bond,619,32859,1.3333333333333333,3.533333333333333,18.666666666666668,0.6521739130434783
il,jersey,9823,36597,1.0714285714285714,3.3214285714285716,6.214285714285714,0.6363636363636364
il,hancock,239,42145,1.1111111111111112,3.888888888888889,6.555555555555555,0.75
il,kane,926,44432,1.0,3.1,7.4,0.7142857142857143
il,cass,601,38103,1.5238095238095237,3.9047619047619047,9.142857142857142,0.22580645161290322
il,pope,214,26405,1.434782608695652,3.5543478260869565,31.630434782608695,0.21395348837209302
il,jackson,1203,33046,1.1428571428571428,3.107142857142857,18.928571428571427,0.7777777777777778
il,edgar,449,37073,1.3636363636363635,3.5,7.909090909090909,0.5
il,iroquois,581,40167,1.3,3.5,7.6,0.6666666666666666
il,lawrence,6355,32979,1.2857142857142858,3.142857142857143,7.428571428571429,0.4117647058823529
il,henderson,1088,39188,1.4545454545454546,4.318181818181818,42.81818181818182,0.171875
il,pike,225,39140,1.3333333333333333,2.6666666666666665,5.0,0.5
il,will,1805,45465,1.5274725274725274,3.21978021978022,75.4065934065934,0.4008810572687225
il,fayette,255,31527,1.3076923076923077,3.730769230769231,11.538461538461538,0.5909090909090909
il,jasper,1722,42512,1.6666666666666667,3.0,4.666666666666667,0.6666666666666666
il,carroll,578,40981,1.2857142857142858,3.357142857142857,16.142857142857142,0.7777777777777778
il,jefferson,255,35726,1.6428571428571428,3.9285714285714284,37.642857142857146,0.22950819672131148
il,perry,574,34612,1.4545454545454546,4.2727272727272725,11.272727272727273,0.19298245614035087
il,hardin,204,34034,1.5,4.625,8.0,0.36363636363636365
il,st. clair,35047,39740,1.375,3.3958333333333335,48.4375,0.34782608695652173
il,logan,3104,35205,1.4545454545454546,4.363636363636363,27.363636363636363,0.28205128205128205
il,monroe,1485,50446,1.5833333333333333,3.6666666666666665,38.583333333333336,0.41379310344827586
il,mercer,3872,40702,1.3333333333333333,3.5833333333333335,5.166666666666667,0.5454545454545454
il,greene,1543,34501,1.0,3.5,6.0,0.7142857142857143
il,saline,6278,36996,1.6363636363636365,3.772727272727273,12.181818181818182,0.28205128205128205
il,randolph,4447,32226,1.1666666666666667,3.6666666666666665,5.666666666666667,0.6
il,sangamon,2333,43441,1.4951456310679612,3.2718446601941746,58.029126213592235,0.2761394101876676
in,ripley,985,37430,1.3333333333333333,3.625,10.416666666666666,0.5714285714285714
in,vigo,3964,34509,1.3225806451612903,3.3225806451612905,36.70967741935484,0.3229166666666667
in,scott,1721,33426,1.3793103448275863,3.8793103448275863,24.724137931034484,0.28431372549019607
in,allen,670,40471,1.3666666666666667,3.397222222222222,38.833333333333336,0.33962264150943394
in,randolph,4170,35269,1.1428571428571428,4.321428571428571,13.928571428571429,0.45161290322580644
in,clark,2715,40151,1.3823529411764706,3.573529411764706,30.5,0.3300970873786408
in,hendricks,1276,42937,1.3541666666666667,3.2604166666666665,36.645833333333336,0.36363636363636365
in,steuben,2859,36506,1.625,3.9375,47.8125,0.25
in,vermillion,877,35532,1.4,3.5,6.6,0.625
in,fayette,2600,35734,1.2222222222222223,2.6666666666666665,14.555555555555555,0.6428571428571429
in,gibson,1168,40959,1.6,4.1,12.4,0.3125
in,floyd,4051,47171,1.3,3.2857142857142856,30.65714285714286,0.30837004405286345
in,shelby,1129,39033,1.4615384615384615,4.076923076923077,19.153846153846153,0.21311475409836064
in,pike,875,36602,1.2727272727272727,3.3636363636363638,24.939393939393938,0.4342105263157895
in,greene,968,34568,1.2857142857142858,4.035714285714286,9.071428571428571,0.4117647058823529
in,washington,12149,33987,1.5833333333333333,4.0,12.75,0.3870967741935484
in,warren,1209,42455,1.0,4.0,12.0,0.6
in,wabash,10054,38314,1.5,3.7083333333333335,21.083333333333332,0.36363636363636365
in,tipton,5104,40206,1.2222222222222223,2.8333333333333335,8.11111111111111,0.6923076923076923
in,sullivan,4097,31374,1.4545454545454546,3.6363636363636362,6.2727272727272725,0.5238095238095238
in,spencer,2248,39496,1.2307692307692308,3.1923076923076925,11.538461538461538,0.7222222222222222
in,porter,4825,45101,1.606060606060606,3.606060606060606,61.36363636363637,0.3793103448275862
in,morgan,976,39004,1.5833333333333333,4.041666666666667,33.5,0.26666666666666666
in,montgomery,347,37697,1.25,4.0,10.75,0.8
in,monroe,879,35012,1.0,3.8333333333333335,4.833333333333333,0.75
in,marshall,319,36406,1.1666666666666667,3.0,10.166666666666666,0.75
in,marion,28047,46320,1.3793103448275863,3.086206896551724,12.827586206896552,0.3815789473684211
in,madison,11879,33764,1.411764705882353,4.147058823529412,46.23529411764706,0.3269230769230769
in,lawrence,49046,34913,1.7313432835820894,4.114427860696518,196.6915422885572,0.11823529411764706
in,knox,3535,41101,1.4545454545454546,3.0454545454545454,9.727272727272727,0.6111111111111112
in,jasper,15568,40597,1.7272727272727273,3.9545454545454546,40.81818181818182,0.20754716981132076
in,huntington,17019,37086,1.4666666666666666,3.9,26.8,0.40540540540540543
in,hamilton,1580,64213,1.4666666666666666,3.6333333333333333,19.666666666666668,0.2964426877470356
in,fulton,318,36386,1.525,3.925,18.275,0.23121387283236994
in,franklin,25248,40595,1.2580645161290323,3.3225806451612905,27.741935483870968,0.3875
in,elkhart,52367,38511,1.3831775700934579,3.2383177570093458,29.869158878504674,0.3282208588957055
in,decatur,9843,38304,1.5,3.375,14.6875,0.5714285714285714
in,clinton,4717,34936,1.3333333333333333,2.5555555555555554,5.777777777777778,0.6428571428571429
in,wayne,952,36972,1.6153846153846154,3.9615384615384617,46.38461538461539,0.21311475409836064
in,jefferson,1131,37002,1.625,3.5625,16.25,0.26666666666666666
in,lagrange,2748,34987,1.25,3.5,13.625,0.6153846153846154
in,adams,34460,35449,1.4666666666666666,3.933333333333333,14.0,0.36585365853658536
in,union,962,34404,1.28,3.2933333333333334,33.77333333333333,0.2757352941176471
in,newton,794,36608,1.4,4.12,23.2,0.21367521367521367
in,howard,2558,36841,1.2765957446808511,3.4574468085106385,22.851063829787233,0.32867132867132864
in,brown,2647,40633,1.5217391304347827,3.8405797101449277,258.79227053140096,0.14785714285714285
in,orange,700,31901,1.4166666666666667,4.041666666666667,16.5,0.19047619047619047
in,delaware,3475,32666,1.7142857142857142,4.0,24.285714285714285,0.3111111111111111
in,jennings,1416,34177,1.3571428571428572,3.7857142857142856,9.857142857142858,0.56
in,johnson,499,42691,1.6875,4.03125,20.875,0.2318840579710145
in,posey,3931,45646,1.2,3.3,6.9,0.7142857142857143
in,cass,338,34954,1.25,4.083333333333333,14.75,0.23529411764705882
in,owen,1095,33173,1.4838709677419355,3.6693548387096775,41.096774193548384,0.29245283018867924
in,benton,3128,39432,1.3979591836734695,3.3214285714285716,29.23469387755102,0.33220338983050846
in,miami,1273,31354,1.8298969072164948,4.110824742268041,390.9020618556701,0.058787878787878785
in,jackson,532,38888,1.1111111111111112,3.8333333333333335,3.5555555555555554,0.6923076923076923
in,noble,1915,34625,1.3333333333333333,4.333333333333333,7.333333333333333,0.6666666666666666
in,lake,2433,38485,1.5698924731182795,3.4086021505376345,100.65591397849462,0.29523809523809524
in,perry,30956,33711,1.36,4.0,18.92,0.23148148148148148
in,clay,3540,33864,1.5714285714285714,4.196428571428571,87.0,0.22950819672131148
in,harrison,4132,37177,1.2142857142857142,3.5714285714285716,17.785714285714285,0.5384615384615384
in,st. joseph,75633,41274,1.51,3.325,58.16,0.33112582781456956
in,ohio,1930,35220,1.4615384615384615,3.3698224852071004,76.49112426035504,0.35135135135135137
in,grant,1031,35592,1.1842105263157894,3.6184210526315788,7.5,0.1919191919191919
in,tippecanoe,2357,34210,1.391304347826087,3.382608695652174,50.756521739130434,0.33430232558139533
in,boone,1446,62698,1.4666666666666666,3.9,44.13333333333333,0.25
ks,lyon,523,33378,1.5,4.321428571428571,49.57142857142857,0.25925925925925924
ks,elk,743,39799,1.0,4.75,5.0,0.36363636363636365
ks,harvey,92,38197,1.4375,3.96875,20.5,0.3076923076923077
ks,sheridan,212,52677,1.2222222222222223,3.4444444444444446,7.111111111111111,0.5294117647058824
ks,neosho,263,35565,1.625,4.125,13.0,0.12121212121212122
ks,pottawatomie,197,48438,1.5,3.47,47.72,0.3105590062111801
ks,crawford,590,33475,1.0,4.0,5.5,0.2857142857142857
ks,franklin,347,37003,1.25,4.083333333333333,29.25,0.18461538461538463
ks,clay,70,39251,1.1666666666666667,3.5833333333333335,6.0,0.6
ks,scott,2265,67443,1.2,3.4,14.6,0.75
ks,pawnee,298,42814,1.1818181818181819,3.4545454545454546,4.0,0.6470588235294118
ks,grant,50,51243,1.1428571428571428,3.2857142857142856,5.285714285714286,0.6363636363636364
ks,sherman,537,36625,1.125,3.5625,7.375,0.6153846153846154
ks,comanche,438,38696,1.2916666666666667,3.1875,11.333333333333334,0.192
ks,jefferson,614,38324,1.5,4.0,5.0,0.3333333333333333
ks,thomas,54,39719,1.1764705882352942,3.0588235294117645,29.058823529411764,0.8095238095238095
ks,douglas,108,37883,1.4658385093167703,3.8322981366459627,53.06211180124224,0.1689401888772298
ks,gove,153,53858,1.3,3.65,12.5,0.7142857142857143
ks,cheyenne,194,42686,1.0,4.833333333333333,4.666666666666667,0.3333333333333333
ks,wabaunsee,521,45431,1.3409090909090908,3.6136363636363638,37.5,0.2619047619047619
ks,smith,266,40583,1.0,4.416666666666667,9.0,0.75
ks,morris,24,39588,1.375,4.0625,29.625,0.25
ks,morton,439,38439,1.0,2.5,2.0,0.2
ks,sumner,157,36574,1.2142857142857142,3.392857142857143,7.285714285714286,0.8235294117647058
ks,greenwood,464,40168,1.2,4.2,3.4,0.625
