,State,City,name,cat,price,rating,review,BusinessType,Total
0, al,butler,The Mason,Hotels,$$,5.0,3,hotel,53
1, al,butler,The Mason,Hotels,0,5.0,1,hotel,53
2, al,butler,Western Inn,Hotels,0,3.0,1,hotel,53
3, al,butler,Hampton Inn Jackson,Hotels,0,4.5,7,hotel,53
4, al,butler,Drury Inn & Suites - Meridian,Hotels,$$,4.0,42,hotel,53
5, al,butler,Best Western Plus Two Rivers Hotel & Suites,Hotels,$$,5.0,3,hotel,53
6, al,butler,Fairfield Inn and Suites,Hotels,$$,4.0,21,hotel,53
7, al,butler,Tru by Hilton Meridian,Hotels,$$,3.5,21,hotel,53
8, al,butler,Holiday Inn Meridian E - I 20/I 59,Hotels,$$,4.0,22,hotel,53
9, al,butler,Best Western Suites,Hotels,$$,5.0,1,hotel,53
10, al,butler,Quality Inn & Suites,Hotels,0,2.5,3,hotel,53
11, al,butler,Comfort Inn,Hotels,$$,4.0,5,hotel,53
12, al,butler,Hilton Garden Inn Meridian,Hotels,$$,4.0,17,hotel,53
13, al,butler,Comfort Inn,Hotels,$$,3.0,5,hotel,53
14, al,butler,Best Western Demopolis,Hotels,$$,4.0,8,hotel,53
15, al,butler,MainStay Suites,Hotels,$$,5.0,2,hotel,53
16, al,butler,Comfort Inn,Hotels,$$,4.0,6,hotel,53
17, al,butler,Western Inn,Hotels,$$,4.0,1,hotel,53
18, al,butler,Holiday Inn Express & Suites Meridian,Hotels,$$,3.5,18,hotel,53
19, al,butler,Travelers Inn & Suites,Hotels,$$,2.5,2,hotel,53
0, al,cherokee,The Stricklin Hotel,Hotels,0,4.0,10,hotel,95
1, al,cherokee,Holiday Inn Express & Suites Fulton,Venues & Event Spaces,$$,4.5,18,hotel,95
2, al,cherokee,Belmont Hotel,Hotels,$,5.0,4,hotel,95
3, al,cherokee,GunRunner Boutique Hotel,Hotels,$$,4.5,10,hotel,95
4, al,cherokee,Marriott Shoals Hotel & Spa,Hotels,$$,3.5,45,hotel,95
5, al,cherokee,Hampton Inn Corinth,Hotels,$$,4.5,6,hotel,95
6, al,cherokee,Hampton Inn Pickwick Dam-At Shiloh Falls,Hotels,$$,4.0,5,hotel,95
7, al,cherokee,Best Western Plus Russellville Hotel & Suites,Hotels,$$,3.5,6,hotel,95
8, al,cherokee,Residence Inn Florence,Hotels,$$,4.0,17,hotel,95
9, al,cherokee,Comfort Inn & Suites Tuscumbia - Muscle Shoals,Hotels,$,3.0,2,hotel,95
10, al,cherokee,The Bricks,Hotels,0,5.0,1,hotel,95
11, al,cherokee,Holiday Inn Express & Suites Corinth,Hotels,$$,3.5,12,hotel,95
12, al,cherokee,Comfort Suites Florence Shoals Area,Hotels,$$,4.0,8,hotel,95
13, al,cherokee,Holiday Inn Express & Suites Florence Northeast,Hotels,$$$,4.5,3,hotel,95
14, al,cherokee,Hampton Inn Florence-Midtown,Hotels,$$,4.0,6,hotel,95
15, al,cherokee,Quality Inn,Hotels,$$,4.5,4,hotel,95
16, al,cherokee,Cold Water Inn,Hotels,0,3.5,6,hotel,95
17, al,cherokee,Microtel Inn & Suites by Wyndham Tuscumbia/Muscle Shoals,Hotels,$$,4.0,9,hotel,95
18, al,cherokee,Hampton Inn & Suites Florence-Downtown,Hotels,$$,3.0,9,hotel,95
19, al,cherokee,Clarion Inn,Hotels,0,5.0,1,hotel,95
20, al,cherokee,Days Inn by Wyndham Moulton,Hotels,$,1.0,3,hotel,95
21, al,cherokee,Budget Inn,Hotels,0,1.0,1,hotel,95
22, al,cherokee,Southwood Inn,Hotels,$$,3.0,2,hotel,95
23, al,cherokee,Savannah Motel,Hotels,$$,3.5,6,hotel,95
24, al,cherokee,Relax Inn,Hotels,$,3.0,1,hotel,95
25, al,cherokee,Super 8 by Wyndham Booneville,Hotels,0,1.5,2,hotel,95
26, al,cherokee,Botel,Hotels,0,2.5,2,hotel,95
27, al,cherokee,Days Inn by Wyndham Fulton,Hotels,$,1.0,1,hotel,95
28, al,cherokee,City Lodge,Hotels,0,1.0,1,hotel,95
29, al,cherokee,Mississippi Welcome Center,Travel Services,0,5.0,2,hotel,95
30, al,cherokee,Super 8 Motel,Hotels,$$,1.0,1,hotel,95
31, al,cherokee,Economy Inn,Hotels,$,1.0,1,hotel,95
32, al,cherokee,Imperial Inn,Hotels,0,1.0,1,hotel,95
33, al,cherokee,Corinth Inn and Suites,Hotels,0,1.0,2,hotel,95
34, al,cherokee,Motel 6,Hotels,0,1.0,1,hotel,95
35, al,cherokee,America Best Value Inn,Hotels,0,1.5,6,hotel,95
36, al,cherokee,Shaws Komfort Motel,Hotels,0,1.0,1,hotel,95
37, al,cherokee,Deerfield Inn,Hotels,$$,1.5,3,hotel,95
38, al,cherokee,Best Western Plus Tupelo Inn & Suites,Hotels,$$,4.5,19,hotel,95
39, al,cherokee,Wingate By Wyndham Tupelo,Hotels,$$,3.5,22,hotel,95
0, al,clay,Holiday Inn Express & Suites Birmingham Ne - Trussville,Hotels,$$,3.5,7,hotel,39
1, al,clay,"Hampton Inn Birmingham/Leeds, AL",Hotels,$$,4.5,19,hotel,39
2, al,clay,Comfort Inn & Suites Trussville I-59 exit 141,Hotels,$,3.0,6,hotel,39
3, al,clay,Best Western Plus Bass Hotel & Suites,Hotels,$$,3.5,11,hotel,39
4, al,clay,Quality Inn,Hotels,$$,3.0,8,hotel,39
5, al,clay,Holiday Inn Express & Suites Birmingham North - Fultondale,Hotels,0,4.0,9,hotel,39
6, al,clay,Hampton Inn,Hotels,$$,3.5,14,hotel,39
7, al,clay,Courtyard by Marriott Trussville,Hotels,$$,2.5,26,hotel,39
8, al,clay,Hilton Garden Inn Birmingham/Trussville,Hotels,$$,3.0,14,hotel,39
9, al,clay,Hampton Inn Birmingham/Trussville,Hotels,$$,3.0,16,hotel,39
10, al,clay,Hyatt Place,Hotels,0,3.0,1,hotel,39
11, al,clay,Home2 Suites by Hilton Birmingham Fultondale,Hotels,0,5.0,1,hotel,39
12, al,clay,Days Inn by Wyndham Leeds,Hotels,$$,3.0,13,hotel,39
13, al,clay,Comfort Inn Birmingham - Irondale,Hotels,$$,4.0,41,hotel,39
14, al,clay,Capps Cove Bed & Breakfast,Hotels,$$,5.0,1,hotel,39
15, al,clay,Comfort Inn & Suites,Hotels,$$,2.5,6,hotel,39
16, al,clay,Fairfield Inn & Suites,Hotels,$$,3.0,10,hotel,39
17, al,clay,Comfort Suites Fultondale I-65 near I-22,Hotels,$$,2.5,12,hotel,39
18, al,clay,Days Inn by Wyndham Fultondale,Hotels,$,2.5,10,hotel,39
19, al,clay,La Quinta by Wyndham Fultondale Birmingham North,Hotels,$$,3.0,15,hotel,39
0, al,cullman,Holiday Inn Express & Suites - Cullman,Hotels,$$,3.0,13,hotel,12
1, al,cullman,La Quinta by Wyndham Cullman,Hotels,$$,4.0,14,hotel,12
2, al,cullman,Hampton Inn Cullman,Hotels,$$,3.5,14,hotel,12
3, al,cullman,Best Western Fairwinds Inn,Hotels,$$,3.0,6,hotel,12
4, al,cullman,Comfort Suites Cullman I-65 Exit 310,Hotels,0,3.0,3,hotel,12
5, al,cullman,Days Inn by Wyndham Cullman,Hotels,$$,1.5,19,hotel,12
6, al,cullman,Econo Lodge,Hotels,$,2.5,7,hotel,12
7, al,cullman,Sleep Inn & Suites,Hotels,$$$,3.0,10,hotel,12
8, al,cullman,Quality Inn,Hotels,0,3.0,3,hotel,12
9, al,cullman,Americas Best Value Inn,Hotels,0,3.0,1,hotel,12
10, al,cullman,Pilot Travel Center,Rest Stops,$$,3.5,6,hotel,12
11, al,cullman,Economy Inn,Hotels,$$,3.0,2,hotel,12
0, al,elmore,Courtyard by Marriott Prattville,Hotels,$$,4.0,4,hotel,16
1, al,elmore,Home2 Suites By Hilton Prattville,Hotels,$$,4.0,15,hotel,16
2, al,elmore,La Quinta by Wyndham Prattville,Hotels,$$,3.5,22,hotel,16
3, al,elmore,Hampton Inn & Suites Prattville,Hotels,$$,2.5,13,hotel,16
4, al,elmore,Springhill Suites by Marriott,Hotels,0,3.5,3,hotel,16
5, al,elmore,Days Inn & Suites by Wyndham Prattville-Montgomery,Hotels,$$,3.5,4,hotel,16
6, al,elmore,Country Inn & Suites - Millbrook,Hotels,$$$,3.5,2,hotel,16
7, al,elmore,Sleep Inn & Suites Millbrook - Prattville,Hotels,$$,3.0,4,hotel,16
8, al,elmore,Howard Johnson by Wyndham Prattville,Hotels,$$,3.5,3,hotel,16
9, al,elmore,Super 8 by Wyndham Prattville Montgomery,Hotels,$,3.0,8,hotel,16
10, al,elmore,Baymont by Wyndham Prattville,Hotels,$$,2.5,17,hotel,16
11, al,elmore,Econo Lodge,Hotels,0,3.5,4,hotel,16
12, al,elmore,Quality Inn,Hotels,$$,3.0,13,hotel,16
13, al,elmore,Key West  Inn - Millbrook,Hotels,0,2.0,5,hotel,16
14, al,elmore,InTown Suites,Hotels,$,1.5,3,hotel,16
15, al,elmore,Red Roof Inn - Prattville,Hotels,0,1.0,3,hotel,16
0, al,fayette,Hampton Inn Winfield,Hotels,$$,5.0,17,hotel,7
1, al,fayette,Rose House Inn,Bed & Breakfast,0,3.0,5,hotel,7
2, al,fayette,Holiday Inn Guin,Venues & Event Spaces,$$,4.5,8,hotel,7
3, al,fayette,Twin Gables Inn,Hotels,0,5.0,1,hotel,7
4, al,fayette,Relax Inn,Hotels,0,3.5,3,hotel,7
5, al,fayette,Vernon Motel,Hotels,0,1.0,2,hotel,7
6, al,fayette,Country Squire Motel,Hotels,0,1.0,1,hotel,7
0, al,franklin,Kellogg Hotel and Convention Center,Hotels,$$,3.0,9,hotel,203
1, al,franklin,Tru by Hilton Auburn,Hotels,0,4.5,8,hotel,203
2, al,franklin,Holiday Inn Express Montgomery - East I-85,Venues & Event Spaces,$$,4.5,24,hotel,203
3, al,franklin,Creekside Lodge,Hotels,$$,4.0,4,hotel,203
4, al,franklin,Kellogg Conference Center At Tuskegee University,Hotels,$,5.0,1,hotel,203
5, al,franklin,Hampton Inn Wetumpka,Hotels,0,5.0,1,hotel,203
6, al,franklin,TownePlace Suites by Marriott Auburn,Hotels,$$,4.5,11,hotel,203
7, al,franklin,The Hotel at Auburn University and Dixon Conference Center,Hotels,$$$,4.5,47,hotel,203
8, al,franklin,Hilton Garden Inn Auburn/Opelika,Hotels,$$,4.0,12,hotel,203
9, al,franklin,Holiday Inn Express & Suites Auburn - University Area,Hotels,$$,3.5,13,hotel,203
10, al,franklin,Courtyard by Marriott Troy,Hotels,$$,3.5,14,hotel,203
11, al,franklin,Auburn Marriott Opelika Resort & Spa at Grand National,Hotels,$$,4.0,28,hotel,203
12, al,franklin,Homewood Suites by Hilton Montgomery EastChase,Hotels,$$$,4.5,26,hotel,203
13, al,franklin,Days Inn by Wyndham Shorter,Hotels,$$,2.0,9,hotel,203
14, al,franklin,Hampton Inn & Suites Opelika - I-85 - Auburn Area,Hotels,$$,4.5,6,hotel,203
15, al,franklin,Hampton Inn & Suites Montgomery-EastChase,Hotels,$$,4.5,18,hotel,203
16, al,franklin,Hampton Inn Troy,Hotels,$$,3.5,8,hotel,203
17, al,franklin,Hilton Garden Inn Montgomery - EastChase,Hotels,$$$,4.5,15,hotel,203
18, al,franklin,Crenshaw Guest House Bed & B'fast,Hotels,$$,5.0,12,hotel,203
19, al,franklin,Drury Inn & Suites Montgomery,Hotels,$$,4.5,38,hotel,203
20, al,franklin,Best Western Troy Inn,Hotels,$$,3.0,17,hotel,203
21, al,franklin,The Lattice Inn,Hotels,$$,5.0,8,hotel,203
22, al,franklin,La Quinta by Wyndham Opelika Auburn,Hotels,$$,3.5,8,hotel,203
23, al,franklin,Quality Inn Auburn Campus Area I-85,Hotels,$,2.5,8,hotel,203
24, al,franklin,Country Inn & Suites,Hotels,$$,3.0,7,hotel,203
25, al,franklin,Holiday Inn Express & Suites Prattville South,Venues & Event Spaces,$$,3.0,8,hotel,203
26, al,franklin,"Wind Creek Casino & Hotel, Montgomery",Casinos,$$,2.5,28,hotel,203
27, al,franklin,La Quinta by Wyndham Prattville,Hotels,$$,3.5,22,hotel,203
28, al,franklin,Clarion Inn & Suites University Center,Hotels,$$,2.5,11,hotel,203
29, al,franklin,Microtel Inn & Suites by Wyndham Opelika,Hotels,$$,3.0,11,hotel,203
30, al,franklin,Hampton Inn Montgomery-South-Airport,Hotels,$$,3.0,16,hotel,203
31, al,franklin,Sleep Inn & Suites,Hotels,$$,2.5,11,hotel,203
32, al,franklin,Holiday Inn Montgomery Airport South,Hotels,$$,3.5,21,hotel,203
33, al,franklin,Comfort Suites Airport South,Hotels,$$,4.0,13,hotel,203
34, al,franklin,Holiday Inn Express Clanton,Hotels,$$,3.0,7,hotel,203
35, al,franklin,Econo Lodge Auburn near University,Hotels,$$,3.0,8,hotel,203
36, al,franklin,Sleep Inn & Suites East Chase,Hotels,$,2.0,13,hotel,203
37, al,franklin,Springhill Suites by Marriott,Hotels,0,3.5,3,hotel,203
38, al,franklin,University Inn,Hotels,$,2.5,8,hotel,203
39, al,franklin,Columbus Marriott,Hotels,$$,3.5,54,hotel,203
40, al,franklin,Hampton Inn & Suites Phenix City- Columbus Area,Hotels,$$,3.5,19,hotel,203
41, al,franklin,Sonesta ES Suites Montgomery,Hotels,0,3.0,1,hotel,203
42, al,franklin,Quality Inn & Suites,Hotels,$$,2.5,10,hotel,203
43, al,franklin,Embassy Suites by Hilton Montgomery Hotel & Conference Center,Hotels,$$,2.5,95,hotel,203
44, al,franklin,Tall Pines Motel,Hotels,0,3.5,3,hotel,203
45, al,franklin,Wingate By Wyndham,Hotels,$$,2.0,21,hotel,203
46, al,franklin,InTown Suites - Auburn,Hotels,$,2.5,4,hotel,203
47, al,franklin,Super 8 by Wyndham Prattville Montgomery,Hotels,$,3.0,8,hotel,203
48, al,franklin,Econo Lodge,Hotels,0,3.5,4,hotel,203
49, al,franklin,Baymont by Wyndham Prattville,Hotels,$$,2.5,17,hotel,203
50, al,franklin,Home Inn & Suites,Hotels,$$,2.5,9,hotel,203
51, al,franklin,Studio 6,Hotels,0,2.5,9,hotel,203
52, al,franklin,Stay Lodge,Hotels,0,1.5,3,hotel,203
53, al,franklin,Hilton Gardens,Hotels,$$,2.5,3,hotel,203
54, al,franklin,Holiday Inn Express,Hotels,$$,3.0,2,hotel,203
55, al,franklin,Best Western Inn,Hotels,$$,3.0,8,hotel,203
56, al,franklin,Alabama Hotel,Hotels,$,2.0,11,hotel,203
57, al,franklin,Motel 6,Hotels,$,2.0,4,hotel,203
58, al,franklin,Quality Inn,Hotels,$$,3.0,13,hotel,203
59, al,franklin,Regency Inn,Hotels,$$,3.0,4,hotel,203
60, al,franklin,Econo Lodge,Hotels,0,1.0,1,hotel,203
61, al,franklin,Alex City Motel,Hotels,0,1.0,2,hotel,203
62, al,franklin,InTown Suites,Hotels,$,1.5,3,hotel,203
63, al,franklin,Maxwell Inn,Hotels,0,1.0,1,hotel,203
64, al,franklin,The Trojan Lodge,Vacation Rentals,0,3.5,2,hotel,203
65, al,franklin,Budget Inn,Hotels,$,1.0,1,hotel,203
66, al,franklin,Extended Stay America Montgomery - Eastern Blvd,Hotels,0,2.0,4,hotel,203
67, al,franklin,Southern Harbor Resort & Marina,Resorts,0,3.0,2,hotel,203
68, al,franklin,Red Roof Inn - Prattville,Hotels,0,1.0,3,hotel,203
69, al,franklin,Value Place,Hotels,$,1.0,1,hotel,203
70, al,franklin,Bamboo Motel,Hotels,0,5.0,1,hotel,203
71, al,franklin,Red Roof Inn West Point,Hotels,0,1.0,1,hotel,203
72, al,franklin,Days Inn by Wyndham Montgomery,Hotels,0,1.0,6,hotel,203
73, al,franklin,Lexington Hotel University Convention Center,Hotels,0,1.0,2,hotel,203
74, al,franklin,Wingate By Wyndham Montgomery,Hotels,0,1.0,1,hotel,203
75, al,franklin,Super 8 by Wyndham Phenix City,Hotels,0,3.0,3,hotel,203
76, al,franklin,Days Inn Lanett,Hotels,0,1.0,1,hotel,203
77, al,franklin,Days Inn by Wyndham Clanton AL,Hotels,$$,2.0,5,hotel,203
78, al,franklin,America's Best Value Inn,Hotels,0,1.0,2,hotel,203
79, al,franklin,Opelika Inn,Hotels,0,1.0,2,hotel,203
0, al,geneva,Briarwood Inn of Geneva,Hotels,$$,3.5,4,hotel,41
1, al,geneva,Fairfield Inn & Suites by Marriott Enterprise,Hotels,$$,4.0,13,hotel,41
2, al,geneva,Holiday Inn Express & Suites -m Bonifay,Hotels,$$,4.5,20,hotel,41
3, al,geneva,Holiday Inn Express Defuniak Springs,Venues & Event Spaces,$$,4.0,13,hotel,41
4, al,geneva,Best Western Opp Inn,Hotels,$$,5.0,4,hotel,41
5, al,geneva,Best Western Plus Circle Inn,Hotels,$$,3.5,11,hotel,41
6, al,geneva,Hampton Inn Enterprise,Hotels,$$,3.5,18,hotel,41
7, al,geneva,Candlewood Suites Enterprise,Hotels,$$,2.0,15,hotel,41
8, al,geneva,Rodeway Inn & Suites Fort Rucker,Hotels,0,4.0,2,hotel,41
9, al,geneva,Quality Inn Chipley I-10 at Exit 120,Hotels,$,3.5,16,hotel,41
10, al,geneva,Hotel Defuniak,Hotels,$$,4.0,11,hotel,41
11, al,geneva,Red Roof Inn Chipley,Hotels,$$,5.0,2,hotel,41
12, al,geneva,Best Western Crossroads Inn,Hotels,$$,3.0,25,hotel,41
13, al,geneva,Super 8 by Wyndham Defuniak Springs,Hotels,0,4.5,3,hotel,41
14, al,geneva,IHG Army Hotels,Hotels,$$,2.0,9,hotel,41
15, al,geneva,Vortex Spring,Resorts,0,3.5,25,hotel,41
16, al,geneva,Days Inn by Wyndham Chipley,Hotels,$$,2.5,8,hotel,41
17, al,geneva,Hilcrest Inn & Suites,Hotels,$,2.5,7,hotel,41
18, al,geneva,Twin Lakes Camp Resort,Resorts,0,5.0,8,hotel,41
19, al,geneva,Econo Lodge,Hotels,0,2.5,8,hotel,41
0, al,jackson,Hampton Inn Jackson,Hotels,0,4.5,7,hotel,32
1, al,jackson,Best Western Suites,Hotels,$$,5.0,1,hotel,32
2, al,jackson,Downtown Inn,Hotels,0,3.0,2,hotel,32
3, al,jackson,Royal Inn,Hotels,0,1.0,1,hotel,32
4, al,jackson,Fairfield Inn & Suites by Marriott Atmore,Hotels,$$,4.0,8,hotel,32
5, al,jackson,Best Western Inn,Hotels,$$,4.0,2,hotel,32
6, al,jackson,The Mason,Hotels,$$,5.0,3,hotel,32
7, al,jackson,Budget Inn,Hotels,$,5.0,4,hotel,32
8, al,jackson,Windtree Inn,Hotels,0,1.0,1,hotel,32
9, al,jackson,Quality Inn & Suites,Hotels,0,2.5,3,hotel,32
10, al,jackson,Hampton Inn Atmore,Hotels,$$,3.5,8,hotel,32
11, al,jackson,Log Cabin Inn,Hotels,$$,4.0,9,hotel,32
12, al,jackson,Country Inn and Suites by Carlson,Hotels,$$,2.5,3,hotel,32
13, al,jackson,Americas Best Value Inn Monroeville,Hotels,$$,3.5,2,hotel,32
14, al,jackson,Holiday Inn Express Atmore,Hotels,$$,2.0,7,hotel,32
15, al,jackson,The Mason,Hotels,0,5.0,1,hotel,32
16, al,jackson,"Wind Creek Casino and Hotel, Atmore",Hotels,$$,3.0,70,hotel,32
17, al,jackson,Travelers Inn & Suites,Hotels,$$,2.5,2,hotel,32
18, al,jackson,Royal Inn,Hotels,$,3.0,1,hotel,32
19, al,jackson,Claridge Inn And Suites,Hotels,$,2.5,2,hotel,32
0, al,madison,Holiday Inn Express & Suites Huntsville Airport,Hotels,$$,4.5,14,hotel,81
1, al,madison,Holiday Inn Express & Suites Huntsville West - Research Pk,Venues & Event Spaces,$$,4.5,22,hotel,81
2, al,madison,Hampton Inn Huntsville - Village Of Providence,Hotels,$$,5.0,4,hotel,81
3, al,madison,SpringHill Suites by Marriott Huntsville West/Research Park,Hotels,$$,4.5,23,hotel,81
4, al,madison,Home2 Suites by Hilton Madison Huntsville Airport,Hotels,0,5.0,2,hotel,81
5, al,madison,TownePlace Suites Huntsville West/Redstone Gateway,Venues & Event Spaces,$$,5.0,8,hotel,81
6, al,madison,Drury Inn & Suites Huntsville at the Space & Rocket Center,Hotels,0,4.5,16,hotel,81
7, al,madison,Best Western Plus Madison-Huntsville Hotel,Hotels,$$$,3.0,24,hotel,81
8, al,madison,Homewood Suites Huntsville/Village of Providence,Hotels,$$,4.0,17,hotel,81
9, al,madison,Country Inns & Suites,Hotels,$$,4.0,7,hotel,81
10, al,madison,La Quinta by Wyndham Huntsville Airport Madison,Hotels,$$,3.5,14,hotel,81
11, al,madison,Holiday Inn Huntsville-Research Park,Hotels,$$,3.5,55,hotel,81
12, al,madison,Hampton Inn Madison Huntsville Airport,Hotels,$$,3.5,14,hotel,81
13, al,madison,Hampton Inn & Suites Huntsville / Research Park Area,Hotels,$$,4.0,12,hotel,81
14, al,madison,Holiday Inn Express & Suites Athens,Hotels,$$$,4.5,6,hotel,81
15, al,madison,Comfort Inn,Hotels,$$,4.0,8,hotel,81
16, al,madison,Home2 Suites Huntsville,Hotels,$$,3.5,21,hotel,81
17, al,madison,Element Huntsville,Hotels,$$,3.0,23,hotel,81
18, al,madison,Sleep Inn & Suites Huntsville near U.S. Space & Rocket Center,Hotels,$$,4.5,8,hotel,81
19, al,madison,The Westin Huntsville,Hotels,$$$,3.0,66,hotel,81
20, al,madison,Radisson,Hotels,$$,1.0,3,hotel,81
21, al,madison,Federal Square Inn & Suites,Hotels,$$$,2.5,2,hotel,81
22, al,madison,Plus Rocket City Inn & Suites,Hotels,$$,3.5,4,hotel,81
23, al,madison,Sleep Inn Athens I-65,Hotels,$,2.0,11,hotel,81
24, al,madison,Hampton Inn Huntsville-Arsenal/South Pkway,Hotels,$$,3.5,20,hotel,81
25, al,madison,Tom Bevill Conference Center And Hotel,Hotels,$$,3.0,4,hotel,81
26, al,madison,Days Inn by Wyndham Athens,Hotels,$$,2.5,8,hotel,81
27, al,madison,Fairfield Inn & Suites,Hotels,$$,3.0,5,hotel,81
28, al,madison,Super 8 by Wyndham Athens,Hotels,$$,2.0,8,hotel,81
29, al,madison,DoubleTree Suites by Hilton Hotel Huntsville South,Hotels,$$,3.0,24,hotel,81
30, al,madison,Redstone Arsenal Guest House,Hotels,$$,3.0,1,hotel,81
31, al,madison,West Valley,Real Estate,0,1.0,1,hotel,81
32, al,madison,Extended Stay America Huntsville - U.S. Space and Rocket Center,Hotels,0,3.5,3,hotel,81
33, al,madison,Value Place,Hotels,$,2.0,4,hotel,81
34, al,madison,Haven inn,Hotels,0,3.0,1,hotel,81
35, al,madison,Travel Inn,Hotels,$,2.0,6,hotel,81
36, al,madison,Econo Lodge Inn & Suites,Hotels,$$,1.0,4,hotel,81
37, al,madison,Econo Lodge,Hotels,0,1.0,3,hotel,81
38, al,madison,Shelby Motel,Hotels,$,2.0,2,hotel,81
39, al,madison,Grand Palace Inn,Hotels,0,1.0,2,hotel,81
0, al,marion,Sleep Inn & Suites,Hotels,$$,4.0,9,hotel,12
1, al,marion,Gateway Inn,Hotels,$$,1.0,1,hotel,12
2, al,marion,Hampton Inn Selma,Hotels,$$,3.5,12,hotel,12
3, al,marion,Holiday Inn Express & Suites Selma,Hotels,$$,3.0,17,hotel,12
4, al,marion,St James Hotel,Hotels,$$,3.5,8,hotel,12
5, al,marion,Quality Inn,Hotels,$$,3.0,5,hotel,12
6, al,marion,Comfort Inn,Hotels,0,2.0,8,hotel,12
7, al,marion,Windwood Inn,Hotels,0,2.5,2,hotel,12
8, al,marion,Selma Inn,Hotels,$$,2.5,3,hotel,12
9, al,marion,Budget Inn,Hotels,0,2.5,2,hotel,12
10, al,marion,Inn Motel & Restaurant,Hotels,$,1.0,1,hotel,12
11, al,marion,Luxury Inn and Suites,Hotels,0,2.0,1,hotel,12
0, al,mobile,The Battle House Renaissance Mobile Hotel & Spa,Hotels,$$$,4.0,112,hotel,137
1, al,mobile,Tru By Hilton Mobile,Hotels,0,4.0,7,hotel,137
2, al,mobile,Hampton Inn & Suites Mobile Providence Park/Airport,Hotels,$$,4.5,23,hotel,137
3, al,mobile,"The Admiral Hotel Mobile, Curio Collection by Hilton",Hotels,$$,3.5,69,hotel,137
4, al,mobile,Candlewood Suites Mobile-Downtown,Hotels,$$,5.0,17,hotel,137
5, al,mobile,Hampton Inn & Suites Mobile I-65@ Airport Blvd,Hotels,$$,4.5,16,hotel,137
6, al,mobile,Hampton Inn & Suites Mobile- Downtown Historic District,Hotels,$$,4.0,39,hotel,137
7, al,mobile,Hilton Garden Inn Mobile Downtown,Hotels,$$,4.5,14,hotel,137
8, al,mobile,Renaissance Mobile Riverview Plaza Hotel,Hotels,$$$,4.0,78,hotel,137
9, al,mobile,Hampton Inn Mobile-I-10/Bellingrath Gardens,Hotels,$$,4.5,15,hotel,137
10, al,mobile,Holiday Inn Express & Suites Mobile West - I-10,Hotels,$$,3.5,18,hotel,137
11, al,mobile,Malaga Inn,Hotels,$$,4.0,66,hotel,137
12, al,mobile,"The Grand Hotel Golf Resort & Spa, Autograph Collection",Hotels,0,4.0,29,hotel,137
13, al,mobile,Holiday Inn Express & Suites Mobile - University Area,Hotels,0,4.5,2,hotel,137
14, al,mobile,Holiday Inn Mobile-Dwtn/Hist. District,Hotels,$$,3.5,38,hotel,137
15, al,mobile,Home2 Suites by Hilton Mobile I-65 Government Boulevard,Hotels,$$,4.0,6,hotel,137
16, al,mobile,Hilton Garden Inn Mobile West I-65/Airport Blvd,Hotels,$$,3.5,26,hotel,137
17, al,mobile,Mobile Marriott,Hotels,$$,3.0,56,hotel,137
18, al,mobile,La Quinta by Wyndham Mobile - Tillman's Corner,Hotels,$$,3.5,53,hotel,137
19, al,mobile,Drury Inn Mobile,Hotels,$$,4.0,30,hotel,137
20, al,mobile,Fairfield Inn & Suites Mobile Daphne/Eastern Shore,Hotels,$$,4.0,14,hotel,137
21, al,mobile,Comfort Inn,Hotels,$$,3.0,13,hotel,137
22, al,mobile,Ashbury Hotel and Suites,Hotels,$,1.5,15,hotel,137
23, al,mobile,Baymont by Wyndham Mobile/Tillmans Corner,Hotels,$$,2.5,9,hotel,137
24, al,mobile,Super 8 by Wyndham Mobile,Hotels,$$,3.0,10,hotel,137
25, al,mobile,TownePlace Suites Mobile,Hotels,$$,2.0,12,hotel,137
26, al,mobile,Taylor Motel,Hotels,$,2.0,1,hotel,137
27, al,mobile,TownePlace Suites Mobile Saraland,Hotels,0,4.5,5,hotel,137
28, al,mobile,Extended Stay America - Mobile - Spring Hill,Hotels,$$,1.5,14,hotel,137
29, al,mobile,Log Cabin Inn,Hotels,$$,4.0,9,hotel,137
30, al,mobile,Emma's Bay House,Hotels,$$,4.0,8,hotel,137
31, al,mobile,Days Inn Mobile,Hotels,$$,3.5,2,hotel,137
32, al,mobile,Courtyard by Marriott Mobile Daphne/Eastern Shore,Hotels,$$,3.5,15,hotel,137
33, al,mobile,Red Roof Inn Mobile - Midtown,Hotels,$,1.5,19,hotel,137
34, al,mobile,Days Inn & Suites by Wyndham Mobile,Hotels,$$,1.5,19,hotel,137
35, al,mobile,Motel 6,Hotels,$,1.5,9,hotel,137
36, al,mobile,Jubilee Suites,Vacation Rentals,0,5.0,4,hotel,137
37, al,mobile,Bay Palms RV Resort,RV Parks,0,4.5,2,hotel,137
38, al,mobile,Comfort Suites North Mobile,Hotels,$$,3.5,6,hotel,137
39, al,mobile,Key West Inn - Fairhope,Hotels,$$,4.0,15,hotel,137
40, al,mobile,La Quinta by Wyndham Mobile Satsuma / Saraland,Hotels,$$,2.0,11,hotel,137
41, al,mobile,Baymont by Wyndham Saraland,Hotels,0,2.5,8,hotel,137
42, al,mobile,Quality Inn,Hotels,0,1.0,3,hotel,137
43, al,mobile,Econo Lodge,Hotels,0,1.0,4,hotel,137
