,GeoName,TimePeriod,DataValue
670,"Livingston, IL",2014,"41,466"
671,"Logan, IL",2014,"35,205"
672,"McDonough, IL",2014,"35,586"
673,"McHenry, IL",2014,"48,027"
674,"McLean, IL",2014,"43,634"
675,"Macon, IL",2014,"44,811"
676,"Macoupin, IL",2014,"36,352"
677,"Madison, IL",2014,"40,943"
678,"Marion, IL",2014,"38,112"
679,"Marshall, IL",2014,"42,080"
680,"Mason, IL",2014,"38,936"
681,"Massac, IL",2014,"34,722"
682,"Menard, IL",2014,"40,521"
683,"Mercer, IL",2014,"40,702"
684,"Monroe, IL",2014,"50,446"
685,"Montgomery, IL",2014,"33,349"
686,"Morgan, IL",2014,"36,602"
687,"Moultrie, IL",2014,"54,559"
688,"Ogle, IL",2014,"40,711"
689,"Peoria, IL",2014,"46,148"
690,"Perry, IL",2014,"34,612"
691,"Piatt, IL",2014,"47,513"
692,"Pike, IL",2014,"39,140"
693,"Pope, IL",2014,"26,405"
694,"Pulaski, IL",2014,"32,467"
695,"Putnam, IL",2014,"52,542"
696,"Randolph, IL",2014,"32,226"
697,"Richland, IL",2014,"39,787"
698,"Rock Island, IL",2014,"39,842"
699,"St. Clair, IL",2014,"39,740"
700,"Saline, IL",2014,"36,996"
701,"Sangamon, IL",2014,"43,441"
702,"Schuyler, IL",2014,"41,322"
703,"Scott, IL",2014,"37,014"
704,"Shelby, IL",2014,"35,902"
705,"Stark, IL",2014,"39,329"
706,"Stephenson, IL",2014,"38,812"
707,"Tazewell, IL",2014,"42,098"
708,"Union, IL",2014,"37,679"
709,"Vermilion, IL",2014,"35,825"
710,"Wabash, IL",2014,"41,797"
711,"Warren, IL",2014,"36,696"
712,"Washington, IL",2014,"46,128"
713,"Wayne, IL",2014,"40,354"
714,"White, IL",2014,"45,517"
715,"Whiteside, IL",2014,"39,529"
716,"Will, IL",2014,"45,465"
717,"Williamson, IL",2014,"39,973"
718,"Winnebago, IL",2014,"38,275"
719,"Woodford, IL",2014,"47,193"
720,"Adams, IN",2014,"35,449"
721,"Allen, IN",2014,"40,471"
722,"Bartholomew, IN",2014,"44,790"
723,"Benton, IN",2014,"39,432"
724,"Blackford, IN",2014,"33,937"
725,"Boone, IN",2014,"62,698"
726,"Brown, IN",2014,"40,633"
727,"Carroll, IN",2014,"39,667"
728,"Cass, IN",2014,"34,954"
729,"Clark, IN",2014,"40,151"
730,"Clay, IN",2014,"33,864"
731,"Clinton, IN",2014,"34,936"
732,"Crawford, IN",2014,"29,534"
733,"Daviess, IN",2014,"37,248"
734,"Dearborn, IN",2014,"41,332"
735,"Decatur, IN",2014,"38,304"
736,"DeKalb, IN",2014,"37,330"
737,"Delaware, IN",2014,"32,666"
738,"Dubois, IN",2014,"51,496"
739,"Elkhart, IN",2014,"38,511"
740,"Fayette, IN",2014,"35,734"
741,"Floyd, IN",2014,"47,171"
742,"Fountain, IN",2014,"35,873"
743,"Franklin, IN",2014,"40,595"
744,"Fulton, IN",2014,"36,386"
745,"Gibson, IN",2014,"40,959"
746,"Grant, IN",2014,"35,592"
747,"Greene, IN",2014,"34,568"
748,"Hamilton, IN",2014,"64,213"
749,"Hancock, IN",2014,"43,407"
750,"Harrison, IN",2014,"37,177"
751,"Hendricks, IN",2014,"42,937"
752,"Henry, IN",2014,"33,164"
753,"Howard, IN",2014,"36,841"
754,"Huntington, IN",2014,"37,086"
755,"Jackson, IN",2014,"38,888"
756,"Jasper, IN",2014,"40,597"
757,"Jay, IN",2014,"36,503"
758,"Jefferson, IN",2014,"37,002"
759,"Jennings, IN",2014,"34,177"
760,"Johnson, IN",2014,"42,691"
761,"Knox, IN",2014,"41,101"
762,"Kosciusko, IN",2014,"42,076"
763,"Lagrange, IN",2014,"34,987"
764,"Lake, IN",2014,"38,485"
765,"LaPorte, IN",2014,"36,772"
766,"Lawrence, IN",2014,"34,913"
767,"Madison, IN",2014,"33,764"
768,"Marion, IN",2014,"46,320"
769,"Marshall, IN",2014,"36,406"
770,"Martin, IN",2014,"34,486"
771,"Miami, IN",2014,"31,354"
772,"Monroe, IN",2014,"35,012"
773,"Montgomery, IN",2014,"37,697"
774,"Morgan, IN",2014,"39,004"
775,"Newton, IN",2014,"36,608"
776,"Noble, IN",2014,"34,625"
777,"Ohio, IN",2014,"35,220"
778,"Orange, IN",2014,"31,901"
779,"Owen, IN",2014,"33,173"
780,"Parke, IN",2014,"30,965"
781,"Perry, IN",2014,"33,711"
782,"Pike, IN",2014,"36,602"
783,"Porter, IN",2014,"45,101"
784,"Posey, IN",2014,"45,646"
785,"Pulaski, IN",2014,"39,477"
786,"Putnam, IN",2014,"32,737"
787,"Randolph, IN",2014,"35,269"
788,"Ripley, IN",2014,"37,430"
789,"Rush, IN",2014,"40,588"
790,"St. Joseph, IN",2014,"41,274"
791,"Scott, IN",2014,"33,426"
792,"Shelby, IN",2014,"39,033"
793,"Spencer, IN",2014,"39,496"
794,"Starke, IN",2014,"31,616"
795,"Steuben, IN",2014,"36,506"
796,"Sullivan, IN",2014,"31,374"
797,"Switzerland, IN",2014,"27,755"
798,"Tippecanoe, IN",2014,"34,210"
799,"Tipton, IN",2014,"40,206"
800,"Union, IN",2014,"34,404"
801,"Vanderburgh, IN",2014,"40,847"
802,"Vermillion, IN",2014,"35,532"
803,"Vigo, IN",2014,"34,509"
804,"Wabash, IN",2014,"38,314"
805,"Warren, IN",2014,"42,455"
806,"Warrick, IN",2014,"48,755"
807,"Washington, IN",2014,"33,987"
808,"Wayne, IN",2014,"36,972"
809,"Wells, IN",2014,"38,607"
810,"White, IN",2014,"38,740"
811,"Whitley, IN",2014,"38,821"
812,"Adair, IA",2014,"45,386"
813,"Adams, IA",2014,"63,823"
814,"Allamakee, IA",2014,"41,969"
815,"Appanoose, IA",2014,"33,310"
816,"Audubon, IA",2014,"46,872"
817,"Benton, IA",2014,"47,565"
818,"Black Hawk, IA",2014,"39,883"
819,"Boone, IA",2014,"45,036"
820,"Bremer, IA",2014,"44,058"
821,"Buchanan, IA",2014,"42,191"
822,"Buena Vista, IA",2014,"46,017"
823,"Butler, IA",2014,"44,132"
824,"Calhoun, IA",2014,"48,205"
825,"Carroll, IA",2014,"49,617"
826,"Cass, IA",2014,"43,539"
827,"Cedar, IA",2014,"48,797"
828,"Cerro Gordo, IA",2014,"50,254"
829,"Cherokee, IA",2014,"55,347"
830,"Chickasaw, IA",2014,"52,171"
831,"Clarke, IA",2014,"36,393"
832,"Clay, IA",2014,"47,171"
833,"Clayton, IA",2014,"44,107"
834,"Clinton, IA",2014,"39,659"
835,"Crawford, IA",2014,"41,336"
836,"Dallas, IA",2014,"58,194"
837,"Davis, IA",2014,"34,381"
838,"Decatur, IA",2014,"29,600"
839,"Delaware, IA",2014,"44,837"
840,"Des Moines, IA",2014,"46,007"
841,"Dickinson, IA",2014,"52,127"
842,"Dubuque, IA",2014,"42,870"
843,"Emmet, IA",2014,"41,343"
844,"Fayette, IA",2014,"39,680"
845,"Floyd, IA",2014,"41,127"
846,"Franklin, IA",2014,"50,235"
847,"Fremont, IA",2014,"43,944"
848,"Greene, IA",2014,"48,116"
849,"Grundy, IA",2014,"48,095"
850,"Guthrie, IA",2014,"48,191"
851,"Hamilton, IA",2014,"50,618"
852,"Hancock, IA",2014,"50,657"
853,"Hardin, IA",2014,"48,313"
854,"Harrison, IA",2014,"41,193"
855,"Henry, IA",2014,"38,084"
856,"Howard, IA",2014,"44,319"
857,"Humboldt, IA",2014,"45,629"
858,"Ida, IA",2014,"47,120"
859,"Iowa, IA",2014,"49,070"
860,"Jackson, IA",2014,"39,541"
861,"Jasper, IA",2014,"38,774"
862,"Jefferson, IA",2014,"37,397"
863,"Johnson, IA",2014,"46,471"
864,"Jones, IA",2014,"38,781"
865,"Keokuk, IA",2014,"42,783"
866,"Kossuth, IA",2014,"48,639"
867,"Lee, IA",2014,"37,425"
868,"Linn, IA",2014,"47,369"
869,"Louisa, IA",2014,"36,590"
870,"Lucas, IA",2014,"37,890"
871,"Lyon, IA",2014,"56,907"
872,"Madison, IA",2014,"43,109"
873,"Mahaska, IA",2014,"38,333"
874,"Marion, IA",2014,"40,851"
875,"Marshall, IA",2014,"38,463"
876,"Mills, IA",2014,"49,974"
877,"Mitchell, IA",2014,"57,565"
878,"Monona, IA",2014,"43,238"
879,"Monroe, IA",2014,"38,175"
880,"Montgomery, IA",2014,"37,876"
881,"Muscatine, IA",2014,"42,450"
882,"O'Brien, IA",2014,"53,714"
883,"Osceola, IA",2014,"57,030"
884,"Page, IA",2014,"38,783"
885,"Palo Alto, IA",2014,"54,480"
886,"Plymouth, IA",2014,"52,006"
887,"Pocahontas, IA",2014,"51,035"
888,"Polk, IA",2014,"47,497"
889,"Pottawattamie, IA",2014,"39,852"
890,"Poweshiek, IA",2014,"42,573"
891,"Ringgold, IA",2014,"42,291"
892,"Sac, IA",2014,"51,652"
893,"Scott, IA",2014,"48,408"
894,"Shelby, IA",2014,"50,283"
895,"Sioux, IA",2014,"49,244"
896,"Story, IA",2014,"37,519"
897,"Tama, IA",2014,"40,729"
898,"Taylor, IA",2014,"41,475"
899,"Union, IA",2014,"37,907"
900,"Van Buren, IA",2014,"36,138"
901,"Wapello, IA",2014,"34,477"
902,"Warren, IA",2014,"43,663"
903,"Washington, IA",2014,"51,235"
904,"Wayne, IA",2014,"38,470"
905,"Webster, IA",2014,"42,161"
906,"Winnebago, IA",2014,"41,495"
907,"Winneshiek, IA",2014,"43,715"
908,"Woodbury, IA",2014,"38,934"
909,"Worth, IA",2014,"44,482"
910,"Wright, IA",2014,"53,840"
911,"Allen, KS",2014,"36,328"
912,"Anderson, KS",2014,"39,120"
913,"Atchison, KS",2014,"33,996"
914,"Barber, KS",2014,"46,592"
915,"Barton, KS",2014,"50,739"
916,"Bourbon, KS",2014,"37,039"
917,"Brown, KS",2014,"41,150"
918,"Butler, KS",2014,"41,934"
919,"Chase, KS",2014,"41,188"
920,"Chautauqua, KS",2014,"40,592"
921,"Cherokee, KS",2014,"32,957"
922,"Cheyenne, KS",2014,"42,686"
923,"Clark, KS",2014,"51,097"
924,"Clay, KS",2014,"39,251"
925,"Cloud, KS",2014,"34,407"
926,"Coffey, KS",2014,"57,302"
927,"Comanche, KS",2014,"38,696"
928,"Cowley, KS",2014,"36,476"
929,"Crawford, KS",2014,"33,475"
930,"Decatur, KS",2014,"46,293"
931,"Dickinson, KS",2014,"36,223"
932,"Doniphan, KS",2014,"33,782"
933,"Douglas, KS",2014,"37,883"
934,"Edwards, KS",2014,"47,137"
935,"Elk, KS",2014,"39,799"
936,"Ellis, KS",2014,"47,125"
937,"Ellsworth, KS",2014,"38,612"
938,"Finney, KS",2014,"39,145"
939,"Ford, KS",2014,"32,681"
940,"Franklin, KS",2014,"37,003"
941,"Geary, KS",2014,"43,868"
942,"Gove, KS",2014,"53,858"
943,"Graham, KS",2014,"49,814"
944,"Grant, KS",2014,"51,243"
945,"Gray, KS",2014,"73,905"
946,"Greeley, KS",2014,"49,392"
947,"Greenwood, KS",2014,"40,168"
948,"Hamilton, KS",2014,"70,366"
949,"Harper, KS",2014,"44,958"
950,"Harvey, KS",2014,"38,197"
951,"Haskell, KS",2014,"74,156"
952,"Hodgeman, KS",2014,"47,953"
953,"Jackson, KS",2014,"36,827"
954,"Jefferson, KS",2014,"38,324"
955,"Jewell, KS",2014,"45,261"
956,"Johnson, KS",2014,"63,277"
957,"Kearny, KS",2014,"52,272"
958,"Kingman, KS",2014,"41,913"
959,"Kiowa, KS",2014,"31,897"
960,"Labette, KS",2014,"37,052"
961,"Lane, KS",2014,"79,792"
962,"Leavenworth, KS",2014,"38,217"
963,"Lincoln, KS",2014,"36,138"
964,"Linn, KS",2014,"32,225"
965,"Logan, KS",2014,"46,771"
966,"Lyon, KS",2014,"33,378"
967,"McPherson, KS",2014,"47,435"
968,"Marion, KS",2014,"36,386"
969,"Marshall, KS",2014,"42,815"
970,"Meade, KS",2014,"55,983"
971,"Miami, KS",2014,"41,823"
972,"Mitchell, KS",2014,"49,249"
973,"Montgomery, KS",2014,"35,014"
974,"Morris, KS",2014,"39,588"
975,"Morton, KS",2014,"38,439"
976,"Nemaha, KS",2014,"50,505"
977,"Neosho, KS",2014,"35,565"
978,"Ness, KS",2014,"51,163"
979,"Norton, KS",2014,"41,647"
980,"Osage, KS",2014,"36,926"
981,"Osborne, KS",2014,"42,878"
982,"Ottawa, KS",2014,"36,310"
983,"Pawnee, KS",2014,"42,814"
984,"Phillips, KS",2014,"48,735"
985,"Pottawatomie, KS",2014,"48,438"
986,"Pratt, KS",2014,"45,391"
987,"Rawlins, KS",2014,"44,837"
988,"Reno, KS",2014,"36,148"
989,"Republic, KS",2014,"44,780"
990,"Rice, KS",2014,"44,618"
991,"Riley, KS",2014,"38,338"
992,"Rooks, KS",2014,"40,472"
993,"Rush, KS",2014,"45,039"
994,"Russell, KS",2014,"52,011"
995,"Saline, KS",2014,"42,643"
996,"Scott, KS",2014,"67,443"
997,"Sedgwick, KS",2014,"50,815"
998,"Seward, KS",2014,"36,597"
999,"Shawnee, KS",2014,"41,498"
1000,"Sheridan, KS",2014,"52,677"
1001,"Sherman, KS",2014,"36,625"
1002,"Smith, KS",2014,"40,583"
1003,"Stafford, KS",2014,"56,581"
1004,"Stanton, KS",2014,"55,496"
1005,"Stevens, KS",2014,"40,580"
1006,"Sumner, KS",2014,"36,574"
1007,"Thomas, KS",2014,"39,719"
1008,"Trego, KS",2014,"46,282"
1009,"Wabaunsee, KS",2014,"45,431"
1010,"Wallace, KS",2014,"51,833"
1011,"Washington, KS",2014,"43,948"
1012,"Wichita, KS",2014,"83,074"
1013,"Wilson, KS",2014,"39,854"
1014,"Woodson, KS",2014,"36,557"
1015,"Wyandotte, KS",2014,"42,599"
1016,"Adair, KY",2014,"27,969"
1017,"Allen, KY",2014,"28,593"
1018,"Anderson, KY",2014,"35,958"
1019,"Ballard, KY",2014,"36,053"
1020,"Barren, KY",2014,"33,694"
1021,"Bath, KY",2014,"28,322"
1022,"Bell, KY",2014,"26,771"
1023,"Boone, KY",2014,"41,642"
1024,"Bourbon, KY",2014,"40,315"
1025,"Boyd, KY",2014,"34,982"
1026,"Boyle, KY",2014,"34,113"
1027,"Bracken, KY",2014,"31,678"
1028,"Breathitt, KY",2014,"31,219"
1029,"Breckinridge, KY",2014,"31,728"
1030,"Bullitt, KY",2014,"34,835"
1031,"Butler, KY",2014,"31,131"
1032,"Caldwell, KY",2014,"31,653"
1033,"Calloway, KY",2014,"32,971"
1034,"Campbell, KY",2014,"42,311"
1035,"Carlisle, KY",2014,"42,485"
1036,"Carroll, KY",2014,"37,622"
1037,"Carter, KY",2014,"27,588"
1038,"Casey, KY",2014,"28,281"
1039,"Christian, KY",2014,"35,646"
1040,"Clark, KY",2014,"36,288"
1041,"Clay, KY",2014,"27,255"
1042,"Clinton, KY",2014,"29,631"
1043,"Crittenden, KY",2014,"33,019"
1044,"Cumberland, KY",2014,"30,581"
1045,"Daviess, KY",2014,"39,058"
1046,"Edmonson, KY",2014,"28,419"
1047,"Elliott, KY",2014,"20,149"
1048,"Estill, KY",2014,"29,015"
1049,"Fayette, KY",2014,"44,821"
1050,"Fleming, KY",2014,"31,327"
1051,"Floyd, KY",2014,"32,817"
1052,"Franklin, KY",2014,"38,667"
1053,"Fulton, KY",2014,"32,758"
1054,"Gallatin, KY",2014,"28,535"
1055,"Garrard, KY",2014,"31,466"
1056,"Grant, KY",2014,"31,043"
1057,"Graves, KY",2014,"35,156"
1058,"Grayson, KY",2014,"30,255"
1059,"Green, KY",2014,"30,642"
1060,"Greenup, KY",2014,"36,320"
1061,"Hancock, KY",2014,"35,115"
1062,"Hardin, KY",2014,"38,575"
1063,"Harlan, KY",2014,"27,778"
1064,"Harrison, KY",2014,"31,038"
1065,"Hart, KY",2014,"28,558"
1066,"Henderson, KY",2014,"36,154"
1067,"Henry, KY",2014,"33,992"
1068,"Hickman, KY",2014,"44,746"
1069,"Hopkins, KY",2014,"36,782"
1070,"Jackson, KY",2014,"26,195"
1071,"Jefferson, KY",2014,"44,719"
1072,"Jessamine, KY",2014,"37,984"
1073,"Johnson, KY",2014,"30,484"
1074,"Kenton, KY",2014,"48,576"
1075,"Knott, KY",2014,"28,193"
1076,"Knox, KY",2014,"27,625"
1077,"Larue, KY",2014,"31,911"
1078,"Laurel, KY",2014,"29,834"
1079,"Lawrence, KY",2014,"29,566"
1080,"Lee, KY",2014,"29,507"
1081,"Leslie, KY",2014,"29,341"
1082,"Letcher, KY",2014,"28,658"
1083,"Lewis, KY",2014,"27,411"
1084,"Lincoln, KY",2014,"28,487"
1085,"Livingston, KY",2014,"33,691"
1086,"Logan, KY",2014,"31,797"
1087,"Lyon, KY",2014,"30,346"
1088,"McCracken, KY",2014,"44,244"
1089,"McCreary, KY",2014,"22,699"
1090,"McLean, KY",2014,"39,022"
1091,"Madison, KY",2014,"32,882"
1092,"Magoffin, KY",2014,"27,794"
1093,"Marion, KY",2014,"31,651"
1094,"Marshall, KY",2014,"37,315"
1095,"Martin, KY",2014,"25,670"
1096,"Mason, KY",2014,"35,493"
1097,"Meade, KY",2014,"33,838"
1098,"Menifee, KY",2014,"27,906"
1099,"Mercer, KY",2014,"34,115"
1100,"Metcalfe, KY",2014,"28,023"
1101,"Monroe, KY",2014,"33,027"
1102,"Montgomery, KY",2014,"32,424"
1103,"Morgan, KY",2014,"24,605"
1104,"Muhlenberg, KY",2014,"32,170"
1105,"Nelson, KY",2014,"36,223"
1106,"Nicholas, KY",2014,"31,185"
1107,"Ohio, KY",2014,"30,343"
1108,"Oldham, KY",2014,"52,235"
1109,"Owen, KY",2014,"30,740"
1110,"Owsley, KY",2014,"28,180"
1111,"Pendleton, KY",2014,"43,144"
1112,"Perry, KY",2014,"34,801"
1113,"Pike, KY",2014,"32,094"
1114,"Powell, KY",2014,"28,065"
1115,"Pulaski, KY",2014,"32,575"
1116,"Robertson, KY",2014,"30,182"
1117,"Rockcastle, KY",2014,"27,776"
1118,"Rowan, KY",2014,"28,487"
1119,"Russell, KY",2014,"31,076"
1120,"Scott, KY",2014,"38,613"
1121,"Shelby, KY",2014,"38,749"
1122,"Simpson, KY",2014,"34,918"
1123,"Spencer, KY",2014,"38,462"
1124,"Taylor, KY",2014,"30,751"
1125,"Todd, KY",2014,"36,880"
1126,"Trigg, KY",2014,"34,813"
1127,"Trimble, KY",2014,"32,297"
1128,"Union, KY",2014,"33,296"
1129,"Warren, KY",2014,"34,811"
1130,"Washington, KY",2014,"32,189"
1131,"Wayne, KY",2014,"26,071"
1132,"Webster, KY",2014,"38,207"
1133,"Whitley, KY",2014,"29,918"
1134,"Wolfe, KY",2014,"28,085"
1135,"Woodford, KY",2014,"47,621"
1136,"Acadia, LA",2014,"37,362"
1137,"Allen, LA",2014,"29,035"
1138,"Ascension, LA",2014,"44,971"
1139,"Assumption, LA",2014,"41,816"
1140,"Avoyelles, LA",2014,"34,794"
1141,"Beauregard, LA",2014,"38,713"
1142,"Bienville, LA",2014,"32,708"
1143,"Bossier, LA",2014,"41,349"
1144,"Caddo, LA",2014,"48,250"
1145,"Calcasieu, LA",2014,"41,245"
1146,"Caldwell, LA",2014,"31,063"
1147,"Cameron, LA",2014,"45,295"
1148,"Catahoula, LA",2014,"32,114"
1149,"Claiborne, LA",2014,"35,220"
1150,"Concordia, LA",2014,"29,674"
1151,"De Soto, LA",2014,"37,087"
1152,"East Baton Rouge, LA",2014,"45,589"
1153,"East Carroll, LA",2014,"33,817"
1154,"East Feliciana, LA",2014,"36,246"
1155,"Evangeline, LA",2014,"31,058"
1156,"Franklin, LA",2014,"27,693"
1157,"Grant, LA",2014,"28,266"
1158,"Iberia, LA",2014,"39,998"
1159,"Iberville, LA",2014,"35,963"
1160,"Jackson, LA",2014,"32,037"
1161,"Jefferson, LA",2014,"46,370"
1162,"Jefferson Davis, LA",2014,"38,217"
1163,"Lafayette, LA",2014,"53,215"
1164,"Lafourche, LA",2014,"46,224"
1165,"LaSalle, LA",2014,"31,462"
1166,"Lincoln, LA",2014,"35,068"
1167,"Livingston, LA",2014,"37,337"
1168,"Madison, LA",2014,"28,213"
1169,"Morehouse, LA",2014,"33,903"
1170,"Natchitoches, LA",2014,"33,525"
1171,"Orleans, LA",2014,"45,995"
1172,"Ouachita, LA",2014,"35,833"
1173,"Plaquemines, LA",2014,"46,861"
1174,"Pointe Coupee, LA",2014,"40,435"
1175,"Rapides, LA",2014,"41,000"
1176,"Red River, LA",2014,"33,523"
1177,"Richland, LA",2014,"32,751"
1178,"Sabine, LA",2014,"32,023"
1179,"St. Bernard, LA",2014,"28,782"
1180,"St. Charles, LA",2014,"44,870"
1181,"St. Helena, LA",2014,"37,565"
1182,"St. James, LA",2014,"43,398"
1183,"St. John the Baptist, LA",2014,"40,053"
1184,"St. Landry, LA",2014,"39,029"
1185,"St. Martin, LA",2014,"40,040"
1186,"St. Mary, LA",2014,"39,507"
1187,"St. Tammany, LA",2014,"57,246"
1188,"Tangipahoa, LA",2014,"35,110"
1189,"Tensas, LA",2014,"33,615"
1190,"Terrebonne, LA",2014,"44,572"
1191,"Union, LA",2014,"33,527"
1192,"Vermilion, LA",2014,"40,054"
1193,"Vernon, LA",2014,"36,587"
1194,"Washington, LA",2014,"30,972"
1195,"Webster, LA",2014,"35,533"
1196,"West Baton Rouge, LA",2014,"43,153"
1197,"West Carroll, LA",2014,"29,316"
1198,"West Feliciana, LA",2014,"33,304"
1199,"Winn, LA",2014,"34,927"
1200,"Androscoggin, ME",2014,"36,281"
1201,"Aroostook, ME",2014,"35,570"
1202,"Cumberland, ME",2014,"51,659"
1203,"Franklin, ME",2014,"35,108"
1204,"Hancock, ME",2014,"44,349"
1205,"Kennebec, ME",2014,"40,031"
1206,"Knox, ME",2014,"42,538"
1207,"Lincoln, ME",2014,"44,159"
1208,"Oxford, ME",2014,"33,163"
1209,"Penobscot, ME",2014,"36,425"
1210,"Piscataquis, ME",2014,"33,936"
1211,"Sagadahoc, ME",2014,"44,622"
1212,"Somerset, ME",2014,"34,336"
1213,"Waldo, ME",2014,"36,097"
1214,"Washington, ME",2014,"35,752"
1215,"York, ME",2014,"44,437"
1216,"Allegany, MD",2014,"35,806"
1217,"Anne Arundel, MD",2014,"59,202"
1218,"Baltimore, MD",2014,"53,832"
1219,"Calvert, MD",2014,"54,467"
1220,"Caroline, MD",2014,"40,931"
1221,"Carroll, MD",2014,"54,479"
1222,"Cecil, MD",2014,"42,119"
1223,"Charles, MD",2014,"50,620"
1224,"Dorchester, MD",2014,"40,870"
1225,"Frederick, MD",2014,"53,601"
1226,"Garrett, MD",2014,"40,302"
1227,"Harford, MD",2014,"51,082"
1228,"Howard, MD",2014,"69,107"
1229,"Kent, MD",2014,"52,078"
1230,"Montgomery, MD",2014,"74,833"
1231,"Prince George's, MD",2014,"43,642"
1232,"Queen Anne's, MD",2014,"55,626"
1233,"St. Mary's, MD",2014,"50,543"
1234,"Somerset, MD",2014,"29,709"
1235,"Talbot, MD",2014,"64,064"
1236,"Washington, MD",2014,"41,711"
1237,"Wicomico, MD",2014,"38,105"
1238,"Worcester, MD",2014,"51,270"
1239,"Baltimore (Independent City), MD",2014,"44,086"
1240,"Barnstable, MA",2014,"62,084"
1241,"Berkshire, MA",2014,"48,378"
1242,"Bristol, MA",2014,"46,011"
1243,"Dukes, MA",2014,"75,337"
1244,"Essex, MA",2014,"57,540"
1245,"Franklin, MA",2014,"46,999"
1246,"Hampden, MA",2014,"44,760"
1247,"Hampshire, MA",2014,"45,831"
1248,"Middlesex, MA",2014,"70,498"
1249,"Nantucket, MA",2014,"106,895"
1250,"Norfolk, MA",2014,"77,194"
1251,"Plymouth, MA",2014,"56,571"
1252,"Suffolk, MA",2014,"62,792"
1253,"Worcester, MA",2014,"49,121"
1254,"Alcona, MI",2014,"32,714"
1255,"Alger, MI",2014,"28,959"
1256,"Allegan, MI",2014,"38,552"
1257,"Alpena, MI",2014,"35,078"
1258,"Antrim, MI",2014,"39,601"
1259,"Arenac, MI",2014,"32,089"
1260,"Baraga, MI",2014,"29,722"
1261,"Barry, MI",2014,"39,022"
1262,"Bay, MI",2014,"36,517"
1263,"Benzie, MI",2014,"36,359"
1264,"Berrien, MI",2014,"40,046"
1265,"Branch, MI",2014,"31,693"
1266,"Calhoun, MI",2014,"35,286"
1267,"Cass, MI",2014,"37,323"
1268,"Charlevoix, MI",2014,"43,027"
1269,"Cheboygan, MI",2014,"33,728"
1270,"Chippewa, MI",2014,"29,311"
1271,"Clare, MI",2014,"29,615"
1272,"Clinton, MI",2014,"39,611"
1273,"Crawford, MI",2014,"29,527"
1274,"Delta, MI",2014,"34,943"
1275,"Dickinson, MI",2014,"41,008"
1276,"Eaton, MI",2014,"36,492"
1277,"Emmet, MI",2014,"47,547"
1278,"Genesee, MI",2014,"35,261"
1279,"Gladwin, MI",2014,"30,730"
1280,"Gogebic, MI",2014,"34,233"
1281,"Grand Traverse, MI",2014,"42,717"
1282,"Gratiot, MI",2014,"32,104"
1283,"Hillsdale, MI",2014,"31,050"
1284,"Houghton, MI",2014,"32,322"
1285,"Huron, MI",2014,"40,869"
1286,"Ingham, MI",2014,"35,503"
1287,"Ionia, MI",2014,"30,260"
1288,"Iosco, MI",2014,"32,125"
1289,"Iron, MI",2014,"37,416"
1290,"Isabella, MI",2014,"31,088"
1291,"Jackson, MI",2014,"34,054"
1292,"Kalamazoo, MI",2014,"41,547"
1293,"Kalkaska, MI",2014,"31,621"
1294,"Kent, MI",2014,"46,979"
1295,"Keweenaw, MI",2014,"38,367"
1296,"Lake, MI",2014,"27,540"
1297,"Lapeer, MI",2014,"36,820"
1298,"Leelanau, MI",2014,"61,797"
1299,"Lenawee, MI",2014,"34,264"
1300,"Livingston, MI",2014,"47,921"
1301,"Luce, MI",2014,"26,864"
1302,"Mackinac, MI",2014,"36,879"
1303,"Macomb, MI",2014,"40,077"
1304,"Manistee, MI",2014,"32,946"
1305,"Marquette, MI",2014,"35,194"
1306,"Mason, MI",2014,"35,709"
1307,"Mecosta, MI",2014,"28,828"
1308,"Menominee, MI",2014,"37,545"
1309,"Midland, MI",2014,"40,836"
1310,"Missaukee, MI",2014,"30,782"
1311,"Monroe, MI",2014,"39,996"
1312,"Montcalm, MI",2014,"29,737"
1313,"Montmorency, MI",2014,"31,075"
1314,"Muskegon, MI",2014,"33,447"
1315,"Newaygo, MI",2014,"32,273"
1316,"Oakland, MI",2014,"61,004"
1317,"Oceana, MI",2014,"32,782"
1318,"Ogemaw, MI",2014,"30,350"
1319,"Ontonagon, MI",2014,"33,752"
1320,"Osceola, MI",2014,"31,532"
1321,"Oscoda, MI",2014,"29,980"
1322,"Otsego, MI",2014,"36,169"
1323,"Ottawa, MI",2014,"41,397"
1324,"Presque Isle, MI",2014,"33,073"
1325,"Roscommon, MI",2014,"31,989"
1326,"Saginaw, MI",2014,"34,086"
1327,"St. Clair, MI",2014,"37,646"
1328,"St. Joseph, MI",2014,"32,629"
1329,"Sanilac, MI",2014,"32,829"
1330,"Schoolcraft, MI",2014,"34,505"
1331,"Shiawassee, MI",2014,"33,682"
1332,"Tuscola, MI",2014,"32,892"
1333,"Van Buren, MI",2014,"35,406"
1334,"Washtenaw, MI",2014,"49,607"
1335,"Wayne, MI",2014,"36,914"
1336,"Wexford, MI",2014,"31,465"
1337,"Aitkin, MN",2014,"35,185"
1338,"Anoka, MN",2014,"44,544"
1339,"Becker, MN",2014,"42,497"
1340,"Beltrami, MN",2014,"36,353"
1341,"Benton, MN",2014,"38,515"
1342,"Big Stone, MN",2014,"49,247"
1343,"Blue Earth, MN",2014,"41,843"
1344,"Brown, MN",2014,"47,167"
1345,"Carlton, MN",2014,"37,416"
1346,"Carver, MN",2014,"62,392"
