,GeoName,TimePeriod,DataValue
2008,"Wayne, NC",2014,"34,934"
2009,"Wilkes, NC",2014,"31,726"
2010,"Wilson, NC",2014,"36,166"
2011,"Yadkin, NC",2014,"33,735"
2012,"Yancey, NC",2014,"31,814"
2013,"Adams, ND",2014,"49,203"
2014,"Barnes, ND",2014,"49,276"
2015,"Benson, ND",2014,"31,052"
2016,"Billings, ND",2014,"94,629"
2017,"Bottineau, ND",2014,"57,358"
2018,"Bowman, ND",2014,"67,676"
2019,"Burke, ND",2014,"87,338"
2020,"Burleigh, ND",2014,"57,619"
2021,"Cass, ND",2014,"53,551"
2022,"Cavalier, ND",2014,"59,955"
2023,"Dickey, ND",2014,"55,428"
2024,"Divide, ND",2014,"65,769"
2025,"Dunn, ND",2014,"81,838"
2026,"Eddy, ND",2014,"49,167"
2027,"Emmons, ND",2014,"40,820"
2028,"Foster, ND",2014,"55,302"
2029,"Golden Valley, ND",2014,"53,894"
2030,"Grand Forks, ND",2014,"46,131"
2031,"Grant, ND",2014,"40,458"
2032,"Griggs, ND",2014,"54,684"
2033,"Hettinger, ND",2014,"51,356"
2034,"Kidder, ND",2014,"46,801"
2035,"LaMoure, ND",2014,"51,942"
2036,"Logan, ND",2014,"53,088"
2037,"McHenry, ND",2014,"49,514"
2038,"McIntosh, ND",2014,"48,504"
2039,"McKenzie, ND",2014,"81,696"
2040,"McLean, ND",2014,"51,434"
2041,"Mercer, ND",2014,"53,664"
2042,"Morton, ND",2014,"50,815"
2043,"Mountrail, ND",2014,"72,079"
2044,"Nelson, ND",2014,"53,320"
2045,"Oliver, ND",2014,"46,166"
2046,"Pembina, ND",2014,"50,471"
2047,"Pierce, ND",2014,"41,871"
2048,"Ramsey, ND",2014,"45,948"
2049,"Ransom, ND",2014,"43,100"
2050,"Renville, ND",2014,"55,901"
2051,"Richland, ND",2014,"43,573"
2052,"Rolette, ND",2014,"32,024"
2053,"Sargent, ND",2014,"53,801"
2054,"Sheridan, ND",2014,"31,196"
2055,"Sioux, ND",2014,"26,476"
2056,"Slope, ND",2014,"71,946"
2057,"Stark, ND",2014,"86,405"
2058,"Steele, ND",2014,"59,264"
2059,"Stutsman, ND",2014,"48,557"
2060,"Towner, ND",2014,"43,906"
2061,"Traill, ND",2014,"46,046"
2062,"Walsh, ND",2014,"44,032"
2063,"Ward, ND",2014,"58,394"
2064,"Wells, ND",2014,"52,036"
2065,"Williams, ND",2014,"102,808"
2066,"Adams, OH",2014,"30,254"
2067,"Allen, OH",2014,"36,813"
2068,"Ashland, OH",2014,"34,388"
2069,"Ashtabula, OH",2014,"34,087"
2070,"Athens, OH",2014,"30,284"
2071,"Auglaize, OH",2014,"42,446"
2072,"Belmont, OH",2014,"36,186"
2073,"Brown, OH",2014,"31,949"
2074,"Butler, OH",2014,"40,702"
2075,"Carroll, OH",2014,"35,185"
2076,"Champaign, OH",2014,"36,441"
2077,"Clark, OH",2014,"36,077"
2078,"Clermont, OH",2014,"44,083"
2079,"Clinton, OH",2014,"38,592"
2080,"Columbiana, OH",2014,"34,446"
2081,"Coshocton, OH",2014,"32,279"
2082,"Crawford, OH",2014,"34,696"
2083,"Cuyahoga, OH",2014,"47,733"
2084,"Darke, OH",2014,"37,611"
2085,"Defiance, OH",2014,"37,310"
2086,"Delaware, OH",2014,"63,042"
2087,"Erie, OH",2014,"57,133"
2088,"Fairfield, OH",2014,"40,094"
2089,"Fayette, OH",2014,"33,952"
2090,"Franklin, OH",2014,"45,894"
2091,"Fulton, OH",2014,"39,673"
2092,"Gallia, OH",2014,"34,980"
2093,"Geauga, OH",2014,"60,838"
2094,"Greene, OH",2014,"43,515"
2095,"Guernsey, OH",2014,"35,680"
2096,"Hamilton, OH",2014,"51,996"
2097,"Hancock, OH",2014,"48,753"
2098,"Hardin, OH",2014,"30,736"
2099,"Harrison, OH",2014,"34,136"
2100,"Henry, OH",2014,"39,851"
2101,"Highland, OH",2014,"31,379"
2102,"Hocking, OH",2014,"32,511"
2103,"Holmes, OH",2014,"36,069"
2104,"Huron, OH",2014,"36,022"
2105,"Jackson, OH",2014,"32,512"
2106,"Jefferson, OH",2014,"34,487"
2107,"Knox, OH",2014,"38,388"
2108,"Lake, OH",2014,"44,891"
2109,"Lawrence, OH",2014,"33,507"
2110,"Licking, OH",2014,"40,333"
2111,"Logan, OH",2014,"37,574"
2112,"Lorain, OH",2014,"40,458"
2113,"Lucas, OH",2014,"40,811"
2114,"Madison, OH",2014,"36,398"
2115,"Mahoning, OH",2014,"39,444"
2116,"Marion, OH",2014,"32,292"
2117,"Medina, OH",2014,"47,712"
2118,"Meigs, OH",2014,"30,516"
2119,"Mercer, OH",2014,"45,632"
2120,"Miami, OH",2014,"41,460"
2121,"Monroe, OH",2014,"29,895"
2122,"Montgomery, OH",2014,"41,017"
2123,"Morgan, OH",2014,"29,734"
2124,"Morrow, OH",2014,"33,803"
2125,"Muskingum, OH",2014,"36,560"
2126,"Noble, OH",2014,"24,020"
2127,"Ottawa, OH",2014,"44,317"
2128,"Paulding, OH",2014,"36,922"
2129,"Perry, OH",2014,"32,356"
2130,"Pickaway, OH",2014,"36,123"
2131,"Pike, OH",2014,"32,934"
2132,"Portage, OH",2014,"39,111"
2133,"Preble, OH",2014,"35,726"
2134,"Putnam, OH",2014,"42,860"
2135,"Richland, OH",2014,"35,138"
2136,"Ross, OH",2014,"32,677"
2137,"Sandusky, OH",2014,"36,561"
2138,"Scioto, OH",2014,"33,430"
2139,"Seneca, OH",2014,"34,204"
2140,"Shelby, OH",2014,"40,925"
2141,"Stark, OH",2014,"40,270"
2142,"Summit, OH",2014,"45,112"
2143,"Trumbull, OH",2014,"35,997"
2144,"Tuscarawas, OH",2014,"38,918"
2145,"Union, OH",2014,"44,855"
2146,"Van Wert, OH",2014,"37,490"
2147,"Vinton, OH",2014,"29,491"
2148,"Warren, OH",2014,"50,919"
2149,"Washington, OH",2014,"37,943"
2150,"Wayne, OH",2014,"38,859"
2151,"Williams, OH",2014,"36,432"
2152,"Wood, OH",2014,"41,613"
2153,"Wyandot, OH",2014,"39,446"
2154,"Adair, OK",2014,"26,217"
2155,"Alfalfa, OK",2014,"46,656"
2156,"Atoka, OK",2014,"29,639"
2157,"Beaver, OK",2014,"54,140"
2158,"Beckham, OK",2014,"44,419"
2159,"Blaine, OK",2014,"37,848"
2160,"Bryan, OK",2014,"30,712"
2161,"Caddo, OK",2014,"33,574"
2162,"Canadian, OK",2014,"43,656"
2163,"Carter, OK",2014,"42,438"
2164,"Cherokee, OK",2014,"29,129"
2165,"Choctaw, OK",2014,"30,261"
2166,"Cimarron, OK",2014,"57,586"
2167,"Cleveland, OK",2014,"42,448"
2168,"Coal, OK",2014,"32,190"
2169,"Comanche, OK",2014,"37,682"
2170,"Cotton, OK",2014,"42,581"
2171,"Craig, OK",2014,"34,353"
2172,"Creek, OK",2014,"38,077"
2173,"Custer, OK",2014,"41,543"
2174,"Delaware, OK",2014,"29,398"
2175,"Dewey, OK",2014,"44,761"
2176,"Ellis, OK",2014,"66,569"
2177,"Garfield, OK",2014,"45,459"
2178,"Garvin, OK",2014,"38,125"
2179,"Grady, OK",2014,"38,656"
2180,"Grant, OK",2014,"59,173"
2181,"Greer, OK",2014,"37,048"
2182,"Harmon, OK",2014,"53,722"
2183,"Harper, OK",2014,"47,005"
2184,"Haskell, OK",2014,"34,161"
2185,"Hughes, OK",2014,"31,241"
2186,"Jackson, OK",2014,"38,705"
2187,"Jefferson, OK",2014,"35,341"
2188,"Johnston, OK",2014,"31,910"
2189,"Kay, OK",2014,"39,186"
2190,"Kingfisher, OK",2014,"46,789"
2191,"Kiowa, OK",2014,"36,218"
2192,"Latimer, OK",2014,"33,029"
2193,"Le Flore, OK",2014,"31,273"
2194,"Lincoln, OK",2014,"33,948"
2195,"Logan, OK",2014,"39,503"
2196,"Love, OK",2014,"34,752"
2197,"McClain, OK",2014,"42,906"
2198,"McCurtain, OK",2014,"30,316"
2199,"McIntosh, OK",2014,"32,382"
2200,"Major, OK",2014,"47,317"
2201,"Marshall, OK",2014,"31,123"
2202,"Mayes, OK",2014,"32,441"
2203,"Murray, OK",2014,"41,253"
2204,"Muskogee, OK",2014,"33,556"
2205,"Noble, OK",2014,"42,917"
2206,"Nowata, OK",2014,"34,347"
2207,"Okfuskee, OK",2014,"28,837"
2208,"Oklahoma, OK",2014,"47,390"
2209,"Okmulgee, OK",2014,"31,883"
2210,"Osage, OK",2014,"34,574"
2211,"Ottawa, OK",2014,"32,963"
2212,"Pawnee, OK",2014,"34,000"
2213,"Payne, OK",2014,"36,238"
2214,"Pittsburg, OK",2014,"34,939"
2215,"Pontotoc, OK",2014,"38,198"
2216,"Pottawatomie, OK",2014,"35,831"
2217,"Pushmataha, OK",2014,"30,307"
2218,"Roger Mills, OK",2014,"52,483"
2219,"Rogers, OK",2014,"41,215"
2220,"Seminole, OK",2014,"34,254"
2221,"Sequoyah, OK",2014,"30,777"
2222,"Stephens, OK",2014,"47,670"
2223,"Texas, OK",2014,"47,733"
2224,"Tillman, OK",2014,"39,178"
2225,"Tulsa, OK",2014,"71,431"
2226,"Wagoner, OK",2014,"36,245"
2227,"Washington, OK",2014,"56,275"
2228,"Washita, OK",2014,"36,162"
2229,"Woods, OK",2014,"52,453"
2230,"Woodward, OK",2014,"51,653"
2231,"Baker, OR",2014,"35,066"
2232,"Benton, OR",2014,"40,379"
2233,"Clackamas, OR",2014,"48,419"
2234,"Clatsop, OR",2014,"37,815"
2235,"Columbia, OR",2014,"37,433"
2236,"Coos, OR",2014,"37,494"
2237,"Crook, OR",2014,"34,976"
2238,"Curry, OR",2014,"36,710"
2239,"Deschutes, OR",2014,"43,317"
2240,"Douglas, OR",2014,"34,949"
2241,"Gilliam, OR",2014,"40,746"
2242,"Grant, OR",2014,"37,381"
2243,"Harney, OR",2014,"34,918"
2244,"Hood River, OR",2014,"44,061"
2245,"Jackson, OR",2014,"39,270"
2246,"Jefferson, OR",2014,"29,736"
2247,"Josephine, OR",2014,"34,771"
2248,"Klamath, OR",2014,"33,867"
2249,"Lake, OR",2014,"35,562"
2250,"Lane, OR",2014,"38,729"
2251,"Lincoln, OR",2014,"38,123"
2252,"Linn, OR",2014,"35,916"
2253,"Malheur, OR",2014,"28,027"
2254,"Marion, OR",2014,"36,245"
2255,"Morrow, OR",2014,"40,332"
2256,"Multnomah, OR",2014,"47,956"
2257,"Polk, OR",2014,"35,794"
2258,"Sherman, OR",2014,"51,261"
2259,"Tillamook, OR",2014,"37,857"
2260,"Umatilla, OR",2014,"33,773"
2261,"Union, OR",2014,"35,343"
2262,"Wallowa, OR",2014,"40,506"
2263,"Wasco, OR",2014,"38,229"
2264,"Washington, OR",2014,"50,569"
2265,"Wheeler, OR",2014,"33,404"
2266,"Yamhill, OR",2014,"37,891"
2267,"Adams, PA",2014,"43,154"
2268,"Allegheny, PA",2014,"52,606"
2269,"Armstrong, PA",2014,"40,751"
2270,"Beaver, PA",2014,"41,977"
2271,"Bedford, PA",2014,"36,009"
2272,"Berks, PA",2014,"42,968"
2273,"Blair, PA",2014,"39,921"
2274,"Bradford, PA",2014,"37,530"
2275,"Bucks, PA",2014,"62,389"
2276,"Butler, PA",2014,"50,199"
2277,"Cambria, PA",2014,"37,901"
2278,"Cameron, PA",2014,"44,459"
2279,"Carbon, PA",2014,"42,613"
2280,"Centre, PA",2014,"41,373"
2281,"Chester, PA",2014,"72,118"
2282,"Clarion, PA",2014,"37,115"
2283,"Clearfield, PA",2014,"38,657"
2284,"Clinton, PA",2014,"35,673"
2285,"Columbia, PA",2014,"36,304"
2286,"Crawford, PA",2014,"36,513"
2287,"Cumberland, PA",2014,"48,865"
2288,"Dauphin, PA",2014,"44,706"
2289,"Delaware, PA",2014,"55,959"
2290,"Elk, PA",2014,"42,356"
2291,"Erie, PA",2014,"39,260"
2292,"Fayette, PA",2014,"37,370"
2293,"Forest, PA",2014,"21,705"
2294,"Franklin, PA",2014,"40,966"
2295,"Fulton, PA",2014,"37,895"
2296,"Greene, PA",2014,"41,836"
2297,"Huntingdon, PA",2014,"32,609"
2298,"Indiana, PA",2014,"35,033"
2299,"Jefferson, PA",2014,"38,678"
2300,"Juniata, PA",2014,"36,266"
2301,"Lackawanna, PA",2014,"41,100"
2302,"Lancaster, PA",2014,"44,259"
2303,"Lawrence, PA",2014,"38,684"
2304,"Lebanon, PA",2014,"41,174"
2305,"Lehigh, PA",2014,"46,517"
2306,"Luzerne, PA",2014,"39,311"
2307,"Lycoming, PA",2014,"39,745"
2308,"McKean, PA",2014,"41,117"
2309,"Mercer, PA",2014,"36,836"
2310,"Mifflin, PA",2014,"34,289"
2311,"Monroe, PA",2014,"36,665"
2312,"Montgomery, PA",2014,"69,983"
2313,"Montour, PA",2014,"49,530"
2314,"Northampton, PA",2014,"46,336"
2315,"Northumberland, PA",2014,"36,661"
2316,"Perry, PA",2014,"38,499"
2317,"Philadelphia, PA",2014,"49,341"
2318,"Pike, PA",2014,"39,512"
2319,"Potter, PA",2014,"35,073"
2320,"Schuylkill, PA",2014,"36,707"
2321,"Snyder, PA",2014,"37,269"
2322,"Somerset, PA",2014,"36,771"
2323,"Sullivan, PA",2014,"41,880"
2324,"Susquehanna, PA",2014,"38,806"
2325,"Tioga, PA",2014,"36,578"
2326,"Union, PA",2014,"35,578"
2327,"Venango, PA",2014,"37,164"
2328,"Warren, PA",2014,"41,523"
2329,"Washington, PA",2014,"50,489"
2330,"Wayne, PA",2014,"36,740"
2331,"Westmoreland, PA",2014,"45,426"
2332,"Wyoming, PA",2014,"40,102"
2333,"York, PA",2014,"42,911"
2334,"Bristol, RI",2014,"66,397"
2335,"Kent, RI",2014,"51,857"
2336,"Newport, RI",2014,"58,825"
2337,"Providence, RI",2014,"42,740"
2338,"Washington, RI",2014,"56,414"
2339,"Abbeville, SC",2014,"29,583"
2340,"Aiken, SC",2014,"36,900"
2341,"Allendale, SC",2014,"26,617"
2342,"Anderson, SC",2014,"34,814"
2343,"Bamberg, SC",2014,"30,041"
2344,"Barnwell, SC",2014,"29,978"
2345,"Beaufort, SC",2014,"48,552"
2346,"Berkeley, SC",2014,"34,162"
2347,"Calhoun, SC",2014,"32,638"
2348,"Charleston, SC",2014,"50,970"
2349,"Cherokee, SC",2014,"28,779"
2350,"Chester, SC",2014,"29,578"
2351,"Chesterfield, SC",2014,"26,476"
2352,"Clarendon, SC",2014,"29,111"
2353,"Colleton, SC",2014,"30,425"
2354,"Darlington, SC",2014,"32,571"
2355,"Dillon, SC",2014,"24,259"
2356,"Dorchester, SC",2014,"35,096"
2357,"Edgefield, SC",2014,"30,301"
2358,"Fairfield, SC",2014,"32,136"
2359,"Florence, SC",2014,"36,050"
2360,"Georgetown, SC",2014,"39,576"
2361,"Greenville, SC",2014,"42,283"
2362,"Greenwood, SC",2014,"33,035"
2363,"Hampton, SC",2014,"27,252"
2364,"Horry, SC",2014,"32,848"
2365,"Jasper, SC",2014,"25,515"
2366,"Kershaw, SC",2014,"35,877"
2367,"Lancaster, SC",2014,"37,351"
2368,"Laurens, SC",2014,"30,681"
2369,"Lee, SC",2014,"26,633"
2370,"Lexington, SC",2014,"40,433"
2371,"McCormick, SC",2014,"30,467"
2372,"Marion, SC",2014,"27,284"
2373,"Marlboro, SC",2014,"26,432"
2374,"Newberry, SC",2014,"33,748"
2375,"Oconee, SC",2014,"37,119"
2376,"Orangeburg, SC",2014,"29,671"
2377,"Pickens, SC",2014,"33,246"
2378,"Richland, SC",2014,"40,189"
2379,"Saluda, SC",2014,"30,675"
2380,"Spartanburg, SC",2014,"38,173"
2381,"Sumter, SC",2014,"34,425"
2382,"Union, SC",2014,"29,080"
2383,"Williamsburg, SC",2014,"27,940"
2384,"York, SC",2014,"39,488"
2385,"Aurora, SD",2014,"46,881"
2386,"Beadle, SD",2014,"46,962"
2387,"Bennett, SD",2014,"28,241"
2388,"Bon Homme, SD",2014,"35,034"
2389,"Brookings, SD",2014,"42,256"
2390,"Brown, SD",2014,"48,574"
2391,"Brule, SD",2014,"45,980"
2392,"Buffalo, SD",2014,"22,380"
2393,"Butte, SD",2014,"34,482"
2394,"Campbell, SD",2014,"48,335"
2395,"Charles Mix, SD",2014,"41,723"
2396,"Clark, SD",2014,"51,723"
2397,"Clay, SD",2014,"36,331"
2398,"Codington, SD",2014,"42,082"
2399,"Corson, SD",2014,"32,208"
2400,"Custer, SD",2014,"42,449"
2401,"Davison, SD",2014,"45,992"
2402,"Day, SD",2014,"43,932"
2403,"Deuel, SD",2014,"50,722"
2404,"Dewey, SD",2014,"41,410"
2405,"Douglas, SD",2014,"55,262"
2406,"Edmunds, SD",2014,"49,102"
2407,"Fall River, SD",2014,"42,148"
2408,"Faulk, SD",2014,"52,037"
2409,"Grant, SD",2014,"56,042"
2410,"Gregory, SD",2014,"41,688"
2411,"Haakon, SD",2014,"52,155"
2412,"Hamlin, SD",2014,"37,292"
2413,"Hand, SD",2014,"52,770"
2414,"Hanson, SD",2014,"64,369"
2415,"Harding, SD",2014,"65,406"
2416,"Hughes, SD",2014,"48,206"
2417,"Hutchinson, SD",2014,"48,857"
2418,"Hyde, SD",2014,"52,182"
2419,"Jackson, SD",2014,"25,520"
2420,"Jerauld, SD",2014,"46,346"
2421,"Jones, SD",2014,"55,988"
2422,"Kingsbury, SD",2014,"46,622"
2423,"Lake, SD",2014,"52,731"
2424,"Lawrence, SD",2014,"44,036"
2425,"Lincoln, SD",2014,"59,375"
2426,"Lyman, SD",2014,"43,875"
2427,"McCook, SD",2014,"46,196"
2428,"McPherson, SD",2014,"39,668"
2429,"Marshall, SD",2014,"46,374"
2430,"Meade, SD",2014,"38,763"
2431,"Mellette, SD",2014,"28,391"
2432,"Miner, SD",2014,"39,964"
2433,"Minnehaha, SD",2014,"49,807"
2434,"Moody, SD",2014,"46,100"
2435,"Oglala Lakota, SD*",2014,"22,949"
2436,"Pennington, SD",2014,"46,442"
2437,"Perkins, SD",2014,"40,474"
2438,"Potter, SD",2014,"102,582"
2439,"Roberts, SD",2014,"32,400"
2440,"Sanborn, SD",2014,"40,600"
2441,"Spink, SD",2014,"54,583"
2442,"Stanley, SD",2014,"61,089"
2443,"Sully, SD",2014,"79,150"
2444,"Todd, SD",2014,"24,599"
2445,"Tripp, SD",2014,"47,143"
2446,"Turner, SD",2014,"56,665"
2447,"Union, SD",2014,"85,959"
2448,"Walworth, SD",2014,"43,002"
2449,"Yankton, SD",2014,"43,366"
2450,"Ziebach, SD",2014,"25,672"
2451,"Anderson, TN",2014,"37,382"
2452,"Bedford, TN",2014,"33,533"
2453,"Benton, TN",2014,"29,948"
2454,"Bledsoe, TN",2014,"23,672"
2455,"Blount, TN",2014,"36,945"
2456,"Bradley, TN",2014,"35,867"
2457,"Campbell, TN",2014,"29,873"
2458,"Cannon, TN",2014,"32,408"
2459,"Carroll, TN",2014,"32,439"
2460,"Carter, TN",2014,"30,511"
2461,"Cheatham, TN",2014,"36,568"
2462,"Chester, TN",2014,"29,347"
2463,"Claiborne, TN",2014,"31,248"
2464,"Clay, TN",2014,"28,834"
2465,"Cocke, TN",2014,"28,318"
2466,"Coffee, TN",2014,"35,172"
2467,"Crockett, TN",2014,"33,521"
2468,"Cumberland, TN",2014,"32,945"
2469,"Davidson, TN",2014,"53,525"
2470,"Decatur, TN",2014,"39,001"
2471,"DeKalb, TN",2014,"34,772"
2472,"Dickson, TN",2014,"34,521"
2473,"Dyer, TN",2014,"36,791"
2474,"Fayette, TN",2014,"46,247"
2475,"Fentress, TN",2014,"28,720"
2476,"Franklin, TN",2014,"34,251"
2477,"Gibson, TN",2014,"35,101"
2478,"Giles, TN",2014,"33,851"
2479,"Grainger, TN",2014,"28,694"
2480,"Greene, TN",2014,"35,494"
2481,"Grundy, TN",2014,"27,716"
2482,"Hamblen, TN",2014,"33,463"
2483,"Hamilton, TN",2014,"45,200"
2484,"Hancock, TN",2014,"24,666"
2485,"Hardeman, TN",2014,"26,176"
2486,"Hardin, TN",2014,"34,829"
2487,"Hawkins, TN",2014,"30,774"
2488,"Haywood, TN",2014,"28,901"
2489,"Henderson, TN",2014,"32,020"
2490,"Henry, TN",2014,"37,799"
2491,"Hickman, TN",2014,"27,889"
2492,"Houston, TN",2014,"29,408"
2493,"Humphreys, TN",2014,"35,116"
2494,"Jackson, TN",2014,"27,859"
2495,"Jefferson, TN",2014,"31,313"
2496,"Johnson, TN",2014,"27,616"
2497,"Knox, TN",2014,"43,499"
2498,"Lake, TN",2014,"21,467"
2499,"Lauderdale, TN",2014,"25,169"
2500,"Lawrence, TN",2014,"30,773"
2501,"Lewis, TN",2014,"29,509"
2502,"Lincoln, TN",2014,"36,353"
2503,"Loudon, TN",2014,"41,723"
2504,"McMinn, TN",2014,"31,925"
2505,"McNairy, TN",2014,"29,220"
2506,"Macon, TN",2014,"29,791"
2507,"Madison, TN",2014,"37,055"
2508,"Marion, TN",2014,"33,576"
2509,"Marshall, TN",2014,"32,397"
2510,"Maury, TN",2014,"36,817"
2511,"Meigs, TN",2014,"30,814"
2512,"Monroe, TN",2014,"29,034"
2513,"Montgomery, TN",2014,"39,134"
2514,"Moore, TN",2014,"37,791"
2515,"Morgan, TN",2014,"26,159"
2516,"Obion, TN",2014,"36,817"
2517,"Overton, TN",2014,"29,500"
2518,"Perry, TN",2014,"30,252"
2519,"Pickett, TN",2014,"32,800"
2520,"Polk, TN",2014,"30,744"
2521,"Putnam, TN",2014,"35,342"
2522,"Rhea, TN",2014,"31,360"
2523,"Roane, TN",2014,"36,008"
2524,"Robertson, TN",2014,"36,451"
2525,"Rutherford, TN",2014,"36,450"
2526,"Scott, TN",2014,"27,115"
2527,"Sequatchie, TN",2014,"32,893"
2528,"Sevier, TN",2014,"34,279"
2529,"Shelby, TN",2014,"43,712"
2530,"Smith, TN",2014,"34,162"
2531,"Stewart, TN",2014,"36,417"
2532,"Sullivan, TN",2014,"37,843"
2533,"Sumner, TN",2014,"41,731"
2534,"Tipton, TN",2014,"33,886"
2535,"Trousdale, TN",2014,"34,141"
2536,"Unicoi, TN",2014,"33,592"
2537,"Union, TN",2014,"27,793"
2538,"Van Buren, TN",2014,"28,475"
2539,"Warren, TN",2014,"31,278"
2540,"Washington, TN",2014,"37,976"
2541,"Wayne, TN",2014,"25,706"
2542,"Weakley, TN",2014,"33,811"
2543,"White, TN",2014,"29,581"
2544,"Williamson, TN",2014,"84,595"
2545,"Wilson, TN",2014,"41,711"
2546,"Anderson, TX",2014,"30,978"
2547,"Andrews, TX",2014,"53,851"
2548,"Angelina, TX",2014,"37,174"
2549,"Aransas, TX",2014,"46,381"
2550,"Archer, TX",2014,"49,795"
2551,"Armstrong, TX",2014,"43,646"
2552,"Atascosa, TX",2014,"37,794"
2553,"Austin, TX",2014,"49,031"
2554,"Bailey, TX",2014,"43,111"
2555,"Bandera, TX",2014,"41,112"
2556,"Bastrop, TX",2014,"31,882"
2557,"Baylor, TX",2014,"38,303"
2558,"Bee, TX",2014,"29,943"
2559,"Bell, TX",2014,"39,786"
2560,"Bexar, TX",2014,"41,757"
2561,"Blanco, TX",2014,"46,215"
2562,"Borden, TX",2014,"50,102"
2563,"Bosque, TX",2014,"38,765"
2564,"Bowie, TX",2014,"35,508"
2565,"Brazoria, TX",2014,"44,371"
2566,"Brazos, TX",2014,"35,148"
2567,"Brewster, TX",2014,"40,405"
2568,"Briscoe, TX",2014,"33,700"
2569,"Brooks, TX",2014,"34,818"
2570,"Brown, TX",2014,"34,512"
2571,"Burleson, TX",2014,"40,362"
2572,"Burnet, TX",2014,"42,809"
2573,"Caldwell, TX",2014,"30,028"
2574,"Calhoun, TX",2014,"36,689"
2575,"Callahan, TX",2014,"37,677"
2576,"Cameron, TX",2014,"25,830"
2577,"Camp, TX",2014,"37,788"
2578,"Carson, TX",2014,"41,844"
2579,"Cass, TX",2014,"34,312"
2580,"Castro, TX",2014,"54,541"
2581,"Chambers, TX",2014,"48,918"
2582,"Cherokee, TX",2014,"32,193"
2583,"Childress, TX",2014,"25,793"
2584,"Clay, TX",2014,"41,216"
2585,"Cochran, TX",2014,"37,426"
2586,"Coke, TX",2014,"43,133"
2587,"Coleman, TX",2014,"39,495"
2588,"Collin, TX",2014,"57,888"
2589,"Collingsworth, TX",2014,"34,582"
2590,"Colorado, TX",2014,"42,890"
2591,"Comal, TX",2014,"52,686"
2592,"Comanche, TX",2014,"38,180"
2593,"Concho, TX",2014,"22,482"
2594,"Cooke, TX",2014,"52,419"
2595,"Coryell, TX",2014,"30,502"
2596,"Cottle, TX",2014,"49,746"
2597,"Crane, TX",2014,"48,502"
2598,"Crockett, TX",2014,"38,419"
2599,"Crosby, TX",2014,"29,097"
2600,"Culberson, TX",2014,"40,512"
2601,"Dallam, TX",2014,"55,095"
2602,"Dallas, TX",2014,"51,830"
2603,"Dawson, TX",2014,"31,777"
2604,"Deaf Smith, TX",2014,"43,129"
2605,"Delta, TX",2014,"34,352"
2606,"Denton, TX",2014,"48,827"
2607,"DeWitt, TX",2014,"54,672"
2608,"Dickens, TX",2014,"29,274"
2609,"Dimmit, TX",2014,"34,212"
2610,"Donley, TX",2014,"39,653"
2611,"Duval, TX",2014,"38,919"
2612,"Eastland, TX",2014,"49,212"
2613,"Ector, TX",2014,"47,802"
2614,"Edwards, TX",2014,"36,432"
2615,"Ellis, TX",2014,"38,625"
2616,"El Paso, TX",2014,"31,731"
2617,"Erath, TX",2014,"34,635"
2618,"Falls, TX",2014,"30,922"
2619,"Fannin, TX",2014,"32,868"
2620,"Fayette, TX",2014,"50,770"
2621,"Fisher, TX",2014,"35,412"
2622,"Floyd, TX",2014,"38,284"
2623,"Foard, TX",2014,"40,701"
2624,"Fort Bend, TX",2014,"58,759"
2625,"Franklin, TX",2014,"34,871"
2626,"Freestone, TX",2014,"36,765"
2627,"Frio, TX",2014,"28,318"
2628,"Gaines, TX",2014,"35,911"
2629,"Galveston, TX",2014,"48,054"
2630,"Garza, TX",2014,"36,436"
2631,"Gillespie, TX",2014,"52,238"
2632,"Glasscock, TX",2014,"71,268"
2633,"Goliad, TX",2014,"44,484"
2634,"Gonzales, TX",2014,"42,371"
2635,"Gray, TX",2014,"46,658"
2636,"Grayson, TX",2014,"38,095"
2637,"Gregg, TX",2014,"47,287"
2638,"Grimes, TX",2014,"34,615"
2639,"Guadalupe, TX",2014,"39,910"
2640,"Hale, TX",2014,"30,463"
2641,"Hall, TX",2014,"31,783"
2642,"Hamilton, TX",2014,"52,377"
2643,"Hansford, TX",2014,"65,724"
2644,"Hardeman, TX",2014,"37,824"
2645,"Hardin, TX",2014,"41,209"
2646,"Harris, TX",2014,"54,462"
2647,"Harrison, TX",2014,"40,497"
2648,"Hartley, TX",2014,"61,119"
2649,"Haskell, TX",2014,"34,551"
2650,"Hays, TX",2014,"37,440"
2651,"Hemphill, TX",2014,"95,018"
2652,"Henderson, TX",2014,"36,123"
2653,"Hidalgo, TX",2014,"24,244"
2654,"Hill, TX",2014,"35,325"
2655,"Hockley, TX",2014,"42,418"
2656,"Hood, TX",2014,"46,047"
2657,"Hopkins, TX",2014,"36,695"
2658,"Houston, TX",2014,"33,759"
2659,"Howard, TX",2014,"35,902"
2660,"Hudspeth, TX",2014,"28,680"
2661,"Hunt, TX",2014,"33,427"
2662,"Hutchinson, TX",2014,"39,961"
2663,"Irion, TX",2014,"68,740"
2664,"Jack, TX",2014,"46,546"
2665,"Jackson, TX",2014,"39,765"
2666,"Jasper, TX",2014,"36,848"
2667,"Jeff Davis, TX",2014,"37,126"
2668,"Jefferson, TX",2014,"40,555"
2669,"Jim Hogg, TX",2014,"31,049"
2670,"Jim Wells, TX",2014,"43,139"
2671,"Johnson, TX",2014,"37,297"
2672,"Jones, TX",2014,"29,005"
