State,City,Pop_x,PCI_x,price_x,rating_x,review_x,PP_x,Pop_y,PCI_y,price_y,rating_y,review_y,PP_y
ar,johnson,3736,27625,1.9285714285714286,3.0,11.857142857142858,0.003747323340471092,3736,27625,1.4375,3.3854166666666665,49.6875,0.01284796573875803
ar,franklin,191,31801,1.5833333333333333,3.6666666666666665,3.6666666666666665,0.06282722513089005,191,31801,3.0,4.5,11.0,0.010471204188481676
ar,fulton,194,26383,1.6,3.8,10.8,0.02577319587628866,194,26383,1.6666666666666667,3.5,32.333333333333336,0.015463917525773196
az,pima,2512,38031,2.0,2.8333333333333335,10.5,0.0023885350318471337,2512,38031,1.5,3.5,23.4,0.003980891719745223
az,maricopa,50024,41197,1.9938650306748467,3.1503067484662575,78.37423312883436,0.003258435950743643,50024,41197,1.6470588235294117,3.7058823529411766,87.29411764705883,0.00033983687829841673
ca,tulare,64475,37121,1.7777777777777777,3.25,56.5,0.00027917797595967427,64475,37121,1.474820143884892,3.41726618705036,80.88489208633094,0.002155874369910818
ca,san diego,1425976,52214,2.0714285714285716,3.3376623376623376,185.35714285714286,0.00010799620750980382,1425976,52214,1.8149779735682818,4.176211453744493,1091.0528634361233,0.00015918921496574977
ca,sonoma,11248,51565,2.533333333333333,4.066666666666666,193.73333333333332,0.0013335704125177809,11248,51565,1.972972972972973,3.9324324324324325,403.0810810810811,0.003289473684210526
ca,santa cruz,64725,56549,2.1538461538461537,3.1794871794871793,141.4102564102564,0.0006025492468134415,64725,56549,1.6049382716049383,3.6358024691358026,296.1975308641975,0.002502896871378911
ca,santa clara,129488,79055,2.0,2.9305555555555554,108.84722222222223,0.0005560360805634499,129488,79055,1.8805309734513274,3.851769911504425,761.7212389380531,0.00174533547510194
ca,santa barbara,91350,53758,2.2580645161290325,3.629032258064516,171.67741935483872,0.00033935413245758076,91350,53758,1.7096774193548387,3.7995391705069124,294.33179723502303,0.002375478927203065
ca,san mateo,105025,93765,2.0277777777777777,3.0972222222222223,117.94444444444444,0.000342775529635801,105025,93765,1.8294930875576036,3.866359447004608,483.2396313364055,0.002066174720304689
ca,san luis obispo,47446,48532,2.0555555555555554,3.9444444444444446,244.22222222222223,0.00037937866205791846,47446,48532,1.8356164383561644,3.9657534246575343,382.56164383561645,0.001538591240568225
ca,san joaquin,4032,37643,1.7796610169491525,2.9915254237288136,38.49152542372882,0.014632936507936508,4032,37643,1.3333333333333333,4.291666666666667,15.416666666666666,0.002976190476190476
ca,san francisco,883305,99990,2.0316455696202533,3.259493670886076,134.36075949367088,0.00017887366198538444,883305,99990,2.030701754385965,4.067982456140351,1162.627192982456,0.00025812148691561806
ca,ventura,111128,53031,1.7352941176470589,2.735294117647059,124.91176470588235,0.00030595349506874953,111128,53031,1.7045454545454546,3.8181818181818183,238.21818181818182,0.0019796990857389677
ca,tehama,421,36005,1.9444444444444444,3.638888888888889,64.27777777777777,0.04275534441805225,421,36005,1.1428571428571428,4.071428571428571,10.571428571428571,0.0166270783847981
ca,sacramento,508529,45187,1.872093023255814,3.0697674418604652,96.15116279069767,0.00016911523236629573,508529,45187,1.7918552036199096,4.015837104072398,517.1990950226244,0.00043458681805757393
ca,riverside,330063,34753,1.8235294117647058,2.6470588235294117,51.747899159663866,0.00036053723077109523,330063,34753,1.445945945945946,3.7432432432432434,275.63513513513516,0.0006725988674889339
ca,alameda,78338,59085,1.6470588235294117,3.0,85.44117647058823,0.0004340166968776328,78338,59085,1.7641509433962264,3.9622641509433962,425.8018867924528,0.0027062217570017104
ca,san bernardino,215941,34320,1.7941176470588236,2.9558823529411766,48.26470588235294,0.00015745041469660695,215941,34320,1.5294117647058822,3.752450980392157,273.3578431372549,0.0009447024881796416
ca,fresno,530093,37434,1.8888888888888888,3.0694444444444446,58.0,6.791261156061295e-05,530093,37434,1.6826923076923077,3.949519230769231,195.96153846153845,0.0003923839779057637
ca,imperial,17695,32890,1.2222222222222223,2.2222222222222223,10.777777777777779,0.0005086182537439955,17695,32890,1.6,3.9,76.86666666666666,0.0008476970895733258
ca,los angeles,3990456,52233,2.143712574850299,3.4520958083832336,183.311377245509,4.1849853751050005e-05,3990456,52233,1.8571428571428572,4.151785714285714,1116.5089285714287,5.613393557027067e-05
ca,colusa,5911,41877,1.3333333333333333,3.5555555555555554,40.888888888888886,0.0015225850109964474,5911,41877,1.3888888888888888,3.9166666666666665,26.944444444444443,0.0030451700219928947
ca,merced,83316,35361,1.6875,2.59375,37.125,0.00019203994430841615,83316,35361,1.5769230769230769,3.6826923076923075,123.96153846153847,0.0006241298190023524
ca,monterey,28289,47557,2.1343283582089554,3.3507462686567164,186.16417910447763,0.0023684117501502353,28289,47557,1.8773006134969326,3.763803680981595,453.49693251533745,0.005761956944395348
ca,napa,79263,59563,2.566666666666667,4.0,213.3,0.00037848680973468076,79263,59563,1.861842105263158,3.661184210526316,406.7368421052632,0.0019176665026557158
ca,orange,139484,57165,1.8695652173913044,3.028985507246377,197.31884057971016,0.0004946803934501448,139484,57165,1.7022222222222223,3.962222222222222,633.5022222222223,0.001613088239511342
ca,madera,65706,35754,1.9705882352941178,3.0588235294117645,69.23529411764706,0.0005174565488692052,65706,35754,1.3541666666666667,3.1354166666666665,58.479166666666664,0.000730526892521231
co,montezuma,68,39527,2.3076923076923075,3.5,30.076923076923077,0.38235294117647056,68,39527,1.8450704225352113,3.7464788732394365,191.85915492957747,1.0441176470588236
co,sedgwick,140,54366,1.6875,4.03125,12.375,0.11428571428571428,140,54366,1.4333333333333333,3.75,30.1,0.21428571428571427
co,saguache,504,27918,1.8571428571428572,3.982142857142857,23.285714285714285,0.05555555555555555,504,27918,1.2,4.2,29.0,0.00992063492063492
co,pueblo,111750,33932,1.8823529411764706,3.0294117647058822,23.235294117647058,0.00015212527964205818,111750,33932,1.4878048780487805,3.268292682926829,44.6219512195122,0.0007337807606263982
co,pitkin,72,126611,2.230769230769231,4.1923076923076925,30.846153846153847,0.18055555555555555,72,126611,1.7777777777777777,4.138888888888889,120.5,0.25
co,ouray,1010,51437,2.066666666666667,4.233333333333333,28.8,0.01485148514851485,1010,51437,2.0,3.769230769230769,117.0,0.01287128712871287
co,montrose,19512,34155,1.7777777777777777,3.3333333333333335,24.666666666666668,0.00046125461254612545,19512,34155,1.8333333333333333,4.138888888888889,86.61111111111111,0.0009225092250922509
co,moffat,120,40342,1.9333333333333333,3.8833333333333333,18.0,0.25,120,40342,1.5333333333333334,3.62,47.733333333333334,0.625
co,yuma,3460,52760,1.9285714285714286,3.7857142857142856,10.857142857142858,0.004046242774566474,3460,52760,1.25,2.875,4.25,0.0011560693641618498
co,kit carson,238,35048,1.7272727272727273,3.4545454545454546,11.636363636363637,0.046218487394957986,238,35048,1.1428571428571428,3.75,42.57142857142857,0.058823529411764705
co,kiowa,757,52054,2.0733333333333333,3.3133333333333335,61.653333333333336,0.19815059445178335,757,52054,1.4285714285714286,3.3214285714285716,24.785714285714285,0.018494055482166448
co,gunnison,6594,40429,2.1538461538461537,3.1538461538461537,14.923076923076923,0.0019714892326357296,6594,40429,1.85,4.0,83.2,0.003033060357901122
co,eagle,6961,60847,2.2666666666666666,3.933333333333333,43.266666666666666,0.00215486280706795,6961,60847,1.7777777777777777,3.9444444444444446,58.888888888888886,0.00258583536848154
co,dolores,958,33107,1.588235294117647,3.735294117647059,25.176470588235293,0.017745302713987474,958,33107,1.8,3.7,37.8,0.005219206680584551
co,denver,716492,68046,2.0,3.107638888888889,64.88888888888889,0.0002009792153994741,716492,68046,1.9481132075471699,4.15566037735849,445.87735849056605,0.0002958860671158924
co,delta,8920,33209,2.0,2.625,7.0,0.0004484304932735426,8920,33209,1.8,3.8666666666666667,21.8,0.0016816143497757848
co,crowley,167,18464,1.6,3.1,8.6,0.059880239520958084,167,18464,1.3846153846153846,4.076923076923077,21.46153846153846,0.07784431137724551
co,alamosa,9997,32221,1.9090909090909092,3.3181818181818183,21.0,0.001100330099029709,9997,32221,1.4666666666666666,4.133333333333334,97.13333333333334,0.0015004501350405122
co,las animas,2190,37013,1.5,3.3125,9.9375,0.0073059360730593605,2190,37013,1.3333333333333333,4.166666666666667,19.733333333333334,0.00684931506849315
ct,windham,24706,41381,2.0,3.25,15.166666666666666,0.00024285598640006476,24706,41381,1.523076923076923,3.707692307692308,50.0,0.0026309398526673682
ct,tolland,14655,50980,1.9661016949152543,3.016949152542373,25.220338983050848,0.004025929716820198,14655,50980,1.9444444444444444,3.9444444444444446,67.05555555555556,0.0012282497441146367
ct,litchfield,8127,56884,3.0,2.75,23.75,0.0004921865386981666,8127,56884,2.03125,3.828125,67.34375,0.003937492309585333
ct,new haven,130418,50286,1.9285714285714286,2.857142857142857,45.357142857142854,0.00010734714533269948,130418,50286,1.6787564766839378,3.77720207253886,125.60103626943005,0.0014798570749436427
ct,new london,26939,51200,1.8888888888888888,3.138888888888889,32.94444444444444,0.0006681762500464012,26939,51200,1.791044776119403,3.716417910447761,82.65671641791045,0.0024871004862838265
ct,hartford,122587,57564,2.0,3.138888888888889,38.166666666666664,0.00014683449305391273,122587,57564,1.6952380952380952,3.7095238095238097,115.29523809523809,0.0017130690856289818
ct,fairfield,61952,102612,2.0,2.95,27.9,0.00016141528925619835,61952,102612,1.7248322147651007,3.7181208053691277,69.1006711409396,0.002405087809917355
de,new castle,5529,49300,2.1176470588235294,3.323529411764706,40.1764705882353,0.003074697051908121,5529,49300,1.4864864864864864,3.439189189189189,45.33108108108108,0.02676795080484717
fl,sarasota,57738,54984,2.087719298245614,3.4649122807017543,28.280701754385966,0.0009872181232463888,57738,54984,1.875598086124402,4.047846889952153,161.6267942583732,0.0036197997852367592
fl,palm beach,8802,66126,2.193548387096774,3.274193548387097,68.90322580645162,0.0035219268348102703,8802,66126,1.713450292397661,3.763157894736842,113.94152046783626,0.019427402862985686
fl,madison,2797,28449,1.6,2.7,8.2,0.001787629603146228,2797,28449,1.2,3.85,11.9,0.003575259206292456
fl,lee,328,44543,1.6,2.7,8.2,0.01524390243902439,328,44543,1.1538461538461537,3.6923076923076925,17.153846153846153,0.039634146341463415
fl,alachua,9949,38638,1.5,2.0,10.5,0.0002010252286661976,9949,38638,1.375,3.875,43.6875,0.0016082018293295808
fl,okeechobee,5731,28601,1.8,2.8,4.2,0.0017448961786773686,5731,28601,1.5714285714285714,4.071428571428571,45.5,0.002442854650148316
ga,jefferson,11704,28456,1.9333333333333333,3.1666666666666665,11.533333333333333,0.001281613123718387,11704,28456,1.3580246913580247,3.3641975308641974,39.7037037037037,0.006920710868079289
ga,madison,4155,31698,2.111111111111111,3.6666666666666665,9.11111111111111,0.0021660649819494585,4155,31698,1.5625,3.84375,40.25,0.0038507821901323704
ga,mitchell,193,29523,1.5,3.0833333333333335,5.333333333333333,0.031088082901554404,193,29523,1.173913043478261,3.760869565217391,11.26086956521739,0.11917098445595854
ga,monroe,13573,39206,1.934782608695652,2.9456521739130435,16.369565217391305,0.003389081264274663,13573,39206,1.3636363636363635,3.8181818181818183,21.818181818181817,0.0008104324762395933
ga,morgan,1846,41424,1.7727272727272727,3.227272727272727,11.045454545454545,0.011917659804983749,1846,41424,1.326797385620915,3.4281045751633985,15.418300653594772,0.0828819068255688
ga,oglethorpe,1159,34291,1.7346938775510203,3.0918367346938775,14.285714285714286,0.04227782571182054,1159,34291,1.1666666666666667,4.083333333333333,5.333333333333333,0.005176876617773943
ga,pulaski,269,25958,1.7692307692307692,3.4615384615384617,12.384615384615385,0.048327137546468404,269,25958,1.4210526315789473,3.56140350877193,22.17543859649123,0.21189591078066913
ga,quitman,3703,26489,1.95,3.725,25.55,0.0054010261949770455,3703,26489,1.25,4.0,6.0,0.002160410477990818
ga,screven,761,29505,1.6,2.1,3.8,0.006570302233902759,761,29505,1.5833333333333333,4.458333333333333,16.0,0.01576872536136662
ga,washington,4001,31659,1.2857142857142858,3.0714285714285716,4.571428571428571,0.0017495626093476631,4001,31659,1.4285714285714286,3.5714285714285716,4.571428571428571,0.0017495626093476631
ga,white,722,30534,1.8666666666666667,3.1666666666666665,11.866666666666667,0.02077562326869806,722,30534,1.295774647887324,3.1338028169014085,34.309859154929576,0.09833795013850416
ga,macon,153095,28018,1.9444444444444444,3.3333333333333335,25.72222222222222,0.00011757405532512492,153095,28018,1.4615384615384615,3.4038461538461537,39.97115384615385,0.0006793167641007217
ga,oconee,244,55452,1.8125,3.8125,22.125,0.06557377049180328,244,55452,1.5135135135135136,3.5405405405405403,43.270270270270274,0.15163934426229508
ga,jasper,3941,32539,2.029585798816568,3.3195266272189348,38.289940828402365,0.04288251712763258,3941,32539,1.6470588235294117,4.147058823529412,61.0,0.004313625983252981
ga,newton,579,29625,1.8214285714285714,2.892857142857143,11.071428571428571,0.04835924006908463,579,29625,1.0,2.4,5.1,0.017271157167530225
ga,haralson,193,31520,1.8604651162790697,2.941860465116279,20.232558139534884,0.22279792746113988,193,31520,1.9,3.8,100.6,0.05181347150259067
ga,gordon,1882,30915,1.8529411764705883,3.3088235294117645,16.323529411764707,0.018065887353878853,1882,30915,1.3542857142857143,3.5542857142857143,31.34285714285714,0.09298618490967056
ga,forsyth,4117,54651,1.7777777777777777,3.2222222222222223,10.333333333333334,0.0021860578090842847,4117,54651,1.3571428571428572,3.5714285714285716,39.0,0.003400534369686665
ga,douglas,11616,31349,1.8571428571428572,2.5714285714285716,3.7142857142857144,0.0006026170798898072,11616,31349,1.75,3.9166666666666665,16.666666666666668,0.0010330578512396695
ga,decatur,25732,31946,2.2857142857142856,3.2142857142857144,37.0,0.0002720348204570185,25732,31946,1.680672268907563,3.5840336134453783,193.92436974789916,0.004624591947769314
ga,dawson,4102,37402,1.78125,2.9375,11.8125,0.0078010726474890294,4102,37402,1.0,3.2857142857142856,10.857142857142858,0.0017064846416382253
ga,crawford,832,29600,1.9333333333333333,3.6333333333333333,27.733333333333334,0.018028846153846152,832,29600,1.5,2.75,5.5,0.002403846153846154
ga,colquitt,1824,27507,1.5555555555555556,2.6666666666666665,6.111111111111111,0.004934210526315789,1824,27507,1.5,4.5,14.5,0.0010964912280701754
ga,cobb,346,48253,1.9230769230769231,3.5,16.384615384615383,0.03757225433526012,346,48253,1.3333333333333333,3.466666666666667,25.573333333333334,0.21676300578034682
ga,clayton,2183,25550,1.8,3.0,7.8,0.0022904260192395786,2183,25550,1.6,4.1,79.53333333333333,0.006871278057718736
ga,calhoun,16966,21655,1.8181818181818181,3.4545454545454546,8.545454545454545,0.000648355534598609,16966,21655,1.3076923076923077,4.230769230769231,35.07692307692308,0.0007662383590710833
ga,brooks,555,31146,1.7058823529411764,3.1470588235294117,15.764705882352942,0.03063063063063063,555,31146,1.4537037037037037,3.324074074074074,48.02777777777778,0.1945945945945946
ga,bartow,256,33267,1.8771929824561404,2.8157894736842106,12.87719298245614,0.22265625,256,33267,1.5,3.3181818181818183,47.68181818181818,0.171875
ga,baldwin,3384,29192,2.0,2.6666666666666665,9.0,0.0008865248226950354,3384,29192,1.5384615384615385,3.8846153846153846,37.23076923076923,0.0038416075650118202
ga,jackson,5083,34627,2.0,3.3333333333333335,13.066666666666666,0.0029510131811922094,5083,34627,1.2950819672131149,3.2295081967213113,41.31147540983606,0.012000786936848317
hi,honolulu,347397,50988,2.3777777777777778,3.4,286.4888888888889,0.00012953479736439865,347397,50988,1.8385650224215246,4.089686098654709,678.9730941704036,0.0006419168847169089
ia,boone,12470,45036,2.0,3.625,7.5,0.00032076984763432237,12470,45036,1.2857142857142858,3.357142857142857,14.285714285714286,0.0011226944667201283
ia,hamilton,133,50618,2.111111111111111,3.1666666666666665,5.777777777777778,0.06766917293233082,133,50618,1.4583333333333333,3.8958333333333335,14.083333333333334,0.18045112781954886
ia,greene,1068,48116,2.142857142857143,3.857142857142857,9.285714285714286,0.006554307116104869,1068,48116,1.4285714285714286,4.089285714285714,9.892857142857142,0.026217228464419477
ia,fremont,718,43944,1.9,2.65,5.6,0.013927576601671309,718,43944,1.7,3.675,15.0,0.027855153203342618
ia,franklin,134,50235,1.8,3.1,8.4,0.07462686567164178,134,50235,1.4166666666666667,3.6666666666666665,18.5,0.08955223880597014
ia,floyd,318,41127,1.6,3.5,5.2,0.015723270440251572,318,41127,1.5,3.45,9.5,0.031446540880503145
ia,benton,41,47565,1.6666666666666667,4.333333333333333,1.3333333333333333,0.07317073170731707,41,47565,1.0,4.136363636363637,7.363636363636363,0.2682926829268293
ia,hancock,195,50657,1.6,3.2666666666666666,8.133333333333333,0.07692307692307693,195,50657,1.3636363636363635,4.136363636363637,19.181818181818183,0.05641025641025641
ia,fayette,1374,39680,1.962962962962963,3.814814814814815,8.592592592592593,0.019650655021834062,1374,39680,1.4,3.6,4.8,0.00363901018922853
ia,des moines,216853,46007,1.8958333333333333,3.21875,22.770833333333332,0.00022134810217059483,216853,46007,1.6331658291457287,3.809045226130653,87.94974874371859,0.0009176723402489244
ia,delaware,151,44837,1.7142857142857142,3.0,5.285714285714286,0.046357615894039736,151,44837,1.6,4.2,4.2,0.033112582781456956
ia,clinton,25184,39659,2.0,2.8333333333333335,4.833333333333333,0.00023824650571791615,25184,39659,1.5625,3.84375,28.125,0.0006353240152477764
ia,clayton,39,44107,2.0,3.4444444444444446,6.0,0.23076923076923078,39,44107,1.4583333333333333,3.8333333333333335,13.541666666666666,0.6153846153846154
ia,cherokee,4900,55347,1.8,3.3,4.4,0.0010204081632653062,4900,55347,1.3333333333333333,3.4444444444444446,5.333333333333333,0.001836734693877551
ia,carroll,9812,49617,2.8,3.4,5.6,0.0005095801059926621,9812,49617,1.5,3.5357142857142856,9.428571428571429,0.0014268242967794538
ia,dubuque,57941,42870,1.8333333333333333,3.6944444444444446,20.5,0.0003106608446523187,57941,42870,1.543859649122807,3.3859649122807016,43.1578947368421,0.0009837593413990094
ia,humboldt,4589,45629,2.090909090909091,3.1818181818181817,6.7272727272727275,0.002397036391370669,4589,45629,1.6666666666666667,3.3333333333333335,8.666666666666666,0.0013074743952930922
ia,muscatine,23817,42450,1.8333333333333333,3.0833333333333335,7.333333333333333,0.00025192089683839276,23817,42450,1.6923076923076923,4.3076923076923075,18.53846153846154,0.0005458286098165176
ia,keokuk,10274,42783,1.8333333333333333,2.9166666666666665,6.333333333333333,0.0005839984426708196,10274,42783,1.3529411764705883,3.823529411764706,16.470588235294116,0.0016546622542339888
ia,audubon,1912,46872,1.9411764705882353,3.911764705882353,7.882352941176471,0.00889121338912134,1912,46872,1.0,4.166666666666667,6.666666666666667,0.0015690376569037657
ia,webster,71,42161,2.0,3.125,8.25,0.11267605633802817,71,42161,1.5,4.15,19.8,0.14084507042253522
ia,washington,7309,51235,1.6,3.9,2.4,0.0006840881105486386,7309,51235,1.5,3.4166666666666665,10.75,0.0016418114653167328
ia,wapello,2026,34477,1.8297872340425532,3.3191489361702127,15.595744680851064,0.02319842053307009,2026,34477,1.0,4.75,10.25,0.0019743336623889436
ia,union,382,37907,1.6666666666666667,2.611111111111111,9.333333333333334,0.02356020942408377,382,37907,1.28,3.88,15.48,0.06544502617801047
ia,tama,2745,40729,1.9655172413793103,3.4310344827586206,10.862068965517242,0.010564663023679418,2745,40729,1.5,3.5,2.5,0.002185792349726776
ia,shelby,616,50283,1.4285714285714286,3.4285714285714284,8.571428571428571,0.011363636363636364,616,50283,1.4285714285714286,3.5714285714285716,13.5,0.022727272727272728
ia,jefferson,4148,37397,2.1666666666666665,3.75,13.666666666666666,0.0014464802314368371,4148,37397,1.1666666666666667,4.25,4.333333333333333,0.0014464802314368371
ia,pocahontas,1663,51035,1.8571428571428572,4.142857142857143,4.142857142857143,0.00841852074564041,1663,51035,2.0,3.6666666666666665,2.3333333333333335,0.0018039687312086591
ia,osceola,5193,57030,1.5714285714285714,3.642857142857143,11.428571428571429,0.0013479684190256115,5193,57030,1.2,2.75,17.9,0.0019256691700365878
ia,monroe,1874,38175,2.2,3.2,8.0,0.0026680896478121665,1874,38175,1.5,3.9642857142857144,22.142857142857142,0.007470651013874066
ia,monona,1477,43238,1.9615384615384615,3.5384615384615383,7.038461538461538,0.017603249830737983,1477,43238,1.25,4.5,6.0,0.002708192281651997
ia,mitchell,131,57565,1.8333333333333333,3.7777777777777777,9.944444444444445,0.13740458015267176,131,57565,1.5,3.8125,6.625,0.061068702290076333
ia,marshall,27068,38463,1.986842105263158,3.263157894736842,17.355263157894736,0.0028077434609132556,27068,38463,1.5,4.125,21.1875,0.0005911038865080538
ia,marion,39979,40851,1.9411764705882353,2.9411764705882355,14.941176470588236,0.00042522324220215614,39979,40851,1.5625,3.40625,38.175,0.0020010505515395583
ia,lucas,209,37890,1.7777777777777777,3.5,9.444444444444445,0.0430622009569378,209,37890,1.5555555555555556,4.055555555555555,24.555555555555557,0.0430622009569378
ia,plymouth,363,52006,2.25,3.625,8.6875,0.0440771349862259,363,52006,1.625,4.171875,22.65625,0.0881542699724518
ia,adair,704,45386,1.7777777777777777,3.9166666666666665,8.833333333333334,0.02556818181818182,704,45386,1.0,3.75,22.5,0.005681818181818182
id,boise,228790,36229,1.8823529411764706,3.426470588235294,53.05882352941177,0.0001486078937016478,228790,36229,1.6956521739130435,3.816425120772947,127.56038647342996,0.0009047598234188558
id,twin falls,49764,35300,1.9375,3.53125,32.125,0.0003215175628968732,49764,35300,1.5333333333333334,3.466666666666667,65.64444444444445,0.000904268145647456
id,jerome,11807,37126,1.6,3.5,16.2,0.0004234775980350639,11807,37126,1.3,4.05,14.5,0.0008469551960701278
id,payette,7527,35582,1.5833333333333333,3.125,17.083333333333332,0.0015942606616181746,7527,35582,1.4285714285714286,4.178571428571429,39.42857142857143,0.0018599707718878703
id,gooding,3473,58373,1.8666666666666667,4.2,26.2,0.004319032536711776,3473,58373,1.3333333333333333,4.166666666666667,7.333333333333333,0.0008638065073423554
id,franklin,828,32130,1.9230769230769231,3.8461538461538463,13.23076923076923,0.01570048309178744,828,32130,1.25,2.75,9.75,0.004830917874396135
id,shoshone,1511,33851,1.8235294117647058,4.147058823529412,26.705882352941178,0.011250827266710787,1511,33851,1.4175824175824177,3.565934065934066,33.714285714285715,0.060225016545334215
id,teton,733,31214,2.0,3.7,11.7,0.013642564802182811,733,31214,1.4666666666666666,3.6333333333333333,57.3,0.040927694406548434
id,kootenai,922,38416,1.625,3.125,23.375,0.008676789587852495,922,38416,1.6,4.2,45.0,0.005422993492407809
