,State,City,Pop,PCI,price,rating,review,Total,PP
574,mo,carroll,1032,44693,1.125,3.875,3.875,16.0,0.015503875968992248
575,mo,mercer,304,38727,1.125,3.875,11.875,20.0,0.06578947368421052
576,mo,miller,683,32258,1.2941176470588236,3.3676470588235294,13.470588235294118,131.0,0.191800878477306
577,mo,benton,857,33046,1.0,3.9,6.8,9.0,0.010501750291715286
578,mo,butler,4038,33838,1.25,3.375,9.833333333333334,13.0,0.0032194155522535907
579,mo,camden,186,33069,1.1818181818181819,3.0454545454545454,10.0,14.0,0.07526881720430108
580,mo,cape girardeau,39853,39642,1.6595744680851063,3.521276595744681,27.53191489361702,143.0,0.0035881865857024567
581,mo,clark,290,34319,1.3636363636363635,3.9545454545454546,9.272727272727273,26.0,0.0896551724137931
582,mo,franklin,95,38008,1.6,4.2,24.0,9.0,0.09473684210526316
583,mo,gasconade,214,34772,1.6923076923076923,3.5384615384615383,49.0,20.0,0.09345794392523364
584,mo,clinton,8947,39940,1.6428571428571428,3.607142857142857,24.0,26.0,0.002906002011847547
585,mo,jackson,14994,40881,1.4583333333333333,3.6041666666666665,20.125,162.0,0.010804321728691477
586,mo,jasper,965,35333,1.3679245283018868,3.6179245283018866,23.50943396226415,363.0,0.3761658031088083
587,mo,laclede,327,31349,1.3333333333333333,3.8333333333333335,6.666666666666667,11.0,0.03363914373088685
588,mo,lewis,515,33665,1.4883720930232558,3.7209302325581395,19.41860465116279,151.0,0.29320388349514565
589,mo,lincoln,1191,34561,1.8333333333333333,4.125,13.666666666666666,39.0,0.0327455919395466
590,mo,linn,1607,36069,1.3333333333333333,4.0,5.0,8.0,0.004978220286247666
591,mo,macon,5355,35456,1.3333333333333333,3.4444444444444446,12.055555555555555,20.0,0.003734827264239029
592,mo,madison,541,33844,1.3076923076923077,3.7884615384615383,8.692307692307692,88.0,0.16266173752310537
593,mo,holt,475,46764,1.5454545454545454,4.2272727272727275,51.63636363636363,70.0,0.14736842105263157
594,ms,madison,25676,58444,1.6111111111111112,3.3518518518518516,46.01851851851852,202.0,0.00786726904502259
595,ms,george,277,31656,1.2,3.6333333333333333,9.933333333333334,25.0,0.09025270758122744
596,ms,grenada,12466,31056,1.4615384615384615,3.730769230769231,27.76923076923077,38.0,0.0030482913524787422
597,ms,jackson,164422,34845,1.5444444444444445,3.5416666666666665,47.272222222222226,786.0,0.004780382187298537
598,ms,coahoma,329,30204,1.75,4.125,27.083333333333332,23.0,0.06990881458966565
599,ms,marion,1479,29193,1.3333333333333333,4.333333333333333,44.333333333333336,5.0,0.0033806626098715348
600,ms,jones,1121,37554,1.2333333333333334,3.3,16.533333333333335,77.0,0.06868867082961641
601,ms,pontotoc,6144,29277,1.3636363636363635,3.5454545454545454,5.2727272727272725,27.0,0.00439453125
602,ms,newton,3223,33198,1.4444444444444444,2.611111111111111,7.777777777777778,14.0,0.004343779087806391
603,ms,tishomingo,331,29121,1.0,4.5,3.0,5.0,0.015105740181268883
604,ms,tunica,916,30581,1.6363636363636365,3.9545454545454546,31.363636363636363,32.0,0.034934497816593885
605,ms,union,1924,29254,1.0,2.75,3.0,5.0,0.002598752598752599
606,ms,sunflower,1007,26883,1.5116279069767442,3.6511627906976742,11.674418604651162,131.0,0.1300893743793446
607,ms,quitman,2111,24420,1.2857142857142858,3.357142857142857,8.285714285714286,13.0,0.006158218853623875
608,ms,prentiss,952,27723,1.5,2.75,10.5,7.0,0.007352941176470588
609,mt,deer lodge,2916,34245,1.2,3.5,28.2,10.0,0.003429355281207133
610,mt,missoula,74428,40858,1.5061728395061729,3.4691358024691357,76.09876543209876,230.0,0.0030902348578491965
611,mt,sheridan,750,57613,1.8571428571428572,4.357142857142857,13.571428571428571,9.0,0.012
612,mt,wibaux,625,46461,1.5,2.75,3.5,5.0,0.008
613,mt,cascade,685,41893,1.6904761904761905,3.7023809523809526,32.595238095238095,165.0,0.24087591240875914
614,nc,lenoir,17938,35597,1.21875,3.421875,20.4375,82.0,0.004571301148400045
615,nc,wilson,49329,36166,1.3191489361702127,3.3297872340425534,35.93617021276596,154.0,0.0031218958422023556
616,nc,washington,9536,31729,1.6428571428571428,4.0,39.714285714285715,62.0,0.0065016778523489934
617,nc,rockingham,8776,33261,1.5714285714285714,3.9285714285714284,26.071428571428573,51.0,0.00581130355515041
618,nc,madison,2118,29263,1.0769230769230769,2.8846153846153846,7.153846153846154,16.0,0.007554296506137866
619,nc,macon,111,34734,1.1666666666666667,3.8333333333333335,12.666666666666666,13.0,0.11711711711711711
620,nc,jackson,461,28836,1.3636363636363635,3.25,23.795454545454547,129.0,0.279826464208243
621,nc,brunswick,971,36576,1.6,3.8333333333333335,54.0,38.0,0.03913491246138002
622,nc,henderson,14936,37444,1.6875,3.53125,29.9375,50.0,0.0033476164970540974
623,nc,halifax,207,31456,1.5185185185185186,3.6481481481481484,35.44444444444444,111.0,0.5362318840579711
624,nc,beaufort,4391,37538,1.8055555555555556,3.75,94.86111111111111,75.0,0.017080391710316556
625,nc,catawba,620,38414,1.2,3.7,13.9,15.0,0.024193548387096774
626,nc,cleveland,881,32809,1.386138613861386,3.5792079207920793,43.2970297029703,325.0,0.3688989784335982
627,nc,columbus,995,29340,1.4166666666666667,4.0,29.0,24.0,0.024120603015075376
628,nc,davidson,12921,34484,1.6059113300492611,3.5886699507389164,88.02463054187191,851.0,0.06586177540438047
629,nc,durham,274291,43817,1.5601851851851851,3.6944444444444446,137.0,745.0,0.002716093491948332
630,nc,franklin,4042,31256,1.7647058823529411,4.0588235294117645,63.64705882352941,60.0,0.014844136566056407
631,nc,hertford,2113,28555,1.4444444444444444,3.611111111111111,11.11111111111111,13.0,0.006152389966871746
632,nc,gaston,1030,36378,1.1,3.4,9.4,13.0,0.01262135922330097
633,nc,graham,15086,29056,1.3114754098360655,3.5081967213114753,31.60655737704918,197.0,0.013058464801802996
634,nd,williams,15,102808,1.8333333333333333,3.1458333333333335,27.875,89.0,5.933333333333334
635,nd,mercer,92,53664,1.6666666666666667,3.4583333333333335,6.083333333333333,24.0,0.2608695652173913
636,nd,pembina,553,50471,1.6,3.7,3.4,10.0,0.018083182640144666
637,nd,rolette,599,32024,1.6,3.2,3.8,11.0,0.018363939899833055
638,nd,steele,710,59264,2.0,2.8333333333333335,4.0,16.0,0.022535211267605635
639,nd,towner,535,43906,1.6666666666666667,3.8333333333333335,6.833333333333333,29.0,0.05420560747663551
640,nd,nelson,56,53320,1.7272727272727273,4.0,14.0,49.0,0.875
641,nd,pierce,69,41871,1.3636363636363635,3.9545454545454546,5.363636363636363,20.0,0.2898550724637681
642,nd,renville,31,55901,1.4146341463414633,3.2804878048780486,24.658536585365855,127.0,4.096774193548387
643,nd,richland,18,43573,1.4313725490196079,3.2254901960784315,12.980392156862745,177.0,9.833333333333334
644,nd,oliver,10,46166,1.6779661016949152,3.3983050847457625,30.406779661016948,199.0,19.9
645,nd,wells,84,52036,1.25,3.875,3.5,10.0,0.11904761904761904
646,nd,mchenry,54,49514,1.6428571428571428,3.642857142857143,11.071428571428571,38.0,0.7037037037037037
647,nd,sargent,30,53801,2.0,4.5,4.0,37.0,1.2333333333333334
648,nd,grant,105,40458,1.5901639344262295,3.2704918032786887,31.295081967213115,177.0,1.6857142857142857
649,nd,mountrail,32,72079,1.7,3.65,10.1,33.0,1.03125
650,nd,burke,41,87338,1.6428571428571428,4.142857142857143,6.142857142857143,37.0,0.9024390243902439
651,nd,sioux,155,26476,2.0,4.0,14.0,6.0,0.03870967741935484
652,nd,sheridan,27,31196,1.5555555555555556,3.7777777777777777,4.222222222222222,22.0,0.8148148148148148
653,nd,ward,54,58394,1.5,3.723684210526316,27.86842105263158,143.0,2.6481481481481484
654,nd,eddy,38,49167,1.5,3.75,2.25,8.0,0.21052631578947367
655,nd,divide,75,65769,1.7777777777777777,3.9444444444444446,4.111111111111111,26.0,0.3466666666666667
656,nd,billings,12,94629,2.142857142857143,3.7857142857142856,39.285714285714285,71.0,5.916666666666667
657,nd,barnes,21,49276,1.7173913043478262,3.4347826086956523,46.76086956521739,168.0,8.0
658,nd,morton,45,50815,1.5737704918032787,3.3442622950819674,32.09836065573771,178.0,3.9555555555555557
659,nd,ransom,52,43100,1.2,4.0,2.0,10.0,0.19230769230769232
660,nd,mckenzie,99,81696,1.6,3.327272727272727,35.85454545454545,182.0,1.8383838383838385
661,nd,lamoure,896,51942,1.7142857142857142,4.0,12.142857142857142,73.0,0.08147321428571429
662,nd,grand forks,56948,46131,1.588235294117647,3.156862745098039,27.274509803921568,128.0,0.002247664536067992
663,nd,hettinger,1211,51356,1.5,3.75,4.0,5.0,0.004128819157720892
664,nd,adams,120,49203,1.6666666666666667,4.333333333333333,12.11111111111111,52.0,0.43333333333333335
665,nd,bottineau,2205,57358,1.75,3.75,6.75,6.0,0.0027210884353741495
666,nd,logan,37,53088,1.8275862068965518,3.5,47.58620689655172,108.0,2.918918918918919
667,nd,cavalier,1264,59955,1.6666666666666667,3.0,4.333333333333333,5.0,0.003955696202531646
668,nd,dickey,39,55428,1.625,4.125,15.0,70.0,1.794871794871795
669,nd,golden valley,168,53894,1.4,3.6,4.8,9.0,0.05357142857142857
670,nd,bowman,1608,67676,1.4285714285714286,3.5714285714285716,6.285714285714286,16.0,0.009950248756218905
671,ne,franklin,942,42262,1.4545454545454546,3.8636363636363638,6.7272727272727275,15.0,0.01592356687898089
672,ne,grant,1131,57030,1.6153846153846154,3.769230769230769,51.07692307692308,31.0,0.027409372236958444
673,ne,kearney,33761,84898,1.5862068965517242,3.293103448275862,46.06896551724138,87.0,0.0025769378869109328
674,ne,kimball,2360,45619,1.0,3.6666666666666665,12.333333333333334,5.0,0.00211864406779661
675,ne,lincoln,287401,46012,1.4475138121546962,3.270718232044199,46.89502762430939,581.0,0.0020215656869669906
676,ne,madison,2381,44682,1.5106382978723405,3.5851063829787235,10.382978723404255,198.0,0.08315833683326333
677,ne,pierce,1726,55980,1.5,3.125,10.625,12.0,0.006952491309385863
678,ne,seward,7220,45424,1.25,3.5833333333333335,9.916666666666666,13.0,0.0018005540166204986
679,ne,valley,2845,42877,1.6666666666666667,3.8333333333333335,32.166666666666664,13.0,0.0045694200351493845
680,ne,wayne,5622,42017,1.1666666666666667,2.9166666666666665,4.5,12.0,0.0021344717182497333
681,ne,blaine,193,76590,1.4545454545454546,3.8636363636363638,8.545454545454545,19.0,0.09844559585492228
682,ne,logan,71,52193,1.4827586206896552,3.8620689655172415,22.586206896551722,89.0,1.2535211267605635
683,ne,platte,165,45694,1.5384615384615385,3.923076923076923,72.23076923076923,58.0,0.3515151515151515
684,ne,richardson,401,45607,1.5,4.25,5.0,5.0,0.012468827930174564
685,ne,sheridan,81,48447,1.4285714285714286,4.071428571428571,16.642857142857142,45.0,0.5555555555555556
686,ne,cuming,233,76262,1.375,3.75,5.125,19.0,0.0815450643776824
687,ne,stanton,1511,42472,1.6153846153846154,3.8846153846153846,20.53846153846154,23.0,0.015221707478491065
688,ne,york,7866,45992,1.411764705882353,3.2941176470588234,22.41176470588235,25.0,0.003178235443681668
689,ne,webster,868,46771,1.0,4.0,1.0,5.0,0.00576036866359447
690,ne,hooker,210,62747,1.0,4.5,3.5,6.0,0.02857142857142857
691,ne,thayer,130,52541,1.6153846153846154,3.8076923076923075,25.307692307692307,57.0,0.43846153846153846
692,ne,dawes,352,36465,1.4666666666666666,3.966666666666667,15.066666666666666,24.0,0.06818181818181818
693,ne,douglas,202,57890,1.4335260115606936,3.378612716763006,36.68208092485549,607.0,3.004950495049505
694,ne,butler,619,45842,1.25,4.625,4.25,8.0,0.012924071082390954
695,ne,cedar,61,55188,1.6,4.25,30.1,71.0,1.1639344262295082
696,ne,garfield,225,49578,2.0,3.8333333333333335,7.0,10.0,0.044444444444444446
697,ne,nemaha,567,46991,1.2727272727272727,3.5,6.909090909090909,18.0,0.031746031746031744
698,ne,jefferson,112,47692,1.4,3.9,3.0,10.0,0.08928571428571429
699,ne,adams,912,45289,1.5952380952380953,3.488095238095238,28.0,162.0,0.17763157894736842
700,ne,washington,117,50337,1.0,3.1,12.6,5.0,0.042735042735042736
701,ne,antelope,205,53502,1.75,3.875,3.5,6.0,0.02926829268292683
702,ne,hamilton,118,49510,1.0,2.25,7.0,7.0,0.059322033898305086
703,ne,hayes,27,67864,1.4137931034482758,4.0,25.103448275862068,108.0,4.0
704,ne,custer,103,50971,1.5555555555555556,3.7222222222222223,9.666666666666666,13.0,0.1262135922330097
705,ne,sherman,530,42473,1.0,3.5,1.5,11.0,0.020754716981132074
706,ne,holt,439,54408,1.5,4.0,9.5,5.0,0.011389521640091117
707,ne,loup,130,63956,1.3972602739726028,3.315068493150685,18.246575342465754,286.0,2.2
708,nh,sullivan,675,45755,1.7241379310344827,3.793103448275862,60.6551724137931,89.0,0.13185185185185186
709,nh,carroll,742,50020,1.9230769230769231,3.9615384615384617,73.6923076923077,27.0,0.03638814016172507
710,nh,grafton,1336,52320,1.75,3.875,32.125,15.0,0.01122754491017964
711,nh,merrimack,25969,51831,1.6734693877551021,3.586734693877551,88.53571428571429,742.0,0.028572528784319765
712,nh,hillsborough,5992,53343,1.7058823529411764,3.5294117647058822,43.470588235294116,23.0,0.0038384512683578105
713,nh,strafford,4186,43174,1.8181818181818181,3.772727272727273,45.90909090909091,16.0,0.003822264691829909
714,nj,warren,15745,49188,1.627027027027027,3.597297297297297,73.16756756756757,563.0,0.035757383296284535
715,nj,ocean,26708,44949,1.7125748502994012,3.6736526946107784,102.437125748503,571.0,0.021379361988917177
716,nj,union,5525,59230,1.8823529411764706,3.836898395721925,127.95187165775401,1700.0,0.3076923076923077
717,nj,salem,4747,43087,1.2857142857142858,3.2142857142857144,9.142857142857142,11.0,0.0023172530018959344
718,nj,burlington,9884,53760,1.4766355140186915,3.5046728971962615,48.33644859813084,369.0,0.037333063537029545
719,nj,morris,19145,84260,1.705,3.535,97.395,592.0,0.030921911726299295
720,nj,cape may,3448,51473,1.8141592920353982,3.5442477876106193,119.30973451327434,343.0,0.09947795823665893
721,nj,camden,73973,46905,1.995,4.1075,339.07,3200.0,0.04325902694226272
722,nj,passaic,69948,45746,1.5666666666666667,3.7,106.86666666666666,681.0,0.009735803739921084
723,nj,gloucester,63884,47392,1.9595959595959596,3.974747474747475,148.32323232323233,2300.0,0.03600275499342558
724,nm,bernalillo,10105,38593,1.6666666666666667,3.7222222222222223,96.05555555555556,56.0,0.005541810984661059
725,nm,santa fe,84612,50557,1.834862385321101,3.871559633027523,219.57798165137615,373.0,0.004408358152507919
726,nm,socorro,8407,31804,1.1764705882352942,3.3823529411764706,58.88235294117647,22.0,0.0026168668966337575
727,nm,taos,5971,33342,1.8823529411764706,4.073529411764706,139.52941176470588,94.0,0.01574275665717635
728,nv,carson city,55414,42537,1.5571428571428572,3.4642857142857144,119.67142857142858,186.0,0.0033565524957591946
729,nv,elko,20341,42169,1.6470588235294117,4.147058823529412,107.82352941176471,71.0,0.003490487193353326
730,ny,lewis,1306,41061,2.0,3.875,16.666666666666668,16.0,0.01225114854517611
731,ny,putnam,576,57163,1.847457627118644,3.6779661016949152,59.79661016949152,188.0,0.3263888888888889
732,ny,herkimer,9677,36386,1.6153846153846154,3.923076923076923,28.692307692307693,29.0,0.00299679652784954
733,ny,columbia,1517,48801,2.0526315789473686,4.0394736842105265,530.2631578947369,1000.0,0.6591957811470006
734,ny,essex,636,39500,2.0,4.0,41.23529411764706,71.0,0.11163522012578617
735,ny,washington,4613,35304,1.8095238095238095,3.75,37.45238095238095,127.0,0.027530890960329502
736,ny,tompkins,1148,39067,1.625,3.6875,13.75,8.0,0.006968641114982578
737,ny,franklin,2257,33508,1.5833333333333333,3.6354166666666665,37.75,190.0,0.08418254319893664
738,ny,livingston,3473,36686,1.8253968253968254,3.8492063492063493,67.84126984126983,211.0,0.06075439101641232
739,ny,clinton,710,38463,1.5918367346938775,3.642857142857143,28.857142857142858,148.0,0.2084507042253521
740,ny,greene,5084,41786,1.6666666666666667,3.75,11.166666666666666,9.0,0.0017702596380802518
741,ny,chemung,2462,39502,1.4615384615384615,3.980769230769231,26.653846153846153,117.0,0.04752233956133225
742,ny,schuyler,3329,38118,1.4761904761904763,3.5297619047619047,33.45238095238095,279.0,0.08380895163712827
743,ny,chautauqua,4256,36101,1.8571428571428572,3.357142857142857,24.571428571428573,7.0,0.001644736842105263
744,ny,chenango,10596,36583,1.4461538461538461,3.5615384615384613,38.96923076923077,385.0,0.03633446583616459
745,ny,schenectady,65575,45851,1.8219895287958114,3.774869109947644,85.45026178010471,993.0,0.015142966069386199
746,ny,rensselaer,9212,42725,1.4720496894409938,3.450310559006211,57.26086956521739,477.0,0.051780286582718195
747,ny,oswego,17337,34968,1.625,3.59375,33.75,91.0,0.005248889657956971
748,ny,oneida,10912,38764,2.0,3.7666666666666666,33.86666666666667,68.0,0.006231671554252199
749,ny,new york,8398748,151128,2.0580357142857144,4.084821428571429,926.3973214285714,18800.0,0.002238428870588807
750,ny,fulton,11243,36869,1.6153846153846154,3.730769230769231,14.615384615384615,31.0,0.002757271190963266
751,ny,ontario,10088,45771,1.625,3.6875,18.75,9.0,0.0008921490880253767
752,ny,cortland,18713,35030,1.7222222222222223,3.9166666666666665,51.833333333333336,71.0,0.0037941537968257362
753,ny,albany,97279,53791,1.7736842105263158,3.8684210526315788,98.41578947368421,1300.0,0.013363624214887078
754,ny,allegany,7597,31518,1.8333333333333333,3.0833333333333335,9.666666666666666,12.0,0.0015795708832433855
755,ny,warren,1094,45095,1.625,3.90625,27.5625,64.0,0.05850091407678245
756,ny,genesee,1608,39185,1.9285714285714286,4.107142857142857,38.07142857142857,52.0,0.03233830845771144
757,ny,hamilton,6443,46724,1.5454545454545454,3.909090909090909,20.90909090909091,20.0,0.0031041440322830977
758,ny,orleans,2731,34128,1.9285714285714286,3.7857142857142856,40.07142857142857,30.0,0.010984987184181618
759,ny,ulster,12593,42913,1.709090909090909,3.9454545454545453,66.68181818181819,345.0,0.02739617247677281
760,ny,tioga,4690,41958,1.5769230769230769,3.9038461538461537,33.03846153846154,102.0,0.021748400852878463
761,ny,rockland,3678,53434,1.7011494252873562,3.7270114942528734,77.63793103448276,666.0,0.18107667210440456
762,ny,delaware,2579,34602,2.0,4.041666666666667,65.08333333333333,61.0,0.02365257851880574
763,ny,wayne,988,39367,1.9375,4.0625,64.9375,39.0,0.039473684210526314
764,ny,jefferson,1421,42753,1.7857142857142858,4.142857142857143,22.357142857142858,21.0,0.014778325123152709
765,ny,broome,989,38276,1.5454545454545454,3.6818181818181817,21.454545454545453,13.0,0.01314459049544995
766,ny,saratoga,5725,55809,1.7959183673469388,3.556122448979592,80.3061224489796,289.0,0.050480349344978165
767,ny,orange,50092,45306,1.6111111111111112,3.798611111111111,55.263888888888886,261.0,0.005210412840373713
768,ny,nassau,4783,75376,1.6722689075630253,3.7142857142857144,79.66386554621849,409.0,0.08551118544846331
769,ny,schoharie,3002,34651,1.5,3.5,22.833333333333332,9.0,0.0029980013324450365
770,ny,yates,2419,35437,1.6,4.15,31.9,51.0,0.02108309218685407
771,ny,madison,2900,38109,1.9375,3.9375,26.9375,43.0,0.014827586206896552
772,ny,otsego,3717,37645,1.8,3.933333333333333,135.66666666666666,42.0,0.011299435028248588
773,ny,sullivan,15149,38880,1.84,3.84,55.72,88.0,0.00580896428807182
774,ny,niagara,8005,39110,1.9516129032258065,3.4516129032258065,91.79032258064517,412.0,0.051467832604622114
775,ny,onondaga,22554,45252,1.6193181818181819,3.659090909090909,70.32954545454545,660.0,0.029263101888800214
776,ny,steuben,1127,39559,1.4666666666666666,3.3666666666666667,16.333333333333332,19.0,0.01685891748003549
777,ny,seneca,2683,34271,1.7894736842105263,3.6578947368421053,63.39473684210526,148.0,0.05516213194185613
778,ny,monroe,19791,45897,1.7428571428571429,3.757142857142857,85.94285714285714,115.0,0.00581072204537416
779,ny,montgomery,24022,36597,1.8666666666666667,3.966666666666667,49.13333333333333,31.0,0.0012904837232536842
780,ny,richmond,3246,48150,1.6,3.8,51.2,13.0,0.004004929143561306
781,oh,scioto,3543,33430,1.4848484848484849,3.727272727272727,17.484848484848484,85.0,0.023990968106124753
782,oh,tuscarawas,1849,38918,1.0,3.875,2.5,7.0,0.0037858301784748512
783,oh,highland,2286,31379,1.3928571428571428,3.6964285714285716,34.285714285714285,107.0,0.046806649168853895
784,oh,allen,1085,36813,1.530612244897959,3.4591836734693877,22.26530612244898,151.0,0.1391705069124424
785,oh,hocking,4833,32511,1.625,3.75,63.0,37.0,0.007655700393130561
786,oh,crawford,1853,34696,1.2857142857142858,3.25,15.285714285714286,23.0,0.0124123043712898
787,oh,adams,1073,30254,1.125,3.0,2.75,10.0,0.009319664492078284
788,oh,butler,3448,40702,1.3636363636363635,3.4545454545454546,21.848484848484848,80.0,0.02320185614849188
789,oh,miami,42554,41460,1.6428571428571428,4.0,52.142857142857146,64.0,0.0015039714245429338
790,oh,brown,7482,31949,1.5833333333333333,3.625,9.916666666666666,36.0,0.0048115477145148355
791,oh,clinton,4102,38592,1.0,4.5,16.333333333333332,6.0,0.0014627011214041932
792,oh,ross,8885,32677,1.4193548387096775,3.4516129032258065,31.193548387096776,102.0,0.011480022509848059
793,oh,knox,4201,38388,1.75,4.15625,33.9375,67.0,0.01594858367055463
794,oh,fulton,3210,39673,1.4285714285714286,3.2857142857142856,9.571428571428571,11.0,0.003426791277258567
795,oh,ottawa,7764,44317,1.2307692307692308,3.423076923076923,5.6923076923076925,18.0,0.00231839258114374
796,oh,fayette,8859,33952,1.3076923076923077,3.8846153846153846,19.076923076923077,39.0,0.0044023027429732475
797,oh,lawrence,2473,33507,1.3858695652173914,3.407608695652174,31.608695652173914,600.0,0.2426202992317024
798,oh,licking,4899,40333,1.5714285714285714,3.75,31.333333333333332,172.0,0.03510920596040008
799,oh,seneca,447,34204,1.5,4.035714285714286,21.5,49.0,0.10961968680089486
800,oh,summit,610,45112,1.529100529100529,3.5423280423280423,54.03703703703704,663.0,1.0868852459016394
801,oh,muskingum,4538,36560,1.5925925925925926,3.5925925925925926,25.925925925925927,107.0,0.02357866901718819
802,oh,carroll,2100,35185,1.4285714285714286,3.257142857142857,29.142857142857142,80.0,0.0380952380952381
803,oh,erie,1202,57133,1.5606060606060606,3.446969696969697,60.21212121212121,182.0,0.15141430948419302
804,oh,paulding,3839,36922,1.4,2.7,2.4,8.0,0.002083876009377442
805,oh,pickaway,2112,36123,1.3333333333333333,3.7083333333333335,24.25,60.0,0.028409090909090908
806,oh,greene,965,43515,1.3333333333333333,3.933333333333333,44.46666666666667,67.0,0.0694300518134715
807,oh,vinton,538,29491,1.125,3.2375,10.725,130.0,0.241635687732342
808,oh,henry,4321,39851,1.3636363636363635,4.090909090909091,11.818181818181818,31.0,0.0071742652163850965
809,oh,madison,8934,36398,1.5555555555555556,3.9166666666666665,25.27777777777778,39.0,0.004365345869711216
810,oh,portage,710,39111,1.1428571428571428,3.142857142857143,7.142857142857143,7.0,0.009859154929577466
811,oh,pike,4115,32934,1.3846153846153846,3.8461538461538463,7.384615384615385,26.0,0.006318347509113001
812,oh,holmes,1262,36069,1.6153846153846154,3.3076923076923075,21.307692307692307,26.0,0.020602218700475437
813,oh,washington,1858,37943,1.4375,3.5625,20.25,37.0,0.01991388589881593
814,oh,marion,36087,32292,1.3793103448275863,3.5172413793103448,21.103448275862068,86.0,0.0023831296588799292
815,oh,lorain,64028,40458,1.4274193548387097,3.4274193548387095,30.661290322580644,422.0,0.00659086649590804
816,oh,logan,7050,37574,1.625,3.71875,62.375,40.0,0.005673758865248227
817,oh,jackson,6242,32512,1.4285714285714286,3.7142857142857144,19.5,46.0,0.007369432874078821
818,oh,clark,3030,36077,1.4193548387096775,3.4193548387096775,28.241935483870968,184.0,0.06072607260726073
819,oh,harrison,11608,34136,1.6153846153846154,3.9615384615384617,53.38461538461539,51.0,0.004393521709166092
820,oh,hamilton,62174,51996,1.52020202020202,3.5883838383838382,57.782828282828284,881.0,0.014169910251873774
821,oh,franklin,11686,45894,1.465,3.4575,40.38,679.0,0.05810371384562724
822,oh,fairfield,42613,40094,1.4044117647058822,3.25,44.8014705882353,402.0,0.0094337408771971
823,oh,delaware,39930,63042,1.492063492063492,3.3015873015873014,70.2063492063492,419.0,0.01049336338592537
824,oh,defiance,16663,37310,1.5333333333333334,3.7333333333333334,15.8,46.0,0.002760607333613395
825,oh,coshocton,11054,32279,1.3,3.4,12.3,33.0,0.0029853446716120863
826,oh,ashtabula,18079,34087,1.5384615384615385,3.58974358974359,22.94871794871795,137.0,0.007577852757342773
827,oh,athens,24688,30284,1.4848484848484849,3.6363636363636362,45.93939393939394,94.0,0.00380751782242385
828,oh,columbiana,6231,34446,1.6,3.8,21.4,37.0,0.005938051677098379
829,oh,medina,26072,47712,1.84375,3.640625,60.84375,106.0,0.004065664314206812
830,oh,monroe,13887,29895,1.52,3.69,52.18,173.0,0.012457694246417513
831,oh,huron,6893,36022,1.7096774193548387,3.629032258064516,41.87096774193548,95.0,0.013782097780356883
832,oh,sandusky,24714,36561,1.7708333333333333,3.46875,71.97916666666667,152.0,0.006150360119770171
833,oh,noble,1704,24020,1.0,3.388888888888889,8.444444444444445,15.0,0.008802816901408451
834,oh,montgomery,10805,41017,1.5157894736842106,3.3210526315789473,77.51052631578948,546.0,0.05053216103655715
835,oh,morgan,2097,29734,1.2,3.7,6.8,13.0,0.00619933237958989
836,oh,lake,725,44891,1.9180327868852458,4.057377049180328,117.13661202185793,3800.0,5.241379310344827
837,oh,richland,6123,35138,1.441860465116279,3.5930232558139537,27.813953488372093,162.0,0.02645761881430671
838,oh,perry,3407,32356,1.7142857142857142,3.7857142857142856,13.428571428571429,10.0,0.0029351335485764602
839,oh,auglaize,2657,42446,1.3529411764705883,3.6176470588235294,21.823529411764707,31.0,0.011667293940534437
840,oh,trumbull,1353,35997,1.297872340425532,3.425531914893617,23.76595744680851,139.0,0.10273466371027347
841,oh,meigs,3780,30516,1.1,4.35,7.0,25.0,0.006613756613756613
842,oh,ashland,20423,34388,1.4705882352941178,3.735294117647059,23.294117647058822,51.0,0.0024971845468344514
843,oh,jefferson,1011,34487,1.0,3.25,9.5,9.0,0.008902077151335312
844,oh,warren,38382,50919,1.3982300884955752,3.495575221238938,24.1858407079646,420.0,0.010942629357511334
845,oh,van wert,10680,37490,1.6153846153846154,3.6923076923076925,14.692307692307692,30.0,0.0028089887640449437
846,oh,union,6783,44855,1.4528301886792452,3.2452830188679247,27.37735849056604,139.0,0.020492407489311516
847,oh,shelby,9030,40925,1.2222222222222223,3.888888888888889,9.0,18.0,0.0019933554817275745
848,oh,wayne,1296,38859,1.6206896551724137,3.7586206896551726,26.93103448275862,120.0,0.09259259259259259
849,ok,muskogee,37402,33556,1.434782608695652,3.4347826086956523,27.565217391304348,95.0,0.002539971124538795
850,ok,noble,6874,42917,1.505050505050505,3.5707070707070705,56.717171717171716,301.0,0.04378818737270876
851,ok,nowata,3612,34347,1.2,3.3,6.6,5.0,0.0013842746400885937
852,ok,okmulgee,11795,31883,1.0714285714285714,3.3214285714285716,14.642857142857142,22.0,0.0018651971174226368
853,ok,osage,155,34574,1.0,2.25,6.5,6.0,0.03870967741935484
854,ok,tulsa,400669,71431,1.7091836734693877,3.954081632653061,93.31632653061224,1200.0,0.0029949908777569516
855,ok,pittsburg,196,34939,1.2745098039215685,3.5980392156862746,14.882352941176471,211.0,1.0765306122448979
856,ok,seminole,7172,34254,1.1666666666666667,3.0,8.25,22.0,0.003067484662576687
857,ok,wagoner,9061,36245,1.3333333333333333,4.083333333333333,9.833333333333334,25.0,0.0027590773645293012
858,ok,washington,659,56275,1.481012658227848,3.4936708860759493,51.64556962025316,241.0,0.36570561456752654
